GEO.id,GEO.id2,GEO.display-label,YEAR.id,FINTYPE.id,FINTYPE.display-label,FINSRC.id,FINSRC.display-label,AMOUNT
0400000US01,01,Alabama,2015,02,Expenditure,022,Total Expenditure - Direct Expenditure,22764626
0400000US01,01,Alabama,2015,02,Expenditure,0221,Total Expenditure - Direct Expenditure - Current Operations,15965471
0400000US01,01,Alabama,2015,02,Expenditure,0222,Total Expenditure - Direct Expenditure - Capital Outlay,2082490
0400000US01,01,Alabama,2015,02,Expenditure,0223,Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments,3651229
0400000US01,01,Alabama,2015,02,Expenditure,0224,Total Expenditure - Direct Expenditure - Assistance and Subsidies,699293
0400000US01,01,Alabama,2015,02,Expenditure,0225,Total Expenditure - Direct Expenditure - Interest on Debt,366143
0400000US01,01,Alabama,2015,02,Expenditure,023,Total Expenditure - General Expenditure,25436524
0400000US01,01,Alabama,2015,02,Expenditure,0231,Total Expenditure - General Expenditure - Intergovernmental General Expenditure,6612535
0400000US01,01,Alabama,2015,02,Expenditure,0232,Total Expenditure - General Expenditure - Direct General Expenditure,18823989
0400000US01,01,Alabama,2015,02,Expenditure,0234,"General Expenditure, by Function: - Education",10786908
0400000US01,01,Alabama,2015,02,Expenditure,02341,"General Expenditure, by Function: - Public Welfare",6872757
0400000US01,01,Alabama,2015,02,Expenditure,02342,"General Expenditure, by Function: - Hospitals",2353941
0400000US01,01,Alabama,2015,02,Expenditure,02343,"General Expenditure, by Function: - Health",526982
0400000US01,01,Alabama,2015,02,Expenditure,02344,"General Expenditure, by Function: - Highways",1810319
0400000US01,01,Alabama,2015,02,Expenditure,02345,"General Expenditure, by Function: - Police Protection",185170
0400000US01,01,Alabama,2015,02,Expenditure,02346,"General Expenditure, by Function: - Correction",562859
0400000US01,01,Alabama,2015,02,Expenditure,02347,"General Expenditure, by Function: - Natural Resources",281706
0400000US01,01,Alabama,2015,02,Expenditure,02348,"General Expenditure, by Function: - Parks and Recreation",19647
0400000US01,01,Alabama,2015,02,Expenditure,02349,"General Expenditure, by Function: - Governmental Administration",608951
0400000US01,01,Alabama,2015,02,Expenditure,02350,"General Expenditure, by Function: - Interest on General Debt",366143
0400000US01,01,Alabama,2015,02,Expenditure,02351,"General Expenditure, by Function: - Other and Unallocable",1061141
0400000US01,01,Alabama,2015,02,Expenditure,025,Utility Expenditure,X
0400000US01,01,Alabama,2015,02,Expenditure,026,Liquor Stores Expenditure,289408
0400000US01,01,Alabama,2015,02,Expenditure,027,Insurance Trust Expenditure,3651229
0400000US01,01,Alabama,2015,02,Expenditure,03,Total Expenditure - Exhibit: Salaries and Wages,4638774
0400000US01,01,Alabama,2015,03,"Debt Outstanding, Long Term and Short Term",98,"Total Debt Outstanding, Long term and Short Term",9125828
0400000US01,01,Alabama,2015,04,Cash and Secuirty Holdings,99,Total Cash and Security Holdings,44861358
0400000US02,02,Alaska,2015,01,Revenue,01,Total Revenue,8419335
0400000US02,02,Alaska,2015,01,Revenue,010,General Revenue ,7693036
0400000US02,02,Alaska,2015,01,Revenue,0101,Intergovernmental Revenue,2642995
0400000US02,02,Alaska,2015,01,Revenue,0102,Total Taxes,1394310
0400000US02,02,Alaska,2015,01,Revenue,01021,General Sales and Gross Receipts Taxes,X
0400000US02,02,Alaska,2015,01,Revenue,01022,Selective Sales and Gross Receipts Taxes,255971
0400000US02,02,Alaska,2015,01,Revenue,01023,License Taxes,146846
0400000US02,02,Alaska,2015,01,Revenue,01024,Individual Income Taxes,X
0400000US02,02,Alaska,2015,01,Revenue,01025,Corporation Net income Taxes,227852
0400000US02,02,Alaska,2015,01,Revenue,01026,All Other Taxes ,763641
0400000US02,02,Alaska,2015,01,Revenue,0103,Current Charges,655667
0400000US02,02,Alaska,2015,01,Revenue,0104,Miscellaneous General Revenue,3000064
0400000US02,02,Alaska,2015,01,Revenue,011,Utility Revenue ,16828
0400000US02,02,Alaska,2015,01,Revenue,012,Liquor Stores Revenue,X
0400000US02,02,Alaska,2015,01,Revenue,013,Insurance Trust Revenue ,709471
0400000US02,02,Alaska,2015,02,Expenditure,02,Total Expenditure,13039607
0400000US02,02,Alaska,2015,02,Expenditure,021,Total Expenditure - Intergovernmental Expenditure,2036112
0400000US02,02,Alaska,2015,02,Expenditure,022,Total Expenditure - Direct Expenditure,11003495
0400000US02,02,Alaska,2015,02,Expenditure,0221,Total Expenditure - Direct Expenditure - Current Operations,7747540
0400000US02,02,Alaska,2015,02,Expenditure,0222,Total Expenditure - Direct Expenditure - Capital Outlay,1510811
0400000US02,02,Alaska,2015,02,Expenditure,0223,Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments,1294550
0400000US02,02,Alaska,2015,02,Expenditure,0224,Total Expenditure - Direct Expenditure - Assistance and Subsidies,196622
0400000US02,02,Alaska,2015,02,Expenditure,0225,Total Expenditure - Direct Expenditure - Interest on Debt,253972
0400000US02,02,Alaska,2015,02,Expenditure,023,Total Expenditure - General Expenditure,11580917
0400000US02,02,Alaska,2015,02,Expenditure,0231,Total Expenditure - General Expenditure - Intergovernmental General Expenditure,2036112
0400000US02,02,Alaska,2015,02,Expenditure,0232,Total Expenditure - General Expenditure - Direct General Expenditure,9544805
0400000US02,02,Alaska,2015,02,Expenditure,0234,"General Expenditure, by Function: - Education",2703274
0400000US02,02,Alaska,2015,02,Expenditure,02341,"General Expenditure, by Function: - Public Welfare",2113211
0400000US02,02,Alaska,2015,02,Expenditure,02342,"General Expenditure, by Function: - Hospitals",68984
0400000US02,02,Alaska,2015,02,Expenditure,02343,"General Expenditure, by Function: - Health",299156
0400000US02,02,Alaska,2015,02,Expenditure,02344,"General Expenditure, by Function: - Highways",1271514
0400000US02,02,Alaska,2015,02,Expenditure,02345,"General Expenditure, by Function: - Police Protection",161965
0400000US02,02,Alaska,2015,02,Expenditure,02346,"General Expenditure, by Function: - Correction",340726
0400000US02,02,Alaska,2015,02,Expenditure,02347,"General Expenditure, by Function: - Natural Resources",375310
0400000US02,02,Alaska,2015,02,Expenditure,02348,"General Expenditure, by Function: - Parks and Recreation",23949
0400000US02,02,Alaska,2015,02,Expenditure,02349,"General Expenditure, by Function: - Governmental Administration",752588
0400000US02,02,Alaska,2015,02,Expenditure,02350,"General Expenditure, by Function: - Interest on General Debt",250304
0400000US02,02,Alaska,2015,02,Expenditure,02351,"General Expenditure, by Function: - Other and Unallocable",3219936
0400000US02,02,Alaska,2015,02,Expenditure,025,Utility Expenditure,164140
0400000US02,02,Alaska,2015,02,Expenditure,026,Liquor Stores Expenditure,X
0400000US02,02,Alaska,2015,02,Expenditure,027,Insurance Trust Expenditure,1294550
0400000US02,02,Alaska,2015,02,Expenditure,03,Total Expenditure - Exhibit: Salaries and Wages,1736537
0400000US02,02,Alaska,2015,03,"Debt Outstanding, Long Term and Short Term",98,"Total Debt Outstanding, Long term and Short Term",5727891
0400000US02,02,Alaska,2015,04,Cash and Secuirty Holdings,99,Total Cash and Security Holdings,81306779
0400000US04,04,Arizona,2015,01,Revenue,01,Total Revenue,35346766
0400000US04,04,Arizona,2015,01,Revenue,010,General Revenue ,31212866
0400000US04,04,Arizona,2015,01,Revenue,0101,Intergovernmental Revenue,12752207
0400000US04,04,Arizona,2015,01,Revenue,0102,Total Taxes,14082100
0400000US04,04,Arizona,2015,01,Revenue,01021,General Sales and Gross Receipts Taxes,6466167
0400000US04,04,Arizona,2015,01,Revenue,01022,Selective Sales and Gross Receipts Taxes,1780226
0400000US04,04,Arizona,2015,01,Revenue,01023,License Taxes,458737
0400000US04,04,Arizona,2015,01,Revenue,01024,Individual Income Taxes,3760883
0400000US04,04,Arizona,2015,01,Revenue,01025,Corporation Net income Taxes,690960
0400000US04,04,Arizona,2015,01,Revenue,01026,All Other Taxes ,925127
0400000US04,04,Arizona,2015,01,Revenue,0103,Current Charges,2650381
0400000US04,04,Arizona,2015,01,Revenue,0104,Miscellaneous General Revenue,1728178
0400000US04,04,Arizona,2015,01,Revenue,011,Utility Revenue ,27589
0400000US04,04,Arizona,2015,01,Revenue,012,Liquor Stores Revenue,X
0400000US04,04,Arizona,2015,01,Revenue,013,Insurance Trust Revenue ,4106311
0400000US04,04,Arizona,2015,02,Expenditure,02,Total Expenditure,35687278
0400000US04,04,Arizona,2015,02,Expenditure,021,Total Expenditure - Intergovernmental Expenditure,7832147
0400000US04,04,Arizona,2015,02,Expenditure,022,Total Expenditure - Direct Expenditure,27855131
0400000US04,04,Arizona,2015,02,Expenditure,0221,Total Expenditure - Direct Expenditure - Current Operations,19524316
0400000US04,04,Arizona,2015,02,Expenditure,0222,Total Expenditure - Direct Expenditure - Capital Outlay,1548304
0400000US04,04,Arizona,2015,02,Expenditure,0223,Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments,4485569
0400000US04,04,Arizona,2015,02,Expenditure,0224,Total Expenditure - Direct Expenditure - Assistance and Subsidies,1893638
0400000US04,04,Arizona,2015,02,Expenditure,0225,Total Expenditure - Direct Expenditure - Interest on Debt,403304
0400000US04,04,Arizona,2015,02,Expenditure,023,Total Expenditure - General Expenditure,31172671
0400000US04,04,Arizona,2015,02,Expenditure,0231,Total Expenditure - General Expenditure - Intergovernmental General Expenditure,7832147
0400000US04,04,Arizona,2015,02,Expenditure,0232,Total Expenditure - General Expenditure - Direct General Expenditure,23340524
0400000US04,04,Arizona,2015,02,Expenditure,0234,"General Expenditure, by Function: - Education",10458097
0400000US04,04,Arizona,2015,02,Expenditure,02341,"General Expenditure, by Function: - Public Welfare",10440648
0400000US04,04,Arizona,2015,02,Expenditure,02342,"General Expenditure, by Function: - Hospitals",61510
0400000US04,04,Arizona,2015,02,Expenditure,02343,"General Expenditure, by Function: - Health",2439944
0400000US04,04,Arizona,2015,02,Expenditure,02344,"General Expenditure, by Function: - Highways",1957688
0400000US04,04,Arizona,2015,02,Expenditure,02345,"General Expenditure, by Function: - Police Protection",248909
0400000US04,04,Arizona,2015,02,Expenditure,02346,"General Expenditure, by Function: - Correction",1115675
0400000US04,04,Arizona,2015,02,Expenditure,02347,"General Expenditure, by Function: - Natural Resources",279188
0400000US04,04,Arizona,2015,02,Expenditure,02348,"General Expenditure, by Function: - Parks and Recreation",63044
0400000US04,04,Arizona,2015,02,Expenditure,02349,"General Expenditure, by Function: - Governmental Administration",751641
0400000US04,04,Arizona,2015,02,Expenditure,02350,"General Expenditure, by Function: - Interest on General Debt",401481
0400000US04,04,Arizona,2015,02,Expenditure,02351,"General Expenditure, by Function: - Other and Unallocable",2954846
0400000US04,04,Arizona,2015,02,Expenditure,025,Utility Expenditure,29038
0400000US04,04,Arizona,2015,02,Expenditure,026,Liquor Stores Expenditure,X
0400000US04,04,Arizona,2015,02,Expenditure,027,Insurance Trust Expenditure,4485569
0400000US04,04,Arizona,2015,02,Expenditure,03,Total Expenditure - Exhibit: Salaries and Wages,3946104
0400000US04,04,Arizona,2015,03,"Debt Outstanding, Long Term and Short Term",98,"Total Debt Outstanding, Long term and Short Term",14243659
0400000US04,04,Arizona,2015,04,Cash and Secuirty Holdings,99,Total Cash and Security Holdings,58944872
0400000US05,05,Arkansas,2015,01,Revenue,01,Total Revenue,21665918
0400000US05,05,Arkansas,2015,01,Revenue,010,General Revenue ,19379762
0400000US05,05,Arkansas,2015,01,Revenue,0101,Intergovernmental Revenue,7002577
0400000US05,05,Arkansas,2015,01,Revenue,0102,Total Taxes,9190212
0400000US05,05,Arkansas,2015,01,Revenue,01021,General Sales and Gross Receipts Taxes,3182211
0400000US05,05,Arkansas,2015,01,Revenue,01022,Selective Sales and Gross Receipts Taxes,1228129
0400000US05,05,Arkansas,2015,01,Revenue,01023,License Taxes,384306
0400000US05,05,Arkansas,2015,01,Revenue,01024,Individual Income Taxes,2664153
0400000US05,05,Arkansas,2015,01,Revenue,01025,Corporation Net income Taxes,476553
0400000US05,05,Arkansas,2015,01,Revenue,01026,All Other Taxes ,1254860
0400000US05,05,Arkansas,2015,01,Revenue,0103,Current Charges,2204297
0400000US05,05,Arkansas,2015,01,Revenue,0104,Miscellaneous General Revenue,982676
0400000US05,05,Arkansas,2015,01,Revenue,011,Utility Revenue ,X
0400000US05,05,Arkansas,2015,01,Revenue,012,Liquor Stores Revenue,X
0400000US05,05,Arkansas,2015,01,Revenue,013,Insurance Trust Revenue ,2286156
0400000US05,05,Arkansas,2015,02,Expenditure,02,Total Expenditure,21352833
0400000US05,05,Arkansas,2015,02,Expenditure,021,Total Expenditure - Intergovernmental Expenditure,5214039
0400000US05,05,Arkansas,2015,02,Expenditure,022,Total Expenditure - Direct Expenditure,16138794
0400000US05,05,Arkansas,2015,02,Expenditure,0221,Total Expenditure - Direct Expenditure - Current Operations,12462381
0400000US05,05,Arkansas,2015,02,Expenditure,0222,Total Expenditure - Direct Expenditure - Capital Outlay,1180020
0400000US05,05,Arkansas,2015,02,Expenditure,0223,Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments,1882832
0400000US05,05,Arkansas,2015,02,Expenditure,0224,Total Expenditure - Direct Expenditure - Assistance and Subsidies,478053
0400000US05,05,Arkansas,2015,02,Expenditure,0225,Total Expenditure - Direct Expenditure - Interest on Debt,135508
0400000US05,05,Arkansas,2015,02,Expenditure,023,Total Expenditure - General Expenditure,19470001
0400000US05,05,Arkansas,2015,02,Expenditure,0231,Total Expenditure - General Expenditure - Intergovernmental General Expenditure,5214039
0400000US05,05,Arkansas,2015,02,Expenditure,0232,Total Expenditure - General Expenditure - Direct General Expenditure,14255962
0400000US05,05,Arkansas,2015,02,Expenditure,0234,"General Expenditure, by Function: - Education",7638610
0400000US05,05,Arkansas,2015,02,Expenditure,02341,"General Expenditure, by Function: - Public Welfare",6642465
0400000US05,05,Arkansas,2015,02,Expenditure,02342,"General Expenditure, by Function: - Hospitals",953576
0400000US05,05,Arkansas,2015,02,Expenditure,02343,"General Expenditure, by Function: - Health",288644
0400000US05,05,Arkansas,2015,02,Expenditure,02344,"General Expenditure, by Function: - Highways",1443062
0400000US05,05,Arkansas,2015,02,Expenditure,02345,"General Expenditure, by Function: - Police Protection",118080
0400000US05,05,Arkansas,2015,02,Expenditure,02346,"General Expenditure, by Function: - Correction",404172
0400000US05,05,Arkansas,2015,02,Expenditure,02347,"General Expenditure, by Function: - Natural Resources",246045
0400000US05,05,Arkansas,2015,02,Expenditure,02348,"General Expenditure, by Function: - Parks and Recreation",63732
0400000US05,05,Arkansas,2015,02,Expenditure,02349,"General Expenditure, by Function: - Governmental Administration",604315
0400000US05,05,Arkansas,2015,02,Expenditure,02350,"General Expenditure, by Function: - Interest on General Debt",135508
0400000US05,05,Arkansas,2015,02,Expenditure,02351,"General Expenditure, by Function: - Other and Unallocable",931792
0400000US05,05,Arkansas,2015,02,Expenditure,025,Utility Expenditure,X
0400000US05,05,Arkansas,2015,02,Expenditure,026,Liquor Stores Expenditure,X
0400000US05,05,Arkansas,2015,02,Expenditure,027,Insurance Trust Expenditure,1882832
0400000US05,05,Arkansas,2015,02,Expenditure,03,Total Expenditure - Exhibit: Salaries and Wages,2962086
0400000US05,05,Arkansas,2015,03,"Debt Outstanding, Long Term and Short Term",98,"Total Debt Outstanding, Long term and Short Term",4985140
0400000US05,05,Arkansas,2015,04,Cash and Secuirty Holdings,99,Total Cash and Security Holdings,33603128
0400000US06,06,California,2015,01,Revenue,01,Total Revenue,332456557
0400000US06,06,California,2015,01,Revenue,010,General Revenue ,265498842
0400000US06,06,California,2015,01,Revenue,0101,Intergovernmental Revenue,82907118
0400000US06,06,California,2015,01,Revenue,0102,Total Taxes,151234165
0400000US06,06,California,2015,01,Revenue,01021,General Sales and Gross Receipts Taxes,38464704
0400000US06,06,California,2015,01,Revenue,01022,Selective Sales and Gross Receipts Taxes,13947655
0400000US06,06,California,2015,01,Revenue,01023,License Taxes,9420863
0400000US06,06,California,2015,01,Revenue,01024,Individual Income Taxes,77929551
0400000US06,06,California,2015,01,Revenue,01025,Corporation Net income Taxes,9007182
0400000US06,06,California,2015,01,Revenue,01026,All Other Taxes ,2464210
0400000US06,06,California,2015,01,Revenue,0103,Current Charges,21373082
0400000US06,06,California,2015,01,Revenue,0104,Miscellaneous General Revenue,9984477
0400000US06,06,California,2015,01,Revenue,011,Utility Revenue ,1002780
0400000US06,06,California,2015,01,Revenue,012,Liquor Stores Revenue,X
0400000US06,06,California,2015,01,Revenue,013,Insurance Trust Revenue ,65954935
0400000US06,06,California,2015,02,Expenditure,02,Total Expenditure,330210756
0400000US06,06,California,2015,02,Expenditure,021,Total Expenditure - Intergovernmental Expenditure,97968328
0400000US06,06,California,2015,02,Expenditure,022,Total Expenditure - Direct Expenditure,232242428
0400000US06,06,California,2015,02,Expenditure,0221,Total Expenditure - Direct Expenditure - Current Operations,151981870
0400000US06,06,California,2015,02,Expenditure,0222,Total Expenditure - Direct Expenditure - Capital Outlay,10183475
0400000US06,06,California,2015,02,Expenditure,0223,Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments,57750839
0400000US06,06,California,2015,02,Expenditure,0224,Total Expenditure - Direct Expenditure - Assistance and Subsidies,4930538
0400000US06,06,California,2015,02,Expenditure,0225,Total Expenditure - Direct Expenditure - Interest on Debt,7395706
0400000US06,06,California,2015,02,Expenditure,023,Total Expenditure - General Expenditure,269774501
0400000US06,06,California,2015,02,Expenditure,0231,Total Expenditure - General Expenditure - Intergovernmental General Expenditure,97968328
0400000US06,06,California,2015,02,Expenditure,0232,Total Expenditure - General Expenditure - Direct General Expenditure,171806173
0400000US06,06,California,2015,02,Expenditure,0234,"General Expenditure, by Function: - Education",90276519
0400000US06,06,California,2015,02,Expenditure,02341,"General Expenditure, by Function: - Public Welfare",109031702
0400000US06,06,California,2015,02,Expenditure,02342,"General Expenditure, by Function: - Hospitals",10633226
0400000US06,06,California,2015,02,Expenditure,02343,"General Expenditure, by Function: - Health",8648877
0400000US06,06,California,2015,02,Expenditure,02344,"General Expenditure, by Function: - Highways",10529860
0400000US06,06,California,2015,02,Expenditure,02345,"General Expenditure, by Function: - Police Protection",1790672
0400000US06,06,California,2015,02,Expenditure,02346,"General Expenditure, by Function: - Correction",9667904
0400000US06,06,California,2015,02,Expenditure,02347,"General Expenditure, by Function: - Natural Resources",3809737
0400000US06,06,California,2015,02,Expenditure,02348,"General Expenditure, by Function: - Parks and Recreation",529286
0400000US06,06,California,2015,02,Expenditure,02349,"General Expenditure, by Function: - Governmental Administration",7485654
0400000US06,06,California,2015,02,Expenditure,02350,"General Expenditure, by Function: - Interest on General Debt",7168706
0400000US06,06,California,2015,02,Expenditure,02351,"General Expenditure, by Function: - Other and Unallocable",10202358
0400000US06,06,California,2015,02,Expenditure,025,Utility Expenditure,2685416
0400000US06,06,California,2015,02,Expenditure,026,Liquor Stores Expenditure,X
0400000US06,06,California,2015,02,Expenditure,027,Insurance Trust Expenditure,57750839
0400000US06,06,California,2015,02,Expenditure,03,Total Expenditure - Exhibit: Salaries and Wages,32158111
0400000US06,06,California,2015,03,"Debt Outstanding, Long Term and Short Term",98,"Total Debt Outstanding, Long term and Short Term",151715007
0400000US06,06,California,2015,04,Cash and Secuirty Holdings,99,Total Cash and Security Holdings,845232818
0400000US08,08,Colorado,2015,01,Revenue,01,Total Revenue,32734001
0400000US08,08,Colorado,2015,01,Revenue,010,General Revenue ,26466753
0400000US08,08,Colorado,2015,01,Revenue,0101,Intergovernmental Revenue,7850787
0400000US08,08,Colorado,2015,01,Revenue,0102,Total Taxes,12797117
0400000US08,08,Colorado,2015,01,Revenue,01021,General Sales and Gross Receipts Taxes,2817773
0400000US08,08,Colorado,2015,01,Revenue,01022,Selective Sales and Gross Receipts Taxes,1976239
0400000US08,08,Colorado,2015,01,Revenue,01023,License Taxes,680739
0400000US08,08,Colorado,2015,01,Revenue,01024,Individual Income Taxes,6360629
0400000US08,08,Colorado,2015,01,Revenue,01025,Corporation Net income Taxes,669054
0400000US08,08,Colorado,2015,01,Revenue,01026,All Other Taxes ,292683
0400000US08,08,Colorado,2015,01,Revenue,0103,Current Charges,3615272
0400000US08,08,Colorado,2015,01,Revenue,0104,Miscellaneous General Revenue,2203577
0400000US08,08,Colorado,2015,01,Revenue,011,Utility Revenue ,X
0400000US08,08,Colorado,2015,01,Revenue,012,Liquor Stores Revenue,X
0400000US08,08,Colorado,2015,01,Revenue,013,Insurance Trust Revenue ,6267248
0400000US08,08,Colorado,2015,02,Expenditure,02,Total Expenditure,32501911
0400000US08,08,Colorado,2015,02,Expenditure,021,Total Expenditure - Intergovernmental Expenditure,7151882
0400000US08,08,Colorado,2015,02,Expenditure,022,Total Expenditure - Direct Expenditure,25350029
0400000US08,08,Colorado,2015,02,Expenditure,0221,Total Expenditure - Direct Expenditure - Current Operations,16624679
0400000US08,08,Colorado,2015,02,Expenditure,0222,Total Expenditure - Direct Expenditure - Capital Outlay,1793487
0400000US08,08,Colorado,2015,02,Expenditure,0223,Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments,5670780
0400000US08,08,Colorado,2015,02,Expenditure,0224,Total Expenditure - Direct Expenditure - Assistance and Subsidies,436292
0400000US08,08,Colorado,2015,02,Expenditure,0225,Total Expenditure - Direct Expenditure - Interest on Debt,824791
0400000US08,08,Colorado,2015,02,Expenditure,023,Total Expenditure - General Expenditure,26814661
0400000US08,08,Colorado,2015,02,Expenditure,0231,Total Expenditure - General Expenditure - Intergovernmental General Expenditure,7151882
0400000US08,08,Colorado,2015,02,Expenditure,0232,Total Expenditure - General Expenditure - Direct General Expenditure,19662779
0400000US08,08,Colorado,2015,02,Expenditure,0234,"General Expenditure, by Function: - Education",10824522
0400000US08,08,Colorado,2015,02,Expenditure,02341,"General Expenditure, by Function: - Public Welfare",7910755
0400000US08,08,Colorado,2015,02,Expenditure,02342,"General Expenditure, by Function: - Hospitals",818623
0400000US08,08,Colorado,2015,02,Expenditure,02343,"General Expenditure, by Function: - Health",584822
0400000US08,08,Colorado,2015,02,Expenditure,02344,"General Expenditure, by Function: - Highways",1722621
0400000US08,08,Colorado,2015,02,Expenditure,02345,"General Expenditure, by Function: - Police Protection",236328
0400000US08,08,Colorado,2015,02,Expenditure,02346,"General Expenditure, by Function: - Correction",1052356
0400000US08,08,Colorado,2015,02,Expenditure,02347,"General Expenditure, by Function: - Natural Resources",308193
