PRECINCT,COUNTY,PRECINCT2,NAME,population,surveyed_democrat_percentage,surveyed_independent_green_percentage,surveyed_independent_percentage,surveyed_republican_percentage,surveyed_blank_percentage,surveyed_libertarian_percentage,surveyed_total,cluster
004,810,0004,LINKHORN,4757.670889,36.9132856,0.0000000000000000,0.0000000000000000,62.92760541,0.15910899,0.0000000000000000,1257,89
005,810,0005,SEATACK,6264.681313,0.0000000000000000,0.0000000000000000,0.0000000000000000,89.77695167,10.22304833,0.0000000000000000,538,89
006,810,0006,ALANTON,4069.250758,37.16993907,0.0000000000000000,0.0000000000000000,62.76235613,0.067704807,0.0000000000000000,1477,89
007,810,0007,KINGSTON,2571.554485,0.0000000000000000,0.0000000000000000,0.0000000000000000,98.19004525,1.809954751,0.0000000000000000,884,89
001,810,0001,NORTH BEACH,3958.987627,37.4920836,0.0000000000000000,0.0000000000000000,62.25459151,0.253324889,0.0000000000000000,1579,89
002,810,0002,SOUTH BEACH,6109.425639,44.48051948,0.0000000000000000,0.0000000000000000,55.41125541,0.108225108,0.0000000000000000,924,89
003,810,0003,OCEAN LAKES,6939.149819,41.08761329,0.0000000000000000,0.0000000000000000,58.76132931,0.151057402,0.0000000000000000,1324,89
002,770,0002,HIGHLAND 2,3044.919891,97.36842105,0.0000000000000000,0.0000000000000000,0.0000000000000000,2.631578947,0.0000000000000000,494,92
049,550,0049,WATERWAY,5257.212233,38.48758465,0.0000000000000000,0.0000000000000000,61.06094808,0.451467269,0.0000000000000000,1772,89
048,550,0048,JOLLIFF MIDDLE SCHOOL,4885.504809,98.88888889,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.111111111,0.0000000000000000,1080,8
303,199,0303,EDGEHILL,4756.02941,22.87636669,0.0000000000000000,0.0000000000000000,71.23633305,5.887300252,0.0000000000000000,1189,42
101,187,0101,FORK TOWN,2894.808859,0.0000000000000000,0.0000000000000000,1.984126984,92.65873016,5.357142857,0.0000000000000000,504,59
102,187,0102,OTTERBURN,4279.35339,0.0000000000000000,0.0000000000000000,0.0000000000000000,98.05924413,1.940755873,0.0000000000000000,979,25
046,550,0046,BELLS MILL II,3362.164044,44.04040404,0.0000000000000000,0.0000000000000000,52.62626263,0.0000000000000000,3.333333333,990,8
041,550,0041,JOHN T WEST,5898.712939,0.0000000000000000,0.0000000000000000,0.0000000000000000,86.73139159,13.26860841,0.0000000000000000,1236,8
040,550,0040,RIVER BIRCH,4006.833101,52.97346752,0.0000000000000000,0.0000000000000000,43.09240622,0.182982617,3.751143641,1093,38
043,550,0043,PLEASANT CROSSING,2754.554252,25.20699172,0.0000000000000000,0.0000000000000000,71.57313707,0.0000000000000000,3.219871205,1087,38
042,550,0042,PARKWAYS,3242.623521,57.12656784,0.0000000000000000,0.0000000000000000,40.36488027,0.228050171,2.28050171,877,38
201,017,0201,HOT SPRINGS,989.533357,0.0000000000000000,0.0000000000000000,0.0000000000000000,98.41269841,1.587301587,0.0000000000000000,126,45
601,197,0601,HUDDLE,1120.191491,29.72972973,0.0000000000000000,7.77027027,62.16216216,0.337837838,0.0000000000000000,296,13
202,173,0202,RICH VALLEY,1393.926685,45.12635379,0.0000000000000000,3.971119134,50.90252708,0.0000000000000000,0.0000000000000000,277,0.0000000000000000
302,119,0302,CHURCH VIEW,1176.247493,0.0000000000000000,0.0000000000000000,28.57142857,71.11801242,0.310559006,0.0000000000000000,322,20
301,119,0301,WATERVIEW,1034.340686,0.0000000000000000,0.0000000000000000,23.1372549,76.8627451,0.0000000000000000,0.0000000000000000,255,20
105,061,0105,OPAL,1937.321714,24.26614481,0.0000000000000000,0.0000000000000000,75.53816047,0.195694716,0.0000000000000000,511,49
104,061,0104,LOIS,1609.145417,25.42056075,0.0000000000000000,0.0000000000000000,74.39252336,0.186915888,0.0000000000000000,535,49
106,061,0106,BALDWIN RIDGE,2281.090006,35.07565337,0.0000000000000000,0.0000000000000000,64.64924347,0.275103164,0.0000000000000000,727,49
101,061,0101,KETTLE RUN,1625.775327,29.14485166,0.0000000000000000,0.0000000000000000,70.68062827,0.17452007,0.0000000000000000,573,49
103,061,0103,CASANOVA,1784.292672,36.36363636,0.0000000000000000,0.0000000000000000,63.63636364,0.0000000000000000,0.0000000000000000,572,49
102,061,0102,CATLETT,4345.218471,24.04006678,0.0000000000000000,0.0000000000000000,75.95993322,0.0000000000000000,0.0000000000000000,1198,49
603,197,0603,EVERGREEN,1577.6771,35.73555688,0.0000000000000000,0.0000000000000000,63.84752829,0.41691483,0.0000000000000000,1679,13
010,091,0010,HEADWATERS,158.070009,0.0000000000000000,0.0000000000000000,0.0000000000000000,98,2,0.0000000000000000,50,45
401,125,0401,ROSELAND,2798.947306,0.0000000000000000,0.0000000000000000,0.0000000000000000,93.68932039,6.310679612,0.0000000000000000,618,74
402,125,0402,MONTEBELLO,244.924275,0.0000000000000000,0.0000000000000000,0.0000000000000000,100,0.0000000000000000,0.0000000000000000,48,74
301,067,0301,SNOW CREEK,1832.169715,0.0000000000000000,0.0000000000000000,0.0000000000000000,96.93877551,3.06122449,0.0000000000000000,392,14
303,067,0303,SONTAG,3436.132152,0.0000000000000000,0.0000000000000000,0.0000000000000000,96.52777778,3.472222222,0.0000000000000000,576,14
302,067,0302,FORK MOUNTAIN,1434.488417,0.0000000000000000,0.0000000000000000,0.0000000000000000,97.87878788,2.121212121,0.0000000000000000,330,14
304,067,0304,DICKINSON,1102.078093,0.0000000000000000,0.0000000000000000,0.0000000000000000,98.14126394,1.858736059,0.0000000000000000,269,14
201,173,0201,SEVEN MILE FORD,3121.734975,2.095238095,0.0000000000000000,0.19047619,96,1.714285714,0.0000000000000000,525,79
102,800,0102,DRIVER,5031.732807,0.0000000000000000,0.0000000000000000,0.0000000000000000,97.57975798,2.420242024,0.0000000000000000,1818,8
401,181,0401,CARSLEY,1378.03989,0.0000000000000000,0.0000000000000000,0.0000000000000000,93.62416107,6.375838926,0.0000000000000000,298,96
504,171,0504,LEBANON CHURCH,2765.229545,0.0000000000000000,0.0000000000000000,0.0000000000000000,97.5308642,2.469135802,0.0000000000000000,648,59
101,730,0101,FIRST WARD FIRST PRECINCT,4768.254474,30.59490085,0.0000000000000000,0.0000000000000000,47.49763928,1.79414542,20.11331445,2118,10
104,800,0104,BENNETTS CREEK,3948.84471,1.218026797,0.0000000000000000,0.0000000000000000,95.98051157,2.801461632,0.0000000000000000,821,8
101,800,0101,BELLEHARBOUR,2854.686856,98.23874755,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.761252446,0.0000000000000000,511,8
302,015,0302,NORTH RIVER,1560.843279,0.0000000000000000,0.0000000000000000,37.37658674,62.34132581,0.282087447,0.0000000000000000,709,74
303,015,0303,MOUNT SOLON,2105.374095,0.0000000000000000,0.0000000000000000,0.0000000000000000,98.7473904,1.252609603,0.0000000000000000,479,74
301,015,0301,FORT DEFIANCE,4951.596697,0.0000000000000000,0.0000000000000000,0.0000000000000000,96.77881174,3.221188261,0.0000000000000000,1397,74
304,015,0304,CHURCHVILLE FIRE STATION,1613.994779,0.0000000000000000,0.0000000000000000,0.0000000000000000,97.76119403,2.23880597,0.0000000000000000,402,74
302,033,0302,WOODFORD,3214.869776,16.92094313,0.0000000000000000,0.0000000000000000,75.58945908,6.518723994,0.970873786,721,29
301,033,0301,PORT ROYAL,1586.006942,0.0000000000000000,0.0000000000000000,0.0000000000000000,97.39130435,2.608695652,0.0000000000000000,230,31
301,790,0301,WARD NO 3,4198.646801,0.0000000000000000,0.0000000000000000,0.0000000000000000,95.17948718,4.820512821,0.0000000000000000,975,74
401,595,0401,PRECINCT 4-1,909.027579,33.70098039,0.0000000000000000,4.136029412,60.14093137,2.022058824,0.0000000000000000,3264,51
501,167,0501,WEST LEBANON,4583.313899,0.0000000000000000,0.0000000000000000,0.0000000000000000,98.55247286,1.447527141,0.0000000000000000,829,67
501,069,0501,STEPHENS CITY,3398.852733,0.0000000000000000,0.0000000000000000,34.39099284,65.09723644,0.511770727,0.0000000000000000,977,59
503,069,0503,CANTERBURG,4624.63836,0.0000000000000000,0.0000000000000000,33.06451613,66.53225806,0.403225806,0.0000000000000000,992,59
502,069,0502,NEWTOWN,4778.3143,99.01574803,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.984251969,0.0000000000000000,508,59
208,087,0208,FAIRFIELD,4058.640506,42.66886326,0.0000000000000000,0.0000000000000000,57.16639209,0.164744646,0.0000000000000000,1214,40
209,087,0209,GLEN LEA,2379.819729,97.95918367,0.0000000000000000,0.0000000000000000,0.0000000000000000,2.040816327,0.0000000000000000,735,40
202,087,0202,AZALEA,5675.587718,98.70340357,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.296596434,0.0000000000000000,1234,40
203,087,0203,BELMONT,3429.323482,61.86252772,0.0000000000000000,0.0000000000000000,30.26607539,7.871396896,0.0000000000000000,902,70
201,087,0201,ADAMS,2261.459891,98.74572406,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.254275941,0.0000000000000000,877,2
206,087,0206,CENTRAL GARDENS,3645.52439,99.55323902,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.446760983,0.0000000000000000,1343,58
207,087,0207,CHAMBERLAYNE,3007.619258,95.95645412,0.0000000000000000,0.0000000000000000,0.0000000000000000,4.043545879,0.0000000000000000,1286,70
204,087,0204,BROOKLAND,1074.089424,9.829059829,0.0000000000000000,0.0000000000000000,78.63247863,11.53846154,0.0000000000000000,234,46
205,087,0205,CANTERBURY,828.264676,93.37979094,0.0000000000000000,0.0000000000000000,0.0000000000000000,6.620209059,0.0000000000000000,1722,35
607,143,0607,DRY FORK,954.389653,21.84300341,0.0000000000000000,0.0000000000000000,78.15699659,0.0000000000000000,0.0000000000000000,293,63
606,143,0606,BROSVILLE,1768.887037,46.46271511,0.0000000000000000,3.250478011,50.09560229,0.191204589,0.0000000000000000,523,14
605,143,0605,WHITMELL,1893.427868,29.57746479,0.0000000000000000,0.0000000000000000,70.02012072,0.402414487,0.0000000000000000,497,14
604,143,0604,SWANSONVILLE,2222.657896,39.02439024,0.0000000000000000,0.0000000000000000,60.56910569,0.406504065,0.0000000000000000,492,14
603,143,0603,STONY MILL,2513.697471,24.91803279,0.0000000000000000,2.950819672,72.13114754,0.0000000000000000,0.0000000000000000,610,14
811,760,0811,EIGHT HUNDRED ELEVEN,4010.235914,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,100,0.0000000000000000,2,68
810,760,0810,EIGHT HUNDRED TEN,3565.692905,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,100,0.0000000000000000,5,62
812,760,0812,EIGHT HUNDRED TWELVE,4327.745488,98.97196262,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.028037383,0.0000000000000000,1070,68
814,760,0814,EIGHT HUNDRED FOURTEEN,2810.58827,98.52459016,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.475409836,0.0000000000000000,610,68
302,011,0302,STONEWALL,1652.814166,0.0000000000000000,0.0000000000000000,0.0000000000000000,97.81181619,2.188183807,0.0000000000000000,457,72
301,011,0301,US  460,1356.885357,0.0000000000000000,0.0000000000000000,0.0000000000000000,99.29577465,0.704225352,0.0000000000000000,426,33
301,031,0301,EVINGTON,1583.592955,0.0000000000000000,0.0000000000000000,0.0000000000000000,98.22485207,1.775147929,0.0000000000000000,338,7
302,031,0302,OTTER RIVER,1610.673758,0.0000000000000000,0.0000000000000000,0.0000000000000000,97.83950617,2.160493827,0.0000000000000000,324,7
303,031,0303,ALTAVISTA,4597.684785,0.0000000000000000,0.0000000000000000,0.0000000000000000,97.80645161,2.193548387,0.0000000000000000,775,7
501,063,0501,INDIAN VALLEY,3059.244792,24.64516129,0.0000000000000000,0.0000000000000000,75.35483871,0.0000000000000000,0.0000000000000000,775,82
501,073,0501,ACHILLES,4374.037161,0.0000000000000000,0.0000000000000000,20.92715232,79.00662252,0.066225166,0.0000000000000000,1510,20
502,073,0502,WALKER,3025.100536,24.37238494,0.0000000000000000,0.0000000000000000,74.89539749,0.732217573,0.0000000000000000,956,20
101,131,0101,PRECINCT 1-1,2466.635856,38.5518591,0.0000000000000000,4.941291585,53.25342466,3.253424658,0.0000000000000000,4088,99
103,019,0103,CHAMBLISSBURG BAPTIST CHURCH,2762.284469,28.51002865,0.0000000000000000,0.0000000000000000,71.34670487,0.143266476,0.0000000000000000,698,85
201,141,0201,DRY POND,678.846677,0.0000000000000000,0.0000000000000000,0.0000000000000000,98.33333333,1.666666667,0.0000000000000000,120,82
203,141,0203,RUSSELL CREEK,1363.233966,0.0000000000000000,0.0000000000000000,0.0000000000000000,99.29328622,0.706713781,0.0000000000000000,283,14
202,141,0202,PATRICK SPRINGS,1674.638936,0.0000000000000000,0.0000000000000000,0.0000000000000000,97.39952719,2.600472813,0.0000000000000000,423,82
703,760,0703,SEVEN HUNDRED THREE,2233.455841,98.2078853,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.792114695,0.0000000000000000,558,58
104,510,0104,DURANT CENTER,4651.196258,74.21777222,0.0000000000000000,24.40550688,0.0000000000000000,1.376720901,0.0000000000000000,1598,61
014,770,0014,WILLIAMSON ROAD 5,2960.122267,97.79614325,0.0000000000000000,0.0000000000000000,0.0000000000000000,2.203856749,0.0000000000000000,363,92
201,023,0201,BLUE RIDGE,3338.291092,23.86156648,0.0000000000000000,0.0000000000000000,75.95628415,0.182149362,0.0000000000000000,1098,85
202,023,0202,RAINBOW FOREST,3481.898696,25.69204152,0.0000000000000000,0.0000000000000000,73.96193772,0.346020761,0.0000000000000000,1156,85
105,510,0105,LEE CENTER,6579.700748,74.43181818,0.0000000000000000,25.07102273,0.0000000000000000,0.497159091,0.0000000000000000,1408,61
015,770,0015,WILLIAMSON ROAD 6,2197.990062,95.93023256,0.0000000000000000,0.0000000000000000,0.0000000000000000,4.069767442,0.0000000000000000,344,92
106,760,0106,ONE HUNDRED SIX,2365.798369,0.0000000000000000,0.0000000000000000,12.46840775,87.19460826,0.336983993,0.0000000000000000,1187,12
105,760,0105,ONE HUNDRED FIVE,2223.325208,0.0000000000000000,0.0000000000000000,34.34004474,64.87695749,0.782997763,0.0000000000000000,894,39
104,760,0104,ONE HUNDRED FOUR,2404.581872,0.0000000000000000,0.0000000000000000,20.86330935,79.13669065,0.0000000000000000,0.0000000000000000,1112,12
102,760,0102,ONE HUNDRED TWO,1522.968745,0.0000000000000000,0.0000000000000000,26.4957265,72.93447293,0.56980057,0.0000000000000000,702,39
101,760,0101,ONE HUNDRED ONE,5060.832574,0.0000000000000000,0.0000000000000000,32.20064725,67.39482201,0.404530744,0.0000000000000000,1236,12
102,127,0102,TUNSTALL,1043.793483,0.0000000000000000,0.0000000000000000,0.0000000000000000,97.85276074,2.147239264,0.0000000000000000,326,41
103,127,0103,SOUTHERN BRANCH,2593.915079,0.0000000000000000,0.0000000000000000,0.0000000000000000,96.26373626,3.736263736,0.0000000000000000,910,41
501,103,0501,PRECINCT 5-1,2118.425788,27.61094871,0.0000000000000000,5.049162902,64.94817964,2.391708743,0.0000000000000000,3763,31
107,510,0107,MT VERNON RECREATION CENTER,7011.53623,82.42574257,0.0000000000000000,16.68316832,0.0000000000000000,0.891089109,0.0000000000000000,2020,23
501,045,0501,CRAIG CITY,1078.904762,0.0000000000000000,0.0000000000000000,0.0000000000000000,97.86324786,2.136752137,0.0000000000000000,234,43
201,053,0201,ROHOIC,1917.509786,77.88461538,0.0000000000000000,0.0000000000000000,19.55128205,2.564102564,0.0000000000000000,312,96
202,053,0202,SUTHERLAND,4045.973644,92.03084833,0.0000000000000000,0.0000000000000000,0.0000000000000000,7.969151671,0.0000000000000000,778,96
045,550,0045,SUNRAY II,1518.090266,96.9273743,0.0000000000000000,0.0000000000000000,0.0000000000000000,3.072625698,0.0000000000000000,358,8
302,199,0302,YORKTOWN,3905.585019,96.42218247,0.0000000000000000,0.0000000000000000,0.0000000000000000,3.577817531,0.0000000000000000,1118,42
301,199,0301,SEAFORD,4790.297575,0.0000000000000000,0.0000000000000000,0.0000000000000000,94.77434679,5.225653207,0.0000000000000000,1684,42
702,019,0702,LIBERTY HIGH SCHOOL,1648.723888,0.0000000000000000,0.0000000000000000,0.0000000000000000,80.20833333,1.215277778,18.57638889,576,1
703,019,0703,THAXTON ELEM SCHOOL,1448.875959,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,7
701,019,0701,GOODE VOL RESCUE SQUAD,2829.722757,18.29710145,0.0000000000000000,0.0000000000000000,81.15942029,0.543478261,0.0000000000000000,1104,1
704,019,0704,BEDFORD CENTRAL LIBRARY,4857.732753,35.58394161,0.0000000000000000,0.0000000000000000,63.95985401,0.45620438,0.0000000000000000,1096,7
101,155,0101,BELSPRING,1289.907762,39.88764045,0.0000000000000000,0.0000000000000000,59.5505618,0.561797753,0.0000000000000000,356,43
103,155,0103,WEST CLOYD,2138.478901,30.8793456,0.0000000000000000,0.0000000000000000,69.1206544,0.0000000000000000,0.0000000000000000,489,13
102,155,0102,NEW RIVER,3815.652565,43.40931615,0.0000000000000000,0.0000000000000000,56.29335976,0.297324083,0.0000000000000000,1009,13
301,079,0301,STANARDSVILLE,4574.345346,0.0000000000000000,0.0000000000000000,0.0000000000000000,98.00190295,1.99809705,0.0000000000000000,1051,52
202,083,0202,CROSSROADS,1172.626803,34.40514469,0.0000000000000000,0.0000000000000000,64.95176849,0.643086817,0.0000000000000000,311,66
203,083,0203,CLOVER,2002.720101,40.29535865,0.0000000000000000,0.0000000000000000,59.70464135,0.0000000000000000,0.0000000000000000,474,50
201,083,0201,CLAYS MILL,1197.092385,24.4047619,0.0000000000000000,0.0000000000000000,75.5952381,0.0000000000000000,0.0000000000000000,336,66
002,530,0002,SECOND WARD,3301.072658,33.39138006,0.0000000000000000,0.0000000000000000,63.08228124,2.350892468,1.175446234,2297,26
001,530,0001,FIRST WARD,3392.837817,39.8021309,0.0000000000000000,0.0000000000000000,56.54490107,1.217656012,2.435312024,2628,26
103,510,0103,LYLES CROUCH SCHOOL,3404.020257,69.36067551,0.0000000000000000,29.85524729,0.0000000000000000,0.784077201,0.0000000000000000,1658,16
039,810,0039,PEMBROKE,5821.308709,45.33678756,0.0000000000000000,0.0000000000000000,54.31778929,0.345423143,0.0000000000000000,1158,3
038,810,0038,WITCHDUCK,4909.356285,0.0000000000000000,0.0000000000000000,0.0000000000000000,97.51344086,2.48655914,0.0000000000000000,1488,3
504,105,0504,KEOKEE,541.385464,0.0000000000000000,0.0000000000000000,0.0000000000000000,98.93617021,1.063829787,0.0000000000000000,94,69
502,105,0502,PENNINGTON,2533.225225,0.0000000000000000,0.0000000000000000,0.0000000000000000,99.20424403,0.795755968,0.0000000000000000,377,69
503,105,0503,ROBBINS CHAPEL,305.672846,0.0000000000000000,0.0000000000000000,0.0000000000000000,100,0.0000000000000000,0.0000000000000000,53,69
501,105,0501,SAINT CHARLES,1467.375818,0.0000000000000000,0.0000000000000000,0.0000000000000000,99.23076923,0.769230769,0.0000000000000000,130,69
031,810,0031,SIGMA,5001.734501,0.0000000000000000,0.0000000000000000,0.0000000000000000,97.25315516,2.74684484,0.0000000000000000,1347,89
030,810,0030,RED WING,7825.430686,0.0000000000000000,0.0000000000000000,0.0000000000000000,98.73997709,1.26002291,0.0000000000000000,873,89
033,810,0033,CAPPS SHOP,2012.526812,0.0000000000000000,0.0000000000000000,0.0000000000000000,98.38969404,1.610305958,0.0000000000000000,621,89
032,810,0032,CREEDS,1763.611949,0.0000000000000000,0.0000000000000000,0.0000000000000000,98.83495146,1.165048544,0.0000000000000000,515,89
035,810,0035,COURTHOUSE,3839.45348,30.65292096,0.0000000000000000,0.0000000000000000,69.27835052,0.068728522,0.0000000000000000,1455,89
401,119,0401,HARMONY VILLAGE,2109.941571,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,20
037,810,0037,CHESAPEAKE BEACH,8199.163428,0.0000000000000000,0.0000000000000000,0.0000000000000000,96.57657658,3.423423423,0.0000000000000000,555,89
036,810,0036,WINDSOR OAKS,6719.122009,52.36617533,0.0000000000000000,0.0000000000000000,47.63382467,0.0000000000000000,0.0000000000000000,1289,18
703,177,0703,FAIRVIEW,3073.225292,55.74003795,0.0000000000000000,4.222011385,39.943074,0.09487666,0.0000000000000000,2108,97
702,177,0702,BRENTS MILL,5730.439967,18.37104072,0.0000000000000000,0.0000000000000000,77.55656109,4.07239819,0.0000000000000000,1105,97
701,177,0701,BATTLEFIELD,4120.768655,0.0000000000000000,0.0000000000000000,0.0000000000000000,95.49839228,4.501607717,0.0000000000000000,1244,97
059,550,0059,CLEARFIELD,1801.616812,49.04761905,0.0000000000000000,0.0000000000000000,47.46031746,0.317460317,3.174603175,630,38
704,177,0704,GAYLE,4583.344192,0.0000000000000000,0.0000000000000000,0.0000000000000000,87.42586002,12.57413998,0.0000000000000000,843,29
052,550,0052,SHIPYARD ROAD,3527.790004,0.0000000000000000,0.0000000000000000,0.0000000000000000,84.1068917,15.8931083,0.0000000000000000,711,8
053,550,0053,FAIRWAYS,2705.436243,56.32823366,0.0000000000000000,0.0000000000000000,40.05563282,0.417246175,3.198887344,719,38
050,550,0050,RIVER WALK,4005.420346,0.0000000000000000,0.0000000000000000,0.0000000000000000,87.44131455,12.55868545,0.0000000000000000,852,8
051,550,0051,COOPERS WAY,3870.800493,23.87518142,0.0000000000000000,0.0000000000000000,71.69811321,0.07256894,4.35413643,1378,38
101,025,0101,BRODNAX,800.873148,61.36363636,0.0000000000000000,0.0000000000000000,37.72727273,0.909090909,0.0000000000000000,220,47
803,001,0803,WACHAPREAGUE,952.704286,68.23529412,0.0000000000000000,31.47058824,0.0000000000000000,0.294117647,0.0000000000000000,340,99
103,025,0103,TILLMAN,1256.040142,43.31550802,0.0000000000000000,0.0000000000000000,56.4171123,0.267379679,0.0000000000000000,374,47
801,001,0801,BOBTOWN,1101.385014,70.46511628,0.0000000000000000,28.60465116,0.0000000000000000,0.930232558,0.0000000000000000,430,99
401,021,0401,ROCKY GAP,1641.9152,24.7464503,0.0000000000000000,0.0000000000000000,75.2535497,0.0000000000000000,0.0000000000000000,493,0.0000000000000000
501,121,0501,PRECINCT E-1,4424.819144,50.40745052,0.0000000000000000,0.0000000000000000,49.12689173,0.465657742,0.0000000000000000,859,53
502,121,0502,PRECINCT E-2,2514.754427,38.98531375,0.0000000000000000,0.0000000000000000,61.01468625,0.0000000000000000,0.0000000000000000,749,53
503,121,0503,PRECINCT E-3,6227.37637,64.45427729,0.0000000000000000,0.0000000000000000,34.95575221,0.589970501,0.0000000000000000,678,43
401,003,0401,SCOTTSVILLE,2418.933317,0.0000000000000000,0.0000000000000000,0.0000000000000000,96.8641115,3.135888502,0.0000000000000000,574,72
402,003,0402,MONTICELLO,2452.909616,0.0000000000000000,0.0000000000000000,0.0000000000000000,95.91002045,4.08997955,0.0000000000000000,489,78
512,710,0512,AZALEA GARDENS,2590.652535,0.0000000000000000,0.0000000000000000,0.0000000000000000,96.78111588,3.21888412,0.0000000000000000,466,81
405,003,0405,CALE,7973.589839,97.48110831,0.0000000000000000,0.0000000000000000,0.0000000000000000,2.518891688,0.0000000000000000,1588,72
406,003,0406,STONE ROBINSON,3641.338072,0.0000000000000000,0.0000000000000000,0.0000000000000000,97.01257862,2.987421384,0.0000000000000000,1272,78
401,199,0401,HARWOODS MILL,4824.999007,19.2022792,0.0000000000000000,0.0000000000000000,78.51851852,2.279202279,0.0000000000000000,1755,42
402,199,0402,DARE,5311.609759,0.0000000000000000,0.0000000000000000,0.0000000000000000,95.80246914,4.197530864,0.0000000000000000,1620,42
403,199,0403,GRAFTON,3048.416966,0.0000000000000000,0.0000000000000000,0.0000000000000000,92.83707865,7.162921348,0.0000000000000000,712,42
201,111,0201,BROWNS STORE,1320.071658,13.39031339,0.0000000000000000,0.0000000000000000,84.9002849,1.709401709,0.0000000000000000,351,44
302,147,0302,MT PLEASANT,1217.97237,65.05576208,0.0000000000000000,0.0000000000000000,34.94423792,0.0000000000000000,0.0000000000000000,269,66
301,147,0301,LEIGH,1664.73475,52.57270694,0.0000000000000000,0.0000000000000000,47.20357942,0.223713647,0.0000000000000000,447,66
202,061,0202,AIRLIE,3234.881567,38.44812554,0.0000000000000000,0.0000000000000000,61.37750654,0.174367916,0.0000000000000000,1147,49
203,061,0203,WARRENTON,4508.868157,42.21678892,0.0000000000000000,0.0000000000000000,57.70171149,0.081499593,0.0000000000000000,1227,49
