PRECINCT,COUNTY,PRECINCT2,NAME,surveyed_d,surveyed_i,surveyed_1,surveyed_r,surveyed_b,surveyed_l,surveyed_t,population,demo_total,demo_white,demo_black,demo_india,demo_asian,demo_hawai,demo_other,cluster,meanID,meanAREA,meanForVA2007Q,meanForVA200_1,meanForVA2007QGISJoin_ideal_point,meanForVA2007QGISJoin_ideal_point_se,count
102,187,0102,OTTERBURN,0.00000,0.00000,0.00000,98.05924,1.94076,0.00000,979.00000,4279.35339,3318.17685,97.15460,1.12322,0.21098,0.31841,0.00000,0.49053,84.00000,721.00000,63.30400,0.30411,0.62597,0.30411,0.62597,5.00000
046,550,0046,BELLS MILL II,44.04040,0.00000,0.00000,52.62626,0.00000,3.33333,990.00000,3362.16404,2321.63296,77.69090,17.05777,0.31015,2.26102,0.04297,0.74144,12.00000,314.00000,163.02500,0.45211,0.66823,0.45211,0.66823,2.00000
041,550,0041,JOHN T WEST,0.00000,0.00000,0.00000,86.73139,13.26861,0.00000,1236.00000,5898.71294,3887.09707,58.68538,34.52410,0.54000,3.03138,0.05212,1.02211,12.00000,467.00000,123.43000,0.18417,0.55913,0.18417,0.55913,1.00000
040,550,0040,RIVER BIRCH,52.97347,0.00000,0.00000,43.09241,0.18298,3.75114,1093.00000,4006.83310,3252.11667,64.97475,25.11712,0.67117,5.57720,0.00078,1.59208,57.00000,399.00000,25.16000,0.28274,0.59564,0.28274,0.59564,2.00000
043,550,0043,PLEASANT CROSSING,25.20699,0.00000,0.00000,71.57314,0.00000,3.21987,1087.00000,2754.55425,2163.46761,91.99785,4.82018,0.00089,2.14552,0.23179,0.10950,57.00000,366.00000,119.59667,0.28631,0.62610,0.28631,0.62610,3.00000
042,550,0042,PARKWAYS,57.12657,0.00000,0.00000,40.36488,0.22805,2.28050,877.00000,3242.62352,2449.66126,56.08696,33.44429,0.42472,6.25862,0.00012,1.44233,12.00000,470.00000,32.74000,0.12051,0.58397,0.12051,0.58397,1.00000
201,017,0201,HOT SPRINGS,0.00000,0.00000,0.00000,98.41270,1.58730,0.00000,126.00000,989.53336,832.97273,84.51188,13.57012,0.12005,0.35700,0.00000,0.12005,90.00000,675.00000,168.55000,-0.16030,0.79535,-0.16030,0.79535,3.00000
601,197,0601,HUDDLE,29.72973,0.00000,7.77027,62.16216,0.33784,0.00000,296.00000,1120.19149,877.66995,96.12537,3.19048,0.22220,0.11697,0.00000,0.00207,94.00000,401.00000,85.48750,0.04025,0.59213,0.04025,0.59213,4.00000
202,173,0202,RICH VALLEY,45.12635,0.00000,3.97112,50.90253,0.00000,0.00000,277.00000,1393.92668,1095.06326,99.15927,0.01347,0.00811,0.09130,0.00000,0.35153,94.00000,730.00000,71.17000,0.50428,0.71353,0.50428,0.71353,8.00000
302,119,0302,CHURCH VIEW,0.00000,0.00000,28.57143,71.11801,0.31056,0.00000,322.00000,1176.24749,978.32371,57.12817,39.48485,0.61880,0.29587,0.00000,0.53803,13.00000,690.00000,27.98750,-0.16453,0.70040,-0.16453,0.70040,8.00000
301,119,0301,WATERVIEW,0.00000,0.00000,23.13725,76.86275,0.00000,0.00000,255.00000,1034.34069,810.99749,67.88178,30.25446,0.25231,0.12416,0.00000,0.49160,33.00000,683.00000,24.77714,-0.59843,0.92424,-0.59843,0.92424,7.00000
105,061,0105,OPAL,24.26614,0.00000,0.00000,75.53816,0.19569,0.00000,511.00000,1937.32171,1405.10250,87.32440,7.26203,0.31276,0.63535,0.06681,3.48043,84.00000,572.00000,55.24200,0.01497,0.65640,0.01497,0.65640,5.00000
104,061,0104,LOIS,25.42056,0.00000,0.00000,74.39252,0.18692,0.00000,535.00000,1609.14542,1260.84981,87.59397,9.43623,0.23919,1.10479,0.00221,0.71227,65.00000,656.00000,43.07833,-0.07984,0.76392,-0.07984,0.76392,6.00000
106,061,0106,BALDWIN RIDGE,35.07565,0.00000,0.00000,64.64924,0.27510,0.00000,727.00000,2281.09001,1642.34242,83.96822,12.04147,0.06440,1.15739,0.06051,1.15778,84.00000,514.00000,65.91333,-0.17580,0.54277,-0.17580,0.54277,3.00000
101,061,0101,KETTLE RUN,29.14485,0.00000,0.00000,70.68063,0.17452,0.00000,573.00000,1625.77533,1230.46050,90.85131,4.88207,0.62646,0.57709,0.00000,0.87942,65.00000,659.00000,64.39667,-0.14614,0.54497,-0.14614,0.54497,3.00000
103,061,0103,CASANOVA,36.36364,0.00000,0.00000,63.63636,0.00000,0.00000,572.00000,1784.29267,1387.37629,84.56397,11.86717,0.57791,0.73039,0.00487,1.09618,65.00000,585.00000,40.09667,0.04543,0.63552,0.04543,0.63552,6.00000
102,061,0102,CATLETT,24.04007,0.00000,0.00000,75.95993,0.00000,0.00000,1198.00000,4345.21847,3311.26578,87.10458,8.30967,0.82254,1.09718,0.00022,1.09162,65.00000,679.00000,50.52300,-0.07674,0.65255,-0.07674,0.65255,10.00000
603,197,0603,EVERGREEN,35.73556,0.00000,0.00000,63.84753,0.41691,0.00000,1679.00000,1577.67710,1242.23639,96.81318,0.68277,0.40034,0.56333,0.00021,0.88217,94.00000,401.00000,68.67500,0.06321,0.54462,0.06321,0.54462,4.00000
010,091,0010,HEADWATERS,0.00000,0.00000,0.00000,98.00000,2.00000,0.00000,50.00000,158.07001,130.03934,99.22749,0.00018,0.00000,0.76910,0.00000,0.00323,90.00000,681.00000,77.72500,0.64323,0.81427,0.64323,0.81427,8.00000
401,125,0401,ROSELAND,0.00000,0.00000,0.00000,93.68932,6.31068,0.00000,618.00000,2798.94731,2238.97319,79.98868,16.02366,0.26787,0.18251,0.00000,2.50999,7.00000,580.00000,54.25273,0.23423,0.75163,0.23423,0.75163,11.00000
402,125,0402,MONTEBELLO,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,48.00000,244.92427,193.64207,99.47454,0.00649,0.00032,0.00000,0.00000,0.00128,5.00000,654.00000,47.54200,-0.46279,0.87884,-0.46279,0.87884,5.00000
301,067,0301,SNOW CREEK,0.00000,0.00000,0.00000,96.93878,3.06122,0.00000,392.00000,1832.16971,1352.97071,91.27451,7.76485,0.00000,0.07391,0.00000,0.59108,30.00000,469.00000,102.65000,0.32989,0.59504,0.32989,0.59504,5.00000
303,067,0303,SONTAG,0.00000,0.00000,0.00000,96.52778,3.47222,0.00000,576.00000,3436.13215,2563.57781,74.80150,21.73122,0.35165,0.27286,0.00000,2.19215,34.00000,693.00000,102.66500,-0.06070,0.61543,-0.06070,0.61543,2.00000
302,067,0302,FORK MOUNTAIN,0.00000,0.00000,0.00000,97.87879,2.12121,0.00000,330.00000,1434.48842,1151.20260,92.38958,7.14525,0.00054,0.00000,0.17341,0.20327,30.00000,497.00000,109.00500,0.22173,0.63167,0.22173,0.63167,4.00000
304,067,0304,DICKINSON,0.00000,0.00000,0.00000,98.14126,1.85874,0.00000,269.00000,1102.07809,902.87986,73.55911,25.33448,0.11326,0.00000,0.00000,0.88094,30.00000,545.00000,80.31250,0.08226,0.58002,0.08226,0.58002,4.00000
201,173,0201,SEVEN MILE FORD,2.09524,0.00000,0.19048,96.00000,1.71429,0.00000,525.00000,3121.73497,2490.98194,97.63706,1.27934,0.03658,0.32172,0.04014,0.24143,26.00000,852.00000,113.85333,0.17861,0.66653,0.17861,0.66653,3.00000
102,800,0102,DRIVER,0.00000,0.00000,0.00000,97.57976,2.42024,0.00000,1818.00000,5031.73281,3834.86120,80.79889,14.15563,0.36220,3.18969,0.00000,0.54266,73.00000,444.00000,111.76500,0.06567,0.53982,0.06567,0.53982,2.00000
401,181,0401,CARSLEY,0.00000,0.00000,0.00000,93.62416,6.37584,0.00000,298.00000,1378.03989,1089.20183,49.13294,49.02542,0.09220,0.27523,0.00000,0.73378,39.00000,379.00000,93.35167,0.11395,0.69355,0.11395,0.69355,6.00000
504,171,0504,LEBANON CHURCH,0.00000,0.00000,0.00000,97.53086,2.46914,0.00000,648.00000,2765.22955,2065.10230,97.21967,0.48502,0.19381,0.58001,0.14164,1.04174,56.00000,662.00000,52.00167,0.04926,0.59381,0.04926,0.59381,6.00000
101,730,0101,FIRST WARD FIRST PRECINCT,30.59490,0.00000,0.00000,47.49764,1.79415,20.11331,2118.00000,4768.25447,3509.36260,20.43407,70.86007,0.37997,0.92633,0.05249,5.50898,83.00000,572.00000,42.91600,-0.29533,0.57758,-0.29533,0.57758,5.00000
104,800,0104,BENNETTS CREEK,1.21803,0.00000,0.00000,95.98051,2.80146,0.00000,821.00000,3948.84471,2723.42410,69.13858,24.21905,0.40417,3.56415,0.01256,1.00776,73.00000,444.00000,111.76500,0.06567,0.53982,0.06567,0.53982,2.00000
101,800,0101,BELLEHARBOUR,98.23875,0.00000,0.00000,0.00000,1.76125,0.00000,511.00000,2854.68686,2134.60614,49.29470,43.07867,0.46309,3.39692,0.13960,1.35568,35.00000,777.00000,39.81000,0.06567,0.53982,0.06567,0.53982,1.00000
302,015,0302,NORTH RIVER,0.00000,0.00000,37.37659,62.34133,0.28209,0.00000,709.00000,1560.84328,1156.83400,96.31072,0.60283,0.17169,0.00142,0.00000,2.31723,90.00000,608.00000,60.73333,0.38244,0.69977,0.38244,0.69977,6.00000
303,015,0303,MOUNT SOLON,0.00000,0.00000,0.00000,98.74739,1.25261,0.00000,479.00000,2105.37410,1617.95478,97.38500,1.05462,0.24801,0.24614,0.00000,0.50650,90.00000,533.00000,69.00000,-0.13321,0.75023,-0.13321,0.75023,6.00000
301,015,0301,FORT DEFIANCE,0.00000,0.00000,0.00000,96.77881,3.22119,0.00000,1397.00000,4951.59670,3906.34899,97.28158,1.25884,0.35845,0.30485,0.05120,0.40888,36.00000,619.00000,42.75625,0.54428,0.74828,0.54428,0.74828,8.00000
304,015,0304,CHURCHVILLE FIRE STATION,0.00000,0.00000,0.00000,97.76119,2.23881,0.00000,402.00000,1613.99478,1301.62335,98.38949,1.01082,0.00000,0.07708,0.00006,0.02110,90.00000,655.00000,93.08000,-0.02626,0.71511,-0.02626,0.71511,6.00000
302,033,0302,WOODFORD,16.92094,0.00000,0.00000,75.58946,6.51872,0.97087,721.00000,3214.86978,2480.45658,70.25951,26.59179,0.52644,0.28455,0.00000,0.72553,97.00000,426.00000,106.10600,0.53799,0.62170,0.53799,0.62170,5.00000
301,033,0301,PORT ROYAL,0.00000,0.00000,0.00000,97.39130,2.60870,0.00000,230.00000,1586.00694,1277.79254,66.90604,29.07976,0.32067,0.78378,0.15680,1.09655,97.00000,515.00000,51.50750,0.64471,0.60652,0.64471,0.60652,12.00000
301,790,0301,WARD NO 3,0.00000,0.00000,0.00000,95.17949,4.82051,0.00000,975.00000,4198.64680,3363.60676,91.14998,6.28439,0.17941,0.66599,0.02973,0.31569,36.00000,464.00000,129.78000,0.07580,0.65885,0.07580,0.65885,1.00000
401,595,0401,PRECINCT 4-1,33.70098,0.00000,4.13603,60.14093,2.02206,0.00000,3264.00000,909.02758,713.95952,44.58317,50.70065,0.00000,1.47967,0.42019,1.14206,98.00000,188.00000,277.68000,-0.30332,0.67450,-0.30332,0.67450,1.00000
501,167,0501,WEST LEBANON,0.00000,0.00000,0.00000,98.55247,1.44753,0.00000,829.00000,4583.31390,3642.95067,95.52981,2.33012,0.18778,0.87465,0.00000,0.38811,26.00000,601.00000,120.47250,0.25680,0.69134,0.25680,0.69134,4.00000
501,069,0501,STEPHENS CITY,0.00000,0.00000,34.39099,65.09724,0.51177,0.00000,977.00000,3398.85273,2371.80640,90.35033,3.63440,0.16127,2.35958,0.07735,2.55726,17.00000,609.00000,59.80000,0.79849,0.67260,0.79849,0.67260,3.00000
503,069,0503,CANTERBURG,0.00000,0.00000,33.06452,66.53226,0.40323,0.00000,992.00000,4624.63836,3484.46045,87.70732,4.31714,0.21792,1.13865,0.02870,5.21934,17.00000,615.00000,62.05667,0.66398,0.67062,0.66398,0.67062,3.00000
502,069,0502,NEWTOWN,99.01575,0.00000,0.00000,0.00000,0.98425,0.00000,508.00000,4778.31430,3607.25978,90.49822,4.77073,0.14706,1.42158,0.02772,1.63117,55.00000,609.00000,62.81667,0.07688,0.59442,0.07688,0.59442,3.00000
208,087,0208,FAIRFIELD,42.66886,0.00000,0.00000,57.16639,0.16474,0.00000,1214.00000,4058.64051,2986.88004,10.17444,82.43789,0.30450,0.57549,0.15509,4.54573,64.00000,749.00000,17.38000,-0.86354,0.61156,-0.86354,0.61156,1.00000
209,087,0209,GLEN LEA,97.95918,0.00000,0.00000,0.00000,2.04082,0.00000,735.00000,2379.81973,1835.04504,31.07935,65.55786,0.23969,1.23900,0.00339,0.78840,64.00000,507.00000,34.23600,-0.24844,0.59915,-0.24844,0.59915,5.00000
202,087,0202,AZALEA,98.70340,0.00000,0.00000,0.00000,1.29660,0.00000,1234.00000,5675.58772,4169.21903,13.30511,80.91560,0.19095,1.97677,0.02404,1.88571,89.00000,747.00000,10.00500,-0.55556,0.58230,-0.55556,0.58230,2.00000
203,087,0203,BELMONT,61.86253,0.00000,0.00000,30.26608,7.87140,0.00000,902.00000,3429.32348,2675.81349,63.95726,30.33883,0.22592,1.68169,0.07176,2.04549,89.00000,745.00000,11.64500,0.05951,0.54863,0.05951,0.54863,2.00000
201,087,0201,ADAMS,98.74572,0.00000,0.00000,0.00000,1.25428,0.00000,877.00000,2261.45989,1819.93910,14.97959,83.27819,0.11230,0.16763,0.00000,0.55366,23.00000,615.00000,56.28000,-0.64565,0.60466,-0.64565,0.60466,2.00000
206,087,0206,CENTRAL GARDENS,99.55324,0.00000,0.00000,0.00000,0.44676,0.00000,1343.00000,3645.52439,2777.01303,2.65857,93.97665,0.43441,0.63166,0.00000,0.18397,23.00000,749.00000,17.38000,-0.86354,0.61156,-0.86354,0.61156,1.00000
207,087,0207,CHAMBERLAYNE,95.95645,0.00000,0.00000,0.00000,4.04355,0.00000,1286.00000,3007.61926,2511.55352,42.79582,51.85725,0.20081,2.68734,0.00318,1.06515,64.00000,744.00000,11.79000,-0.08803,0.50600,-0.08803,0.50600,1.00000
204,087,0204,BROOKLAND,9.82906,0.00000,0.00000,78.63248,11.53846,0.00000,234.00000,1074.08942,851.03391,71.81693,20.82223,0.00039,3.69667,0.00000,2.20319,69.00000,747.00000,11.50000,0.20704,0.59127,0.20704,0.59127,1.00000
205,087,0205,CANTERBURY,93.37979,0.00000,0.00000,0.00000,6.62021,0.00000,1722.00000,828.26468,826.26908,98.68554,0.96607,0.00000,0.10600,0.00000,0.00000,89.00000,744.00000,11.79000,-0.08803,0.50600,-0.08803,0.50600,1.00000
607,143,0607,DRY FORK,21.84300,0.00000,0.00000,78.15700,0.00000,0.00000,293.00000,954.38965,740.79171,83.56267,14.29666,0.52265,0.00009,0.00000,0.94675,95.00000,368.00000,107.47667,0.41100,0.81593,0.41100,0.81593,3.00000
606,143,0606,BROSVILLE,46.46272,0.00000,3.25048,50.09560,0.19120,0.00000,523.00000,1768.88704,1413.89683,59.16310,38.68742,0.32765,0.21218,0.00000,0.83219,30.00000,519.00000,56.99000,-0.09776,0.63098,-0.09776,0.63098,5.00000
605,143,0605,WHITMELL,29.57746,0.00000,0.00000,70.02012,0.40241,0.00000,497.00000,1893.42787,1429.34506,75.80914,23.20179,0.33855,0.20987,0.00108,0.15347,30.00000,380.00000,100.19600,0.14587,0.75673,0.14587,0.75673,5.00000
604,143,0604,SWANSONVILLE,39.02439,0.00000,0.00000,60.56911,0.40650,0.00000,492.00000,2222.65790,1703.80031,69.68989,28.42386,0.24579,0.05869,0.05778,0.70303,30.00000,393.00000,92.99800,0.08156,0.77279,0.08156,0.77279,5.00000
603,143,0603,STONY MILL,24.91803,0.00000,2.95082,72.13115,0.00000,0.00000,610.00000,2513.69747,1917.71085,82.52141,15.05543,0.07130,0.26021,0.00000,1.51744,30.00000,383.00000,71.14500,-0.00907,0.64895,-0.00907,0.64895,4.00000
811,760,0811,EIGHT HUNDRED ELEVEN,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,2.00000,4010.23591,3074.28348,18.53066,75.85860,0.25652,1.20244,0.03203,2.04862,23.00000,504.00000,15.25333,-0.23420,0.58757,-0.23420,0.58757,3.00000
810,760,0810,EIGHT HUNDRED TEN,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,5.00000,3565.69290,2674.43363,23.05262,58.19516,0.84512,2.23036,0.31590,12.93689,44.00000,503.00000,12.90000,-0.44893,0.61234,-0.44893,0.61234,2.00000
812,760,0812,EIGHT HUNDRED TWELVE,98.97196,0.00000,0.00000,0.00000,1.02804,0.00000,1070.00000,4327.74549,3268.46055,27.18320,59.68723,0.62178,1.31436,0.35138,8.95177,23.00000,504.00000,15.69500,-0.15155,0.57629,-0.15155,0.57629,2.00000
814,760,0814,EIGHT HUNDRED FOURTEEN,98.52459,0.00000,0.00000,0.00000,1.47541,0.00000,610.00000,2810.58827,2108.17860,15.00555,70.91459,0.61318,0.24578,0.10225,10.88676,23.00000,504.00000,15.69500,-0.15155,0.57629,-0.15155,0.57629,2.00000
302,011,0302,STONEWALL,0.00000,0.00000,0.00000,97.81182,2.18818,0.00000,457.00000,1652.81417,1280.62721,78.51471,19.85930,0.16087,0.15617,0.07772,0.18681,7.00000,289.00000,76.86667,0.50732,0.68121,0.50732,0.68121,6.00000
301,011,0301,US  460,0.00000,0.00000,0.00000,99.29577,0.70423,0.00000,426.00000,1356.88536,1002.25345,79.84229,18.26614,0.09975,0.59789,0.00047,0.29905,7.00000,487.00000,109.16333,0.87713,0.66872,0.87713,0.66872,3.00000
301,031,0301,EVINGTON,0.00000,0.00000,0.00000,98.22485,1.77515,0.00000,338.00000,1583.59296,1253.92926,85.22041,13.50074,0.40003,0.15955,0.07975,0.00146,50.00000,123.00000,56.47000,1.02390,0.67326,1.02390,0.67326,4.00000
302,031,0302,OTTER RIVER,0.00000,0.00000,0.00000,97.83951,2.16049,0.00000,324.00000,1610.67376,1274.25608,85.13667,12.98473,0.23648,0.39245,0.00000,0.39114,50.00000,162.00000,60.71333,0.71662,0.62476,0.71662,0.62476,6.00000
303,031,0303,ALTAVISTA,0.00000,0.00000,0.00000,97.80645,2.19355,0.00000,775.00000,4597.68479,3629.58676,75.80054,21.94063,0.11021,0.52345,0.00000,0.68869,50.00000,177.00000,43.48714,0.52125,0.63247,0.52125,0.63247,7.00000
501,063,0501,INDIAN VALLEY,24.64516,0.00000,0.00000,75.35484,0.00000,0.00000,775.00000,3059.24479,2372.18222,97.76286,0.71188,0.04216,0.29501,0.00000,0.68195,80.00000,184.00000,74.87000,0.51185,0.58978,0.51185,0.58978,7.00000
501,073,0501,ACHILLES,0.00000,0.00000,20.92715,79.00662,0.06623,0.00000,1510.00000,4374.03716,3528.87185,94.00816,3.42886,0.29272,0.70188,0.00000,0.68492,13.00000,450.00000,56.83800,-0.32291,0.57638,-0.32291,0.57638,5.00000
