SAINC30 Economic Profile,,,,,,,,,,,
(Millions of dollars) ,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,
State or DC,,,,,,,,,,,
GeoFips,GeoName,LineCode,Description,2010,2011,2012,2013,2014,2015,2016,2017
1000,Alabama,92,  Personal interest income,16805.5,15507.5,15439.6,14809.9,15278.6,15872.9,15885.3,16551.7
1000,Alabama,93,    Imputed interest receipts 2/,11999.4,11479.7,11396.9,11262.5,11586.4,11978.8,11917.5,12186.2
1000,Alabama,94,    Monetary interest receipts,4806.1,4027.8,4042.7,3547.3,3692.2,3894.1,3967.9,4365.4
1000,Alabama,95,  Rental income of persons,4227,5346.3,5662.7,5946.6,6271.8,6734.5,7055.4,7443
1000,Alabama,96,    Imputed rent,3194.9,4062.4,4361.3,4598,4752.7,5146.6,5374.8,5777.5
1000,Alabama,97,    Monetary rent,1032.1,1283.9,1301.5,1348.6,1519.1,1587.9,1680.6,1665.5
1000,Alabama,100,Population (persons) 3/,4785579,4798649,4813946,4827660,4840037,4850858,4860545,4874747
1000,Alabama,,Per capita incomes (dollars),,,,,,,,
1000,Alabama,110,Per capita personal income 4/,33844,34942,35818,36067,37235,38612,39294,40805
1000,Alabama,120,Per capita net earnings 4/,20107,20879,21411,21679,22195,22861,23214,24172
1000,Alabama,130,Per capita personal current transfer receipts 4/,7936,8069,8073,8225,8544,8873,9071,9353
1000,Alabama,140,  Per capita income maintenance benefits 4/,954,1005,985,992,984,976,955,924
1000,Alabama,150,  Per capita unemployment insurance compensation 4/,243,194,137,96,56,47,45,38
1000,Alabama,160,  Per capita retirement and other 4/,6739,6870,6951,7137,7505,7849,8071,8391
1000,Alabama,170,"Per capita dividends, interest, and rent 4/",5801,5995,6335,6162,6496,6878,7010,7280
1000,Alabama,171,  Per capita dividends 4/,1406,1649,1951,1863,2044,2217,2290,2358
1000,Alabama,172,  Per capita interest 4/,3512,3232,3207,3068,3157,3272,3268,3395
1000,Alabama,173,  Per capita rent 4/,883,1114,1176,1232,1296,1388,1452,1527
1000,Alabama,,Place of work profile (millions of dollars),,,,,,,,
1000,Alabama,180,Earnings by place of work,107048.2,109802.6,112660.6,115977.9,119126.9,123134.1,125219.3,130790.1
1000,Alabama,190,  Wages and salaries,77298.1,78941.8,81166.9,82339.3,85142.7,88342.8,90513.8,93889.3
1000,Alabama,200,  Supplements to wages and salaries,19528.6,19966.9,19201.9,19846.2,20872.1,22012.2,22437.2,23242.8
1000,Alabama,201,    Employer contributions for employee pension and insurance funds 5/,13626.8,13889.9,13038.3,13580.2,14495.8,15420.6,15812.8,16416.6
1000,Alabama,202,    Employer contributions for government social insurance,5901.7,6077,6163.6,6266,6376.3,6591.6,6624.4,6826.1
1000,Alabama,210,  Proprietors' income,10221.5,10893.9,12291.9,13792.3,13112.2,12779.1,12268.3,13658
1000,Alabama,220,    Farm proprietors' income,564.8,198.3,453.6,1833.8,1231.1,1210.3,615.6,1071.9
1000,Alabama,230,    Nonfarm proprietors' income,9656.6,10695.6,11838.3,11958.6,11881.1,11568.7,11652.7,12586.1
1000,Alabama,240,Total employment (number of jobs),2460298,2497933,2503678,2523338,2552891,2588248,2620993,2652406
1000,Alabama,250,  Wage and salary employment,1949629,1949307,1963937,1979360,1996182,2024720,2049658,2072223
1000,Alabama,260,  Proprietors employment,510669,548626,539741,543978,556709,563528,571335,580183
1000,Alabama,270,    Farm proprietors employment 6/,40745,40047,38191,38707,38639,38341,39001,38638
1000,Alabama,280,    Nonfarm proprietors employment,469924,508579,501550,505271,518070,525187,532334,541545
1000,Alabama,290,Average earnings per job (dollars),43510,43957,44998,45962,46664,47574,47776,49310
1000,Alabama,300,  Average wages and salaries,39648,40497,41329,41599,42653,43632,44160,45308
1000,Alabama,310,  Average nonfarm proprietors' income,20549,21030,23603,23668,22933,22028,21890,23241
2000,Alaska,,Place of residence profile,,,,,,,,
2000,Alaska,10,Personal income (millions of dollars),35162.9,37580.6,38822.6,38502.5,40935.2,42291,41461.4,42300.9
2000,Alaska,,Derivation of personal income,,,,,,,,
2000,Alaska,45,Net earnings by place of residence,24123.5,25735.1,26752.6,26546.7,27384.6,28189.5,27256,27503.7
2000,Alaska,50,Personal current transfer receipts,5336,5538.5,5402.3,5413.5,6529.1,6676.8,6650.2,6958.2
2000,Alaska,60,  Income maintenance benefits 1/,773.4,809,838,842,890.3,827,844.6,871.8
2000,Alaska,70,  Unemployment insurance compensation,270.6,266.5,232.6,197.8,115.8,94.9,109.3,91.4
2000,Alaska,80,  Retirement and other,4291.9,4463,4331.7,4373.6,5523,5754.8,5696.2,5994.9
2000,Alaska,90,"Dividends, interest, and rent",5703.4,6307,6667.8,6542.4,7021.5,7424.6,7555.2,7839.1
2000,Alaska,91,  Personal dividend income,1471.6,1788.1,1943.4,1874.6,2193.4,2338.4,2403.4,2470.1
2000,Alaska,92,  Personal interest income,3307.2,3354.4,3456.1,3318.1,3410.1,3535.5,3519.1,3666.9
2000,Alaska,93,    Imputed interest receipts 2/,2579.2,2639.3,2709.7,2683.7,2733.9,2813.6,2785.9,2855.7
2000,Alaska,94,    Monetary interest receipts,728,715.1,746.4,634.4,676.2,721.8,733.2,811.2
2000,Alaska,95,  Rental income of persons,924.6,1164.5,1268.3,1349.7,1417.9,1550.7,1632.7,1702
2000,Alaska,96,    Imputed rent,552.9,709.1,773.3,845.1,846.8,913,978.6,1052.7
2000,Alaska,97,    Monetary rent,371.7,455.4,495,504.6,571.1,637.7,654.1,649.3
2000,Alaska,100,Population (persons) 3/,714015,722259,730825,736760,736759,737979,741522,739795
2000,Alaska,,Per capita incomes (dollars),,,,,,,,
2000,Alaska,110,Per capita personal income 4/,49247,52032,53122,52259,55561,57306,55914,57179
2000,Alaska,120,Per capita net earnings 4/,33786,35631,36606,36032,37169,38198,36757,37177
2000,Alaska,130,Per capita personal current transfer receipts 4/,7473,7668,7392,7348,8862,9047,8968,9406
2000,Alaska,140,  Per capita income maintenance benefits 4/,1083,1120,1147,1143,1208,1121,1139,1178
2000,Alaska,150,  Per capita unemployment insurance compensation 4/,379,369,318,269,157,129,147,124
2000,Alaska,160,  Per capita retirement and other 4/,6011,6179,5927,5936,7496,7798,7682,8103
2000,Alaska,170,"Per capita dividends, interest, and rent 4/",7988,8732,9124,8880,9530,10061,10189,10596
2000,Alaska,171,  Per capita dividends 4/,2061,2476,2659,2544,2977,3169,3241,3339
2000,Alaska,172,  Per capita interest 4/,4632,4644,4729,4504,4629,4791,4746,4957
2000,Alaska,173,  Per capita rent 4/,1295,1612,1735,1832,1925,2101,2202,2301
2000,Alaska,,Place of work profile (millions of dollars),,,,,,,,
2000,Alaska,180,Earnings by place of work,26980.1,28475,29655.7,29872.7,30728,31574.8,30515.7,30780.6
2000,Alaska,190,  Wages and salaries,17998.1,18772.3,19588.2,19949.1,20625.6,21213.3,20475.1,20346.1
2000,Alaska,200,  Supplements to wages and salaries,5174.3,5696.1,6147.1,6409.2,6635,6754.1,6663.8,6790.8
2000,Alaska,201,    Employer contributions for employee pension and insurance funds 5/,3836.1,4251.7,4595.9,4804.3,5063.2,5179,5151.4,5280.3
2000,Alaska,202,    Employer contributions for government social insurance,1338.3,1444.4,1551.3,1604.9,1571.8,1575,1512.4,1510.6
2000,Alaska,210,  Proprietors' income,3807.6,4006.5,3920.3,3514.4,3467.3,3607.4,3376.8,3643.7
2000,Alaska,220,    Farm proprietors' income,-12.7,-12.7,-9.2,-10.5,-9.3,-7.9,-5.9,-13
2000,Alaska,230,    Nonfarm proprietors' income,3820.3,4019.2,3929.5,3524.9,3476.6,3615.2,3382.8,3656.7
2000,Alaska,240,Total employment (number of jobs),443904,450364,459222,461110,461396,461471,457066,454094
2000,Alaska,250,  Wage and salary employment,352399,358363,364972,365773,366038,367546,361040,356627
2000,Alaska,260,  Proprietors employment,91505,92001,94250,95337,95358,93925,96026,97467
2000,Alaska,270,    Farm proprietors employment 6/,609,631,645,651,651,653,653,653
2000,Alaska,280,    Nonfarm proprietors employment,90896,91370,93605,94686,94707,93272,95373,96814
2000,Alaska,290,Average earnings per job (dollars),60779,63227,64578,64784,66598,68422,66764,67785
2000,Alaska,300,  Average wages and salaries,51073,52383,53670,54540,56348,57716,56711,57052
2000,Alaska,310,  Average nonfarm proprietors' income,42029,43988,41980,37227,36709,38760,35469,37770
4000,Arizona,,Place of residence profile,,,,,,,,
4000,Arizona,10,Personal income (millions of dollars),215012.4,225853.2,236455.6,242571.9,257067,270806.7,280988.1,296648.9
4000,Arizona,,Derivation of personal income,,,,,,,,
4000,Arizona,45,Net earnings by place of residence,130278.7,137561.4,144295.8,148878.8,155426.2,162646.5,169713.1,180301.7
4000,Arizona,50,Personal current transfer receipts,47885.7,47822.9,47852.1,49536.8,52643.9,54927,56404.6,58882.1
4000,Arizona,60,  Income maintenance benefits 1/,4646.3,4893.1,5002.7,5025.2,4987,4925.9,4893.2,4780.1
4000,Arizona,70,  Unemployment insurance compensation,1901.1,1325.1,931.6,591.8,393.2,351.2,335,308.7
4000,Arizona,80,  Retirement and other,41338.3,41604.7,41917.8,43919.8,47263.7,49649.9,51176.3,53793.3
4000,Arizona,90,"Dividends, interest, and rent",36848,40468.9,44307.6,44156.3,48996.9,53233.2,54870.4,57465.1
4000,Arizona,91,  Personal dividend income,8703.7,10917.3,12993.9,12498.8,15220.8,16765,17464.4,18038.6
4000,Arizona,92,  Personal interest income,20871.7,21150.6,22345.8,21568,22733.2,24453.2,24264.1,25566.2
4000,Arizona,93,    Imputed interest receipts 2/,14093.6,14266.1,14635.2,14636,15283.1,16268.2,15930.9,16384.3
4000,Arizona,94,    Monetary interest receipts,6778.2,6884.6,7710.5,6932,7450,8185,8333.2,9181.9
4000,Arizona,95,  Rental income of persons,7272.5,8400.9,8968,10089.5,11043,12015,13141.9,13860.3
4000,Arizona,96,    Imputed rent,5374.7,6059.6,6526,7550.4,8156,8945.3,9849.4,10593.6
4000,Arizona,97,    Monetary rent,1897.8,2341.2,2442,2539.1,2887,3069.7,3292.5,3266.7
4000,Arizona,100,Population (persons) 3/,6407002,6465488,6544211,6616124,6706435,6802262,6908642,7016270
4000,Arizona,,Per capita incomes (dollars),,,,,,,,
4000,Arizona,110,Per capita personal income 4/,33559,34932,36132,36664,38331,39811,40672,42280
4000,Arizona,120,Per capita net earnings 4/,20334,21276,22049,22502,23176,23911,24565,25698
4000,Arizona,130,Per capita personal current transfer receipts 4/,7474,7397,7312,7487,7850,8075,8164,8392
4000,Arizona,140,  Per capita income maintenance benefits 4/,725,757,764,760,744,724,708,681
4000,Arizona,150,  Per capita unemployment insurance compensation 4/,297,205,142,89,59,52,48,44
4000,Arizona,160,  Per capita retirement and other 4/,6452,6435,6405,6638,7048,7299,7408,7667
4000,Arizona,170,"Per capita dividends, interest, and rent 4/",5751,6259,6771,6674,7306,7826,7942,8190
4000,Arizona,171,  Per capita dividends 4/,1358,1689,1986,1889,2270,2465,2528,2571
4000,Arizona,172,  Per capita interest 4/,3258,3271,3415,3260,3390,3595,3512,3644
4000,Arizona,173,  Per capita rent 4/,1135,1299,1370,1525,1647,1766,1902,1975
4000,Arizona,,Place of work profile (millions of dollars),,,,,,,,
4000,Arizona,180,Earnings by place of work,146275.2,152291.7,159469.6,166847.3,173963.7,182165.5,190107.2,202015.5
4000,Arizona,190,  Wages and salaries,109158.5,113496.9,118948.3,122598.8,127740.7,134028.8,139243.5,147391.5
4000,Arizona,200,  Supplements to wages and salaries,25432.9,26159.8,26308.6,27825.9,28867.3,29556.8,31029.9,32486
4000,Arizona,201,    Employer contributions for employee pension and insurance funds 5/,17335.3,17757.4,17603.6,18830.3,19691.1,19916,21026.2,21926.1
4000,Arizona,202,    Employer contributions for government social insurance,8097.6,8402.4,8705,8995.7,9176.2,9640.9,10003.7,10559.9
4000,Arizona,210,  Proprietors' income,11683.9,12635,14212.7,16422.6,17355.7,18579.9,19833.8,22138
4000,Arizona,220,    Farm proprietors' income,216.8,718.7,363.1,701.7,502.4,884,967,1310.5
4000,Arizona,230,    Nonfarm proprietors' income,11467,11916.3,13849.5,15720.8,16853.3,17696,18866.8,20827.6
4000,Arizona,240,Total employment (number of jobs),3181571,3239045,3295537,3371219,3448834,3548679,3646813,3727687
4000,Arizona,250,  Wage and salary employment,2473095,2499245,2558410,2617500,2669755,2745697,2816903,2881141
4000,Arizona,260,  Proprietors employment,708476,739800,737127,753719,779079,802982,829910,846546
4000,Arizona,270,    Farm proprietors employment 6/,17192,18184,18959,18748,18758,18688,18762,18757
4000,Arizona,280,    Nonfarm proprietors employment,691284,721616,718168,734971,760321,784294,811148,827789
4000,Arizona,290,Average earnings per job (dollars),45976,47017,48390,49492,50441,51333,52130,54193
4000,Arizona,300,  Average wages and salaries,44138,45412,46493,46838,47847,48814,49431,51157
4000,Arizona,310,  Average nonfarm proprietors' income,16588,16513,19285,21390,22166,22563,23259,25160
5000,Arkansas,,Place of residence profile,,,,,,,,
5000,Arkansas,10,Personal income (millions of dollars),93103.2,99328.7,106537,106429.6,112619.2,116248.6,118769.6,123313.4
5000,Arkansas,,Derivation of personal income,,,,,,,,
5000,Arkansas,45,Net earnings by place of residence,53443.1,56322.3,59548.4,61139,62554.2,62997,63971.1,66463.9
5000,Arkansas,50,Personal current transfer receipts,23612.4,24087.3,24336.6,24757.5,26240.3,27416.5,28453.1,29062.2
5000,Arkansas,60,  Income maintenance benefits 1/,2469.8,2532.4,2587.1,2636,2629.5,2632.7,2569.8,2496.9
5000,Arkansas,70,  Unemployment insurance compensation,940.4,705.5,606.7,474.3,280.1,270,199.2,157.8
5000,Arkansas,80,  Retirement and other,20202.2,20849.4,21142.9,21647.1,23330.6,24513.8,25684,26407.4
5000,Arkansas,90,"Dividends, interest, and rent",16047.7,18919.1,22651.9,20533.1,23824.7,25835.1,26345.5,27787.3
5000,Arkansas,91,  Personal dividend income,4394.9,6236.2,8714.5,7684.2,9936.9,10872.4,11395.3,11708.4
5000,Arkansas,92,  Personal interest income,9248.3,9722.6,10700.3,9438.6,10201.2,11001.4,10963.9,11881.3
5000,Arkansas,93,    Imputed interest receipts 2/,6190.2,6407.8,6588.8,6305.8,6566.3,7002.7,6962.2,7334.7
5000,Arkansas,94,    Monetary interest receipts,3058.1,3314.9,4111.4,3132.8,3634.9,3998.8,4001.7,4546.6
5000,Arkansas,95,  Rental income of persons,2404.5,2960.2,3237.1,3410.3,3686.5,3961.2,3986.3,4197.7
5000,Arkansas,96,    Imputed rent,1604.2,1995.1,2297.7,2402.8,2492.2,2816.6,2818.5,3041.1
5000,Arkansas,97,    Monetary rent,800.3,965.2,939.4,1007.5,1194.3,1144.5,1167.8,1156.6
5000,Arkansas,100,Population (persons) 3/,2921737,2938640,2949208,2956780,2964800,2975626,2988231,3004279
5000,Arkansas,,Per capita incomes (dollars),,,,,,,,
5000,Arkansas,110,Per capita personal income 4/,31866,33801,36124,35995,37985,39067,39746,41046
5000,Arkansas,120,Per capita net earnings 4/,18292,19166,20191,20678,21099,21171,21408,22123
5000,Arkansas,130,Per capita personal current transfer receipts 4/,8082,8197,8252,8373,8851,9214,9522,9674
5000,Arkansas,140,  Per capita income maintenance benefits 4/,845,862,877,892,887,885,860,831
5000,Arkansas,150,  Per capita unemployment insurance compensation 4/,322,240,206,160,94,91,67,53
5000,Arkansas,160,  Per capita retirement and other 4/,6914,7095,7169,7321,7869,8238,8595,8790
5000,Arkansas,170,"Per capita dividends, interest, and rent 4/",5493,6438,7681,6944,8036,8682,8816,9249
5000,Arkansas,171,  Per capita dividends 4/,1504,2122,2955,2599,3352,3654,3813,3897
5000,Arkansas,172,  Per capita interest 4/,3165,3309,3628,3192,3441,3697,3669,3955
5000,Arkansas,173,  Per capita rent 4/,823,1007,1098,1153,1243,1331,1334,1397
5000,Arkansas,,Place of work profile (millions of dollars),,,,,,,,
5000,Arkansas,180,Earnings by place of work,61175.4,63550.7,66962.6,69617.6,71380.5,72103.1,73128.7,75942.9
5000,Arkansas,190,  Wages and salaries,44757.8,46289.4,47879.7,48798.8,50460.5,52406.2,53861.5,55940.6
5000,Arkansas,200,  Supplements to wages and salaries,10504.3,10607.8,11313.6,11734.8,12100.9,12022.4,12283.4,12701.5
5000,Arkansas,201,    Employer contributions for employee pension and insurance funds 5/,6936.3,6875.4,7487.8,7873.1,8096.9,7914.6,8200.1,8526.1
5000,Arkansas,202,    Employer contributions for government social insurance,3568,3732.3,3825.8,3861.7,4004,4107.8,4083.3,4175.5
5000,Arkansas,210,  Proprietors' income,5913.3,6653.5,7769.3,9084,8819,7674.5,6983.9,7300.7
5000,Arkansas,220,    Farm proprietors' income,381.5,458.6,809.5,2167.1,1722.9,815.9,497.1,981.2
5000,Arkansas,230,    Nonfarm proprietors' income,5531.8,6195,6959.8,6916.9,7096.1,6858.6,6486.8,6319.5
5000,Arkansas,240,Total employment (number of jobs),1541272,1561948,1565142,1569249,1587285,1610206,1628582,1640722
5000,Arkansas,250,  Wage and salary employment,1219912,1223928,1229574,1231398,1243481,1264491,1279315,1286301
5000,Arkansas,260,  Proprietors employment,321360,338020,335568,337851,343804,345715,349267,354421
5000,Arkansas,270,    Farm proprietors employment 6/,42259,41670,40629,40643,40119,39841,39341,38692
5000,Arkansas,280,    Nonfarm proprietors employment,279101,296350,294939,297208,303685,305874,309926,315729
5000,Arkansas,290,Average earnings per job (dollars),39691,40687,42784,44364,44970,44779,44903,46286
5000,Arkansas,300,  Average wages and salaries,36689,37820,38940,39629,40580,41444,42102,43490
5000,Arkansas,310,  Average nonfarm proprietors' income,19820,20904,23597,23273,23367,22423,20930,20015
6000,California,,Place of residence profile,,,,,,,,
6000,California,10,Personal income (millions of dollars),1627839,1738413.1,1853467.2,1885672.4,2021640,2173299.7,2259413.9,2364129.4
6000,California,,Derivation of personal income,,,,,,,,
6000,California,45,Net earnings by place of residence,1062829.6,1132825.1,1205132.8,1233349.3,1300693.7,1384335.4,1439134.4,1524304.8
6000,California,50,Personal current transfer receipts,266907.1,268503.8,271100.6,282010.5,299637.7,323721.9,335046,331431.8
6000,California,60,  Income maintenance benefits 1/,32907.8,34168.7,34481.6,35328,35453.2,36042.1,34801.1,34080.9
6000,California,70,  Unemployment insurance compensation,22180,17563.9,13894.3,10729.6,6079.5,5268,5252.2,5181.3
6000,California,80,  Retirement and other,211819.3,216771.3,222724.7,235952.9,258105,282411.8,294992.7,292169.6
6000,California,90,"Dividends, interest, and rent",298102.3,337084.1,377233.9,370312.6,421308.7,465242.3,485233.4,508392.8
6000,California,91,  Personal dividend income,66890.1,85307.9,106069.4,101314.6,123966.7,139063.8,145218.5,149932.6
6000,California,92,  Personal interest income,155075,161170.7,172406,162537,177139.7,193469.2,195292.5,206850.9
6000,California,93,    Imputed interest receipts 2/,103576.5,106520.2,110134.3,108405.6,116621.2,127129.1,127891.4,132308.1
6000,California,94,    Monetary interest receipts,51498.5,54650.5,62271.8,54131.5,60518.5,66340.1,67401.1,74542.8
6000,California,95,  Rental income of persons,76137.1,90605.5,98758.4,106460.9,120202.3,132709.4,144722.4,151609.3
6000,California,96,    Imputed rent,44658.6,54505.3,58963.8,68319.8,77750.9,85792.4,94355.1,101552.8
6000,California,97,    Monetary rent,31478.6,36100.2,39794.7,38141.1,42451.5,46917,50367.3,50056.5
6000,California,100,Population (persons) 3/,37327690,37672654,38019006,38347383,38701278,39032444,39296476,39536653
6000,California,,Per capita incomes (dollars),,,,,,,,
6000,California,110,Per capita personal income 4/,43609,46145,48751,49173,52237,55679,57497,59796
6000,California,120,Per capita net earnings 4/,28473,30070,31698,32163,33609,35466,36622,38554
6000,California,130,Per capita personal current transfer receipts 4/,7150,7127,7131,7354,7742,8294,8526,8383
6000,California,140,  Per capita income maintenance benefits 4/,882,907,907,921,916,923,886,862
6000,California,150,  Per capita unemployment insurance compensation 4/,594,466,365,280,157,135,134,131
6000,California,160,  Per capita retirement and other 4/,5675,5754,5858,6153,6669,7235,7507,7390
6000,California,170,"Per capita dividends, interest, and rent 4/",7986,8948,9922,9657,10886,11919,12348,12859
6000,California,171,  Per capita dividends 4/,1792,2264,2790,2642,3203,3563,3695,3792
6000,California,172,  Per capita interest 4/,4154,4278,4535,4239,4577,4957,4970,5232
6000,California,173,  Per capita rent 4/,2040,2405,2598,2776,3106,3400,3683,3835
6000,California,,Place of work profile (millions of dollars),,,,,,,,
6000,California,180,Earnings by place of work,1186105.7,1248830,1325712.7,1374135.1,1449542.3,1542217.7,1603729.4,1697321.4
6000,California,190,  Wages and salaries,813694.4,847508.9,903208.8,933895.2,991782,1067152.6,1115732.5,1187475.7
6000,California,200,  Supplements to wages and salaries,195369.5,210178.5,211507.4,227948,237839.4,251231.3,257706,268870.7
6000,California,201,    Employer contributions for employee pension and insurance funds 5/,139837.9,151640,149983.3,164261.9,170662.6,179892.9,183808.9,191481.3
6000,California,202,    Employer contributions for government social insurance,55531.6,58538.5,61524.1,63686.1,67176.7,71338.3,73897.1,77389.5
6000,California,210,  Proprietors' income,177041.9,191142.5,210996.5,212292,219921,223833.8,230291,240975
6000,California,220,    Farm proprietors' income,6959.5,9948,11235.8,13241.3,15695.6,14996.9,12110.7,14702.4
6000,California,230,    Nonfarm proprietors' income,170082.3,181194.6,199760.7,199050.7,204225.3,208836.9,218180.3,226272.6
6000,California,240,Total employment (number of jobs),19642444,19986021,20666908,21319995,21998371,22688560,23169071,23584800
6000,California,250,  Wage and salary employment,14946231,15091751,15713601,16212158,16693308,17184799,17601469,17908517
6000,California,260,  Proprietors employment,4696213,4894270,4953307,5107837,5305063,5503761,5567602,5676283
6000,California,270,    Farm proprietors employment 6/,65373,64615,63286,64457,64081,65251,64615,64937
6000,California,280,    Nonfarm proprietors employment,4630840,4829655,4890021,5043380,5240982,5438510,5502987,5611346
6000,California,290,Average earnings per job (dollars),60385,62485,64147,64453,65893,67973,69219,71967
6000,California,300,  Average wages and salaries,54441,56157,57479,57605,59412,62099,63389,66308
6000,California,310,  Average nonfarm proprietors' income,36728,37517,40851,39468,38967,38400,39648,40324
8000,Colorado,,Place of residence profile,,,,,,,,
8000,Colorado,10,Personal income (millions of dollars),204691.9,222572,236687.4,248959,271101,284142.9,289620.9,306411.1
8000,Colorado,,Derivation of personal income,,,,,,,,
8000,Colorado,45,Net earnings by place of residence,135249.9,145467.3,154207.9,165644.7,179376.9,184520.6,185939.9,198691.5
8000,Colorado,50,Personal current transfer receipts,29592.7,30550.6,30700.8,31861.2,34194.3,36987.9,38552.9,39530
