SAINC30 Economic Profile,,,,,,,,,,,
(Millions of dollars) ,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,
State or DC,,,,,,,,,,,
GeoFips,GeoName,LineCode,Description,2003,2004,2005,2006,2007,2008,2009,2010
0,United States,171,  Per capita dividends 4/,1490,1918,1955,2422,2706,2646,1803,1758
0,United States,172,  Per capita interest 4/,3453,3234,3713,4130,4532,4581,4224,3991
0,United States,173,  Per capita rent 4/,798,850,785,678,612,844,1067,1274
0,United States,,Place of work profile (millions of dollars),,,,,,,,
0,United States,180,Earnings by place of work,7243665,7675133,8039648,8519777,8866784,9013458,8688446,9023198
0,United States,190,  Wages and salaries,5133728,5416803,5688398,6051357,6392832,6531099,6241491,6363368
0,United States,200,  Supplements to wages and salaries,1210736,1293698,1369719,1417923,1477079,1517532,1504178,1546444
0,United States,201,    Employer contributions for employee pension and insurance funds 5/,828879,885655,942364,971322,1016102,1046848,1046866,1078294
0,United States,202,    Employer contributions for government social insurance,381857,408043,427355,446601,460977,470684,457312,468150
0,United States,210,  Proprietors' income,899201,964632,981531,1050497,996873,964827,942777,1113386
0,United States,220,    Farm proprietors' income,38811,54126,50304,33928,43084,44100,32307,43664
0,United States,230,    Nonfarm proprietors' income,860390,910506,931227,1016569,953789,920727,910470,1069722
0,United States,240,Total employment (number of jobs),165921500,168839700,172338400,175868600,179543700,179213900,173636700,172901700
0,United States,250,  Wage and salary employment,135967000,137404000,139341000,141660000,143170000,142584000,136242000,135393000
0,United States,260,  Proprietors employment,29954500,31435700,32997400,34208600,36373700,36629900,37394700,37508700
0,United States,270,    Farm proprietors employment 6/,1953000,1894000,1875000,1827000,1914000,1897000,1884000,1882000
0,United States,280,    Nonfarm proprietors employment,28001500,29541700,31122400,32381600,34459700,34732900,35510700,35626700
0,United States,290,Average earnings per job (dollars),43657,45458,46650,48444,49385,50294,50038,52187
0,United States,300,  Average wages and salaries,37757,39422,40824,42717,44652,45805,45812,46999
0,United States,310,  Average nonfarm proprietors' income,30727,30821,29921,31393,27678,26509,25639,30026
1000,Alabama,,Place of residence profile,,,,,,,,
1000,Alabama,10,Personal income (millions of dollars),120209.9,128669.9,136215.3,144914.3,152210.6,157479.5,155254.7,161965.5
1000,Alabama,,Derivation of personal income,,,,,,,,
1000,Alabama,45,Net earnings by place of residence,77532.8,82722.7,87393.3,92166.1,95066.1,95443.1,93652.7,96225.8
1000,Alabama,50,Personal current transfer receipts,21812.3,23106.9,24851.2,26763.9,28811.5,32178.8,34676.8,37978.3
1000,Alabama,60,  Income maintenance benefits 1/,2460.6,2650.9,2859.8,2874.8,3274.2,3470.1,4074.1,4563.7
1000,Alabama,70,  Unemployment insurance compensation,411.2,283.6,245.3,233.1,252.6,419.4,1094.5,1163.6
1000,Alabama,80,  Retirement and other,18940.5,20172.4,21746.1,23655.9,25284.7,28289.3,29508.2,32251
1000,Alabama,90,"Dividends, interest, and rent",20864.8,22840.3,23970.9,25984.3,28333.1,29857.6,26925.2,27761.4
1000,Alabama,91,  Personal dividend income,5187.8,7534.1,7460.3,8767.9,9888.9,9944.1,6921.6,6728.9
1000,Alabama,92,  Personal interest income,12931.4,12358.7,14033.7,15090,16604.2,17323.2,16578.5,16805.5
1000,Alabama,93,    Imputed interest receipts 2/,8914.2,9120.9,9549.8,9961.2,10616.8,11461.6,11750.5,11999.4
1000,Alabama,94,    Monetary interest receipts,4017.2,3237.8,4483.9,5128.8,5987.4,5861.7,4828.1,4806.1
1000,Alabama,95,  Rental income of persons,2745.6,2947.6,2476.9,2126.5,1840,2590.3,3425,4227
1000,Alabama,96,    Imputed rent,2113.3,2350.9,1847.3,1474.3,1119.2,1693.2,2544.1,3194.9
1000,Alabama,97,    Monetary rent,632.2,596.6,629.6,652.1,720.8,897.1,880.9,1032.1
1000,Alabama,100,Population (persons) 3/,4503491,4530729,4569805,4628981,4672840,4718206,4757938,4785579
1000,Alabama,,Per capita incomes (dollars),,,,,,,,
1000,Alabama,110,Per capita personal income 4/,26693,28399,29808,31306,32573,33377,32631,33844
1000,Alabama,120,Per capita net earnings 4/,17216,18258,19124,19911,20344,20229,19683,20107
1000,Alabama,130,Per capita personal current transfer receipts 4/,4843,5100,5438,5782,6166,6820,7288,7936
1000,Alabama,140,  Per capita income maintenance benefits 4/,546,585,626,621,701,735,856,954
1000,Alabama,150,  Per capita unemployment insurance compensation 4/,91,63,54,50,54,89,230,243
1000,Alabama,160,  Per capita retirement and other 4/,4206,4452,4759,5110,5411,5996,6202,6739
1000,Alabama,170,"Per capita dividends, interest, and rent 4/",4633,5041,5245,5613,6063,6328,5659,5801
1000,Alabama,171,  Per capita dividends 4/,1152,1663,1633,1894,2116,2108,1455,1406
1000,Alabama,172,  Per capita interest 4/,2871,2728,3071,3260,3553,3672,3484,3512
1000,Alabama,173,  Per capita rent 4/,610,651,542,459,394,549,720,883
1000,Alabama,,Place of work profile (millions of dollars),,,,,,,,
1000,Alabama,180,Earnings by place of work,85908.5,91565.7,96828,102222.5,105563.7,106215,104184.6,107048.2
1000,Alabama,190,  Wages and salaries,62193.4,65590.7,69328.2,73732.1,77269,79137.6,76306.3,77298.1
1000,Alabama,200,  Supplements to wages and salaries,14925.8,16034.4,17068.7,17414.6,18017.2,18501.3,19032.7,19528.6
1000,Alabama,201,    Employer contributions for employee pension and insurance funds 5/,10256.3,11160.9,11915.5,12057.5,12433.5,12755.8,13425.6,13626.8
1000,Alabama,202,    Employer contributions for government social insurance,4669.5,4873.5,5153.2,5357.1,5583.8,5745.5,5607.1,5901.7
1000,Alabama,210,  Proprietors' income,8789.3,9940.6,10431.2,11075.8,10277.5,8576.1,8845.6,10221.5
1000,Alabama,220,    Farm proprietors' income,1151.5,1598.2,1496.6,820.1,607,649.3,706.7,564.8
1000,Alabama,230,    Nonfarm proprietors' income,7637.7,8342.4,8934.5,10255.7,9670.5,7926.8,8138.9,9656.6
1000,Alabama,240,Total employment (number of jobs),2371430,2425649,2486833,2545556,2604078,2582591,2479507,2460298
1000,Alabama,250,  Wage and salary employment,1965711,2000342,2036267,2073063,2095767,2075014,1968098,1949629
1000,Alabama,260,  Proprietors employment,405719,425307,450566,472493,508311,507577,511409,510669
1000,Alabama,270,    Farm proprietors employment 6/,40802,39137,38955,37981,43127,41846,41130,40745
1000,Alabama,280,    Nonfarm proprietors employment,364917,386170,411611,434512,465184,465731,470279,469924
1000,Alabama,290,Average earnings per job (dollars),36226,37749,38936,40157,40538,41127,42018,43510
1000,Alabama,300,  Average wages and salaries,31639,32790,34047,35567,36869,38138,38772,39648
1000,Alabama,310,  Average nonfarm proprietors' income,20930,21603,21706,23603,20789,17020,17306,20549
2000,Alaska,,Place of residence profile,,,,,,,,
2000,Alaska,10,Personal income (millions of dollars),23190.6,24270.4,25888.5,27607,29712.5,32701.9,32749.1,35162.9
2000,Alaska,,Derivation of personal income,,,,,,,,
2000,Alaska,45,Net earnings by place of residence,16360.7,17307.5,18492.2,19547.3,20623.6,21713.8,22705,24123.5
2000,Alaska,50,Personal current transfer receipts,3245.9,3208.4,3404.5,3615.5,4083.8,5461.3,4747.7,5336
2000,Alaska,60,  Income maintenance benefits 1/,333.9,353.6,381.2,397.8,421.6,455.5,585.5,773.4
2000,Alaska,70,  Unemployment insurance compensation,166.5,123.5,107.2,96.5,90.4,111.2,215.4,270.6
2000,Alaska,80,  Retirement and other,2745.5,2731.2,2916.1,3121.1,3571.8,4894.7,3946.7,4291.9
2000,Alaska,90,"Dividends, interest, and rent",3584,3754.5,3991.9,4444.2,5005.1,5526.7,5296.5,5703.4
2000,Alaska,91,  Personal dividend income,682.6,920.9,1002.7,1277.8,1585.8,1786.7,1380.5,1471.6
2000,Alaska,92,  Personal interest income,2439.4,2296.9,2553.6,2761.2,3042.6,3198.4,3204.7,3307.2
2000,Alaska,93,    Imputed interest receipts 2/,1890.8,1869.8,1942.6,2029.4,2130.2,2272,2470.2,2579.2
2000,Alaska,94,    Monetary interest receipts,548.6,427.1,611,731.8,912.4,926.4,734.5,728
2000,Alaska,95,  Rental income of persons,462,536.7,435.6,405.2,376.7,541.6,711.3,924.6
2000,Alaska,96,    Imputed rent,284,311.8,258.7,200.2,151.6,251.6,394.4,552.9
2000,Alaska,97,    Monetary rent,178.1,224.9,176.8,205,225.2,289.9,316.8,371.7
2000,Alaska,100,Population (persons) 3/,648414,659286,666946,675302,680300,687455,698895,714015
2000,Alaska,,Per capita incomes (dollars),,,,,,,,
2000,Alaska,110,Per capita personal income 4/,35765,36813,38817,40881,43676,47569,46858,49247
2000,Alaska,120,Per capita net earnings 4/,25232,26252,27727,28946,30315,31586,32487,33786
2000,Alaska,130,Per capita personal current transfer receipts 4/,5006,4866,5105,5354,6003,7944,6793,7473
2000,Alaska,140,  Per capita income maintenance benefits 4/,515,536,572,589,620,663,838,1083
2000,Alaska,150,  Per capita unemployment insurance compensation 4/,257,187,161,143,133,162,308,379
2000,Alaska,160,  Per capita retirement and other 4/,4234,4143,4372,4622,5250,7120,5647,6011
2000,Alaska,170,"Per capita dividends, interest, and rent 4/",5527,5695,5985,6581,7357,8039,7578,7988
2000,Alaska,171,  Per capita dividends 4/,1053,1397,1503,1892,2331,2599,1975,2061
2000,Alaska,172,  Per capita interest 4/,3762,3484,3829,4089,4472,4653,4585,4632
2000,Alaska,173,  Per capita rent 4/,713,814,653,600,554,788,1018,1295
2000,Alaska,,Place of work profile (millions of dollars),,,,,,,,
2000,Alaska,180,Earnings by place of work,18952.1,19930.4,21161,22329.8,23393.3,24430.4,25470.7,26980.1
2000,Alaska,190,  Wages and salaries,12794.9,13460.8,14256.3,15122.6,16103.3,17038,17532.6,17998.1
2000,Alaska,200,  Supplements to wages and salaries,3730.6,3993.5,4327.2,4471.8,4681,4773.1,5004.5,5174.3
2000,Alaska,201,    Employer contributions for employee pension and insurance funds 5/,2758.6,2954.6,3210.2,3255.5,3433.4,3493.2,3702.4,3836.1
2000,Alaska,202,    Employer contributions for government social insurance,972,1038.9,1117,1216.2,1247.6,1279.8,1302.1,1338.3
2000,Alaska,210,  Proprietors' income,2426.7,2476.1,2577.4,2735.4,2609,2619.3,2933.7,3807.6
2000,Alaska,220,    Farm proprietors' income,5.7,8.2,7.8,4,2.9,-12.9,-14.2,-12.7
2000,Alaska,230,    Nonfarm proprietors' income,2421,2467.9,2569.6,2731.4,2606.1,2632.2,2947.8,3820.3
2000,Alaska,240,Total employment (number of jobs),405621,413864,421419,431320,439825,443538,442447,443904
2000,Alaska,250,  Wage and salary employment,323689,329719,335454,342900,346504,351102,350471,352399
2000,Alaska,260,  Proprietors employment,81932,84145,85965,88420,93321,92436,91976,91505
2000,Alaska,270,    Farm proprietors employment 6/,516,518,540,535,577,587,596,609
2000,Alaska,280,    Nonfarm proprietors employment,81416,83627,85425,87885,92744,91849,91380,90896
2000,Alaska,290,Average earnings per job (dollars),46724,48157,50214,51771,53188,55081,57568,60779
2000,Alaska,300,  Average wages and salaries,39528,40825,42499,44102,46474,48527,50026,51073
2000,Alaska,310,  Average nonfarm proprietors' income,29736,29510,30080,31079,28099,28658,32259,42029
4000,Arizona,,Place of residence profile,,,,,,,,
4000,Arizona,10,Personal income (millions of dollars),154810.7,169309.9,188149,209009.7,220652.4,223221.9,211397.7,215012.4
4000,Arizona,,Derivation of personal income,,,,,,,,
4000,Arizona,45,Net earnings by place of residence,102267.3,112030.5,123338.9,136945.9,142747,140166.9,129713.5,130278.7
4000,Arizona,50,Personal current transfer receipts,23475.1,25775.1,28487.2,31132.1,33784,39360.2,44010.5,47885.7
4000,Arizona,60,  Income maintenance benefits 1/,2177.9,2376.7,2629.6,2722.7,2942,3307.2,4223.9,4646.3
4000,Arizona,70,  Unemployment insurance compensation,511.7,358.8,293.7,252.2,312.1,564.2,1627.1,1901.1
4000,Arizona,80,  Retirement and other,20785.5,23039.6,25563.9,28157.3,30529.9,35488.8,38159.4,41338.3
4000,Arizona,90,"Dividends, interest, and rent",29068.3,31504.3,36322.9,40931.7,44121.5,43694.8,37673.8,36848
4000,Arizona,91,  Personal dividend income,6988.1,9601.7,10599.4,13324.8,14859.4,13061.5,8604.8,8703.7
4000,Arizona,92,  Personal interest income,18021.8,17398.7,21090.7,23353.6,25698.3,25591.8,22639.7,20871.7
4000,Arizona,93,    Imputed interest receipts 2/,11412.6,11796.9,12919.2,13693.2,14607.4,15255.6,14679.4,14093.6
4000,Arizona,94,    Monetary interest receipts,6609.3,5601.9,8171.5,9660.4,11090.9,10336.1,7960.2,6778.2
4000,Arizona,95,  Rental income of persons,4058.4,4503.9,4632.8,4253.3,3563.7,5041.5,6429.3,7272.5
4000,Arizona,96,    Imputed rent,3227.7,3625.3,3672.5,3217.3,2313,3453.2,4794.9,5374.7
4000,Arizona,97,    Monetary rent,830.7,878.6,960.3,1036,1250.7,1588.3,1634.4,1897.8
4000,Arizona,100,Population (persons) 3/,5510364,5652404,5839077,6029141,6167681,6280362,6343154,6407002
4000,Arizona,,Per capita incomes (dollars),,,,,,,,
4000,Arizona,110,Per capita personal income 4/,28094,29954,32222,34667,35776,35543,33327,33559
4000,Arizona,120,Per capita net earnings 4/,18559,19820,21123,22714,23144,22318,20449,20334
4000,Arizona,130,Per capita personal current transfer receipts 4/,4260,4560,4879,5164,5478,6267,6938,7474
4000,Arizona,140,  Per capita income maintenance benefits 4/,395,420,450,452,477,527,666,725
4000,Arizona,150,  Per capita unemployment insurance compensation 4/,93,63,50,42,51,90,257,297
4000,Arizona,160,  Per capita retirement and other 4/,3772,4076,4378,4670,4950,5651,6016,6452
4000,Arizona,170,"Per capita dividends, interest, and rent 4/",5275,5574,6221,6789,7154,6957,5939,5751
4000,Arizona,171,  Per capita dividends 4/,1268,1699,1815,2210,2409,2080,1357,1358
4000,Arizona,172,  Per capita interest 4/,3271,3078,3612,3873,4167,4075,3569,3258
4000,Arizona,173,  Per capita rent 4/,737,797,793,705,578,803,1014,1135
4000,Arizona,,Place of work profile (millions of dollars),,,,,,,,
4000,Arizona,180,Earnings by place of work,114295.1,124975.8,137528.8,152576.3,159264.7,156856.4,145557.3,146275.2
4000,Arizona,190,  Wages and salaries,85001.2,92157.4,101120.4,111470.4,117290.4,117223.9,109645.5,109158.5
4000,Arizona,200,  Supplements to wages and salaries,17674,18963,20640,23073.3,25287.2,26642.4,25469.3,25432.9
4000,Arizona,201,    Employer contributions for employee pension and insurance funds 5/,11489.5,12288.4,13376.7,15134.5,16826.9,18064,17398.6,17335.3
4000,Arizona,202,    Employer contributions for government social insurance,6184.5,6674.6,7263.3,7938.9,8460.3,8578.4,8070.7,8097.6
4000,Arizona,210,  Proprietors' income,11619.9,13855.3,15768.4,18032.5,16687.1,12990.1,10442.6,11683.9
4000,Arizona,220,    Farm proprietors' income,351.3,626.7,546.6,293.5,358.5,164.5,-23.8,216.8
4000,Arizona,230,    Nonfarm proprietors' income,11268.5,13228.7,15221.8,17739,16328.6,12825.6,10466.3,11467
4000,Arizona,240,Total employment (number of jobs),2917121,3041476,3219820,3375218,3465075,3402808,3228493,3181571
4000,Arizona,250,  Wage and salary employment,2393694,2479989,2610087,2738783,2773088,2706550,2515005,2473095
4000,Arizona,260,  Proprietors employment,523427,561487,609733,636435,691987,696258,713488,708476
4000,Arizona,270,    Farm proprietors employment 6/,9727,9541,9557,9446,15029,15640,16253,17192
4000,Arizona,280,    Nonfarm proprietors employment,513700,551946,600176,626989,676958,680618,697235,691284
4000,Arizona,290,Average earnings per job (dollars),39181,41091,42713,45205,45963,46096,45085,45976
4000,Arizona,300,  Average wages and salaries,35510,37160,38742,40701,42296,43311,43597,44138
4000,Arizona,310,  Average nonfarm proprietors' income,21936,23967,25362,28292,24121,18844,15011,16588
5000,Arkansas,,Place of residence profile,,,,,,,,
5000,Arkansas,10,Personal income (millions of dollars),69722,74158.9,78138.5,83020.8,88484.9,91798.2,90242.5,93103.2
5000,Arkansas,,Derivation of personal income,,,,,,,,
5000,Arkansas,45,Net earnings by place of residence,44948.7,47960.5,49491.5,51270.3,53330.1,53254.3,51862.8,53443.1
5000,Arkansas,50,Personal current transfer receipts,13390.8,14350,15395.3,16810,18176.2,20266.7,21996.6,23612.4
5000,Arkansas,60,  Income maintenance benefits 1/,1381.6,1492.1,1637.5,1698,1797.7,1873.2,2234.1,2469.8
5000,Arkansas,70,  Unemployment insurance compensation,406.2,295.8,271.7,280.2,328.8,462,1054.8,940.4
5000,Arkansas,80,  Retirement and other,11603,12562.1,13486.1,14831.8,16049.8,17931.4,18707.7,20202.2
5000,Arkansas,90,"Dividends, interest, and rent",11382.4,11848.4,13251.7,14940.6,16978.5,18277.2,16383,16047.7
5000,Arkansas,91,  Personal dividend income,2723.9,3697.1,4047.3,5238.5,6231.6,6451.9,4394.6,4394.9
5000,Arkansas,92,  Personal interest income,7150.3,6683.1,7763,8439,9637,10307.6,10055.3,9248.3
5000,Arkansas,93,    Imputed interest receipts 2/,4764.3,4836.3,5134.5,5278.5,5696.4,6174.8,6427,6190.2
5000,Arkansas,94,    Monetary interest receipts,2386,1846.8,2628.5,3160.5,3940.6,4132.8,3628.4,3058.1
5000,Arkansas,95,  Rental income of persons,1508.2,1468.2,1441.4,1263.1,1109.9,1517.7,1933.1,2404.5
5000,Arkansas,96,    Imputed rent,1114,1064.5,988.1,780.5,600.2,848.7,1266.8,1604.2
5000,Arkansas,97,    Monetary rent,394.2,403.7,453.3,482.6,509.7,669.1,666.3,800.3
5000,Arkansas,100,Population (persons) 3/,2724816,2749686,2781097,2821761,2848650,2874554,2896843,2921737
5000,Arkansas,,Per capita incomes (dollars),,,,,,,,
5000,Arkansas,110,Per capita personal income 4/,25588,26970,28096,29422,31062,31935,31152,31866
5000,Arkansas,120,Per capita net earnings 4/,16496,17442,17796,18170,18721,18526,17903,18292
5000,Arkansas,130,Per capita personal current transfer receipts 4/,4914,5219,5536,5957,6381,7050,7593,8082
5000,Arkansas,140,  Per capita income maintenance benefits 4/,507,543,589,602,631,652,771,845
5000,Arkansas,150,  Per capita unemployment insurance compensation 4/,149,108,98,99,115,161,364,322
5000,Arkansas,160,  Per capita retirement and other 4/,4258,4569,4849,5256,5634,6238,6458,6914
5000,Arkansas,170,"Per capita dividends, interest, and rent 4/",4177,4309,4765,5295,5960,6358,5655,5493
5000,Arkansas,171,  Per capita dividends 4/,1000,1345,1455,1856,2188,2244,1517,1504
5000,Arkansas,172,  Per capita interest 4/,2624,2430,2791,2991,3383,3586,3471,3165
5000,Arkansas,173,  Per capita rent 4/,554,534,518,448,390,528,667,823
5000,Arkansas,,Place of work profile (millions of dollars),,,,,,,,
5000,Arkansas,180,Earnings by place of work,51019.3,54284.8,56136.2,58335.6,60613.1,60786.5,59375.5,61175.4
5000,Arkansas,190,  Wages and salaries,35118.6,37224,39076.6,41363,43531.6,44463.8,44017.7,44757.8
5000,Arkansas,200,  Supplements to wages and salaries,8399.4,8874,9438.4,9742.1,10102.8,10318.5,10260.9,10504.3
5000,Arkansas,201,    Employer contributions for employee pension and insurance funds 5/,5652.4,5997.8,6430.2,6549.3,6799.1,6886.6,6827.4,6936.3
5000,Arkansas,202,    Employer contributions for government social insurance,2746.9,2876.2,3008.2,3192.7,3303.7,3431.9,3433.5,3568
5000,Arkansas,210,  Proprietors' income,7501.3,8186.7,7621.3,7230.5,6978.8,6004.2,5096.9,5913.3
5000,Arkansas,220,    Farm proprietors' income,2122,2461.9,1615.8,1258,1628.8,1293.9,668.7,381.5
5000,Arkansas,230,    Nonfarm proprietors' income,5379.3,5724.8,6005.5,5972.5,5350,4710.3,4428.2,5531.8
5000,Arkansas,240,Total employment (number of jobs),1482035,1505095,1537680,1567682,1582858,1579283,1542944,1541272
5000,Arkansas,250,  Wage and salary employment,1202294,1215751,1232788,1257506,1259279,1259243,1221329,1219912
5000,Arkansas,260,  Proprietors employment,279741,289344,304892,310176,323579,320040,321615,321360
5000,Arkansas,270,    Farm proprietors employment 6/,44406,43420,42861,41518,43650,43259,42629,42259
5000,Arkansas,280,    Nonfarm proprietors employment,235335,245924,262031,268658,279929,276781,278986,279101
5000,Arkansas,290,Average earnings per job (dollars),34425,36067,36507,37211,38293,38490,38482,39691
5000,Arkansas,300,  Average wages and salaries,29210,30618,31698,32893,34569,35310,36041,36689
5000,Arkansas,310,  Average nonfarm proprietors' income,22858,23279,22919,22231,19112,17018,15873,19820
6000,California,,Place of residence profile,,,,,,,,
6000,California,10,Personal income (millions of dollars),1249800.3,1329225.1,1408965.3,1517898.2,1583029.8,1606764.5,1554229.7,1627839
6000,California,,Derivation of personal income,,,,,,,,
6000,California,45,Net earnings by place of residence,870019.1,928196.6,972768.2,1032533.8,1065406.4,1053099.2,1014005.9,1062829.6
6000,California,50,Personal current transfer receipts,154242.4,161451.8,169300.7,181853.3,192795,218067.1,241051.1,266907.1
6000,California,60,  Income maintenance benefits 1/,21899.1,23161.1,24619.4,25486.5,26462.5,27660.4,30778.1,32907.8
6000,California,70,  Unemployment insurance compensation,7290,5216,4525.4,4358.6,5036.1,7984,19154,22180
6000,California,80,  Retirement and other,125053.3,133074.7,140155.9,152008.2,161296.4,182422.7,191119,211819.3
6000,California,90,"Dividends, interest, and rent",225538.8,239576.7,266896.4,303511.2,324828.4,335598.2,299172.6,298102.3
6000,California,91,  Personal dividend income,52777.7,69244,72713.1,92871.9,102290,98676.7,67041.2,66890.1
6000,California,92,  Personal interest income,128728.6,121056.2,146525.4,168484.5,185295.2,184533.4,168579.1,155075
6000,California,93,    Imputed interest receipts 2/,82822.6,83040.9,89635.3,96497.3,102961.6,107319.8,107396.6,103576.5
6000,California,94,    Monetary interest receipts,45906,38015.3,56890.1,71987.2,82333.6,77213.6,61182.5,51498.5
6000,California,95,  Rental income of persons,44032.5,49276.5,47657.9,42154.8,37243.2,52388.1,63552.3,76137.1
6000,California,96,    Imputed rent,29000.7,33512.3,30565.1,23822.5,16474.6,25982.4,36696.2,44658.6
6000,California,97,    Monetary rent,15031.8,15764.2,17092.8,18332.3,20768.5,26405.7,26856.1,31478.6
6000,California,100,Population (persons) 3/,35253159,35574576,35827943,36021202,36250311,36604337,36961229,37327690
6000,California,,Per capita incomes (dollars),,,,,,,,
6000,California,110,Per capita personal income 4/,35452,37364,39326,42139,43669,43895,42050,43609
6000,California,120,Per capita net earnings 4/,24679,26092,27151,28665,29390,28770,27434,28473
6000,California,130,Per capita personal current transfer receipts 4/,4375,4538,4725,5049,5318,5957,6522,7150
6000,California,140,  Per capita income maintenance benefits 4/,621,651,687,708,730,756,833,882
6000,California,150,  Per capita unemployment insurance compensation 4/,207,147,126,121,139,218,518,594
6000,California,160,  Per capita retirement and other 4/,3547,3741,3912,4220,4450,4984,5171,5675
6000,California,170,"Per capita dividends, interest, and rent 4/",6398,6734,7449,8426,8961,9168,8094,7986
6000,California,171,  Per capita dividends 4/,1497,1946,2030,2578,2822,2696,1814,1792
6000,California,172,  Per capita interest 4/,3652,3403,4090,4677,5112,5041,4561,4154
6000,California,173,  Per capita rent 4/,1249,1385,1330,1170,1027,1431,1719,2040
6000,California,,Place of work profile (millions of dollars),,,,,,,,
6000,California,180,Earnings by place of work,973505.7,1041454.1,1091292.1,1154635.2,1189611.2,1179852.8,1136583.5,1186105.7
6000,California,190,  Wages and salaries,666057.7,705728.2,742516.1,791450.3,834657.4,843120.6,798912.4,813694.4
6000,California,200,  Supplements to wages and salaries,161128.5,176144.3,184685.8,189157.8,195398.6,198914.5,190410.9,195369.5
6000,California,201,    Employer contributions for employee pension and insurance funds 5/,110247,119799.3,126376.8,130381.1,136753.6,140490.3,134844.8,139837.9
6000,California,202,    Employer contributions for government social insurance,50881.5,56344.9,58309.1,58776.7,58645,58424.1,55566.1,55531.6
6000,California,210,  Proprietors' income,146319.5,159581.6,164090.2,174027.1,159555.1,137817.7,147260.3,177041.9
6000,California,220,    Farm proprietors' income,5128.8,6898.5,6611.6,4713,7545.3,5313.6,6061.1,6959.5
6000,California,230,    Nonfarm proprietors' income,141190.7,152683.1,157478.6,169314.2,152009.9,132504.1,141199.2,170082.3
6000,California,240,Total employment (number of jobs),19478671,19784145,20126877,20505187,20888396,20654292,19837628,19642444
6000,California,250,  Wage and salary employment,15591389,15682676,15870028,16116466,16241789,16052090,15151262,14946231
6000,California,260,  Proprietors employment,3887282,4101469,4256849,4388721,4646607,4602202,4686366,4696213
6000,California,270,    Farm proprietors employment 6/,69670,66790,65734,63912,67493,66821,65844,65373
6000,California,280,    Nonfarm proprietors employment,3817612,4034679,4191115,4324809,4579114,4535381,4620522,4630840
6000,California,290,Average earnings per job (dollars),49978,52641,54221,56309,56951,57124,57294,60385
6000,California,300,  Average wages and salaries,42720,45000,46787,49108,51390,52524,52729,54441
6000,California,310,  Average nonfarm proprietors' income,36984,37843,37574,39150,33196,29216,30559,36728
8000,Colorado,,Place of residence profile,,,,,,,,
8000,Colorado,10,Personal income (millions of dollars),157543.2,163427,174771.6,188803.3,201227.3,207772.7,198147.2,204691.9
8000,Colorado,,Derivation of personal income,,,,,,,,
8000,Colorado,45,Net earnings by place of residence,112154,116327.8,123195,131317.8,137656.6,139553.4,131571.1,135249.9
8000,Colorado,50,Personal current transfer receipts,15583.3,16241.1,17548.6,18853,20192.5,23523.8,26130.1,29592.7
8000,Colorado,60,  Income maintenance benefits 1/,1357.5,1476.6,1634.5,1655.1,1730.7,1935.6,2406.9,2706.4
