SAGDP4N Compensation of employees 1/,,,,,,,
(Thousands of dollars) ,,,,,,,
Bureau of Economic Analysis ,,,,,,,
State or DC,,,,,,,
GeoFips,GeoName,LineCode,Description,1999,2000,2001,2002
1000,Alabama,46,      Publishing industries (except Internet),299192,313765,341376,333273
1000,Alabama,47,      Motion picture and sound recording industries,26966,26440,28632,30344
1000,Alabama,48,      Broadcasting (except Internet) and telecommunications,1158651,1235315,1295896,1313285
1000,Alabama,49,"      Data processing, hosting, and other information services",163717,137030,151348,137983
1000,Alabama,50,"    Finance, insurance, real estate, rental, and leasing",3759529,3948500,4208569,4481855
1000,Alabama,51,      Finance and insurance,3116346,3262256,3499426,3697519
1000,Alabama,52,"        Monetary Authorities- central bank, credit intermediation, and related services",1548345,1609464,(D),(D)
1000,Alabama,53,"        Securities, commodity contracts, and other financial investments and related activities",335625,369962,375683,364821
1000,Alabama,54,        Insurance carriers and related activities,1225578,1276311,1387941,1435717
1000,Alabama,55,"        Funds, trusts, and other financial vehicles",6797,6519,(D),(D)
1000,Alabama,56,      Real estate and rental and leasing,643183,686244,709143,784336
1000,Alabama,57,        Real estate,396397,405198,424147,460835
1000,Alabama,58,        Rental and leasing services and lessors of nonfinancial intangible assets,246786,281045,284996,323501
1000,Alabama,59,    Professional and business services,6293178,6767790,7157907,7530565
1000,Alabama,60,"      Professional, scientific, and technical services",4021333,4298456,4533463,4741413
1000,Alabama,61,        Legal services,725128,780119,866321,886031
1000,Alabama,62,        Computer systems design and related services,853772,909505,1012009,1074451
1000,Alabama,63,"        Miscellaneous professional, scientific, and technical services",2442433,2608832,2655133,2780931
1000,Alabama,64,      Management of companies and enterprises,491402,523094,596132,629439
1000,Alabama,65,      Administrative and support and waste management and remediation services,1780442,1946240,2028311,2159713
1000,Alabama,66,        Administrative and support services,1649089,1818773,1902168,2032074
1000,Alabama,67,        Waste management and remediation services,131353,127468,126143,127639
1000,Alabama,68,"    Educational services, health care, and social assistance",5931731,6299609,6614495,7143584
1000,Alabama,69,      Educational services,438777,464575,466361,522664
1000,Alabama,70,      Health care and social assistance,5492955,5835034,6148134,6620921
1000,Alabama,71,        Ambulatory health care services,2992397,3128116,3291138,3476864
1000,Alabama,72,        Hospitals,1427925,1580989,1707272,1875202
1000,Alabama,73,        Nursing and residential care facilities,678925,710902,763346,827469
1000,Alabama,74,        Social assistance,393708,415027,386378,441386
1000,Alabama,75,"    Arts, entertainment, recreation, accommodation, and food services",2039021,2088414,(D),2261007
1000,Alabama,76,"      Arts, entertainment, and recreation",261435,271610,293204,308488
1000,Alabama,77,"        Performing arts, spectator sports, museums, and related activities",66423,71980,81822,89152
1000,Alabama,78,"        Amusement, gambling, and recreation industries",195012,199630,211382,219335
1000,Alabama,79,      Accommodation and food services,1777586,1816804,(D),1952519
1000,Alabama,80,        Accommodation,260560,273029,(D),264396
1000,Alabama,81,        Food services and drinking places,1517026,1543775,1636645,1688123
1000,Alabama,82,    Other services (except government and government enterprises),2203523,2310829,2388984,2551308
1000,Alabama,83,  Government and government enterprises,14505708,15105421,15832063,16733118
1000,Alabama,84,    Federal civilian,3093247,3277824,3310763,3585789
1000,Alabama,85,    Military,1049769,1025908,1101084,1310268
1000,Alabama,86,    State and local,10362692,10801689,11420216,11837061
1000,Alabama,,Addenda:,,,,
1000,Alabama,87,Natural resources and mining,965828,916851,(D),932996
1000,Alabama,88,Trade,8696134,9051300,9203416,9430852
1000,Alabama,89,Transportation and utilities,3260172,3396954,3508368,3475706
1000,Alabama,90,Private goods-producing industries 2/,18888228,19083488,(D),18729346
1000,Alabama,91,Private services-providing industries 3/,33831815,35575946,(D),38689762
2000,Alaska,1,All industry total,13127837,13893157,14883323,15703720
2000,Alaska,2,  Private industries,8350251,8914155,9623223,10003181
2000,Alaska,3,"    Agriculture, forestry, fishing, and hunting",77663,72765,(D),46324
2000,Alaska,4,      Farms,10060,6869,6903,6835
2000,Alaska,5,"      Forestry, fishing, and related activities",67603,65896,(D),39489
2000,Alaska,6,"    Mining, quarrying, and oil and gas extraction",937099,1088252,(D),1118497
2000,Alaska,7,      Oil and gas extraction,406834,434389,468891,463262
2000,Alaska,8,      Mining (except oil and gas),112183,117121,(D),115787
2000,Alaska,9,      Support activities for mining,418082,536742,623614,539449
2000,Alaska,10,    Utilities,118010,124077,132204,151269
2000,Alaska,11,    Construction,814092,840711,943093,1046089
2000,Alaska,12,    Manufacturing,510162,498190,519169,493444
2000,Alaska,13,      Durable goods manufacturing,84764,86252,(D),(D)
2000,Alaska,14,        Wood product manufacturing,21141,18347,19967,12751
2000,Alaska,15,        Nonmetallic mineral product manufacturing,19909,21337,23483,23567
2000,Alaska,16,        Primary metal manufacturing,(T),(T),(D),(D)
2000,Alaska,17,        Fabricated metal product manufacturing,16621,19352,18396,18771
2000,Alaska,18,        Machinery manufacturing,(T),(T),2214,3948
2000,Alaska,19,        Computer and electronic product manufacturing,(T),(T),(D),(D)
2000,Alaska,20,"        Electrical equipment, appliance, and component manufacturing",(T),(T),604,492
2000,Alaska,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",(T),(T),(D),748
2000,Alaska,22,        Other transportation equipment manufacturing,(T),(T),8112,9763
2000,Alaska,23,        Furniture and related product manufacturing,(T),(T),3546,3715
2000,Alaska,24,        Miscellaneous manufacturing,(T),(T),7075,7557
2000,Alaska,25,      Nondurable goods manufacturing,425398,411938,(D),(D)
2000,Alaska,26,        Food and beverage and tobacco products manufacturing,331543,319894,321759,303659
2000,Alaska,27,        Textile mills and textile product mills,(T),(T),(D),(D)
2000,Alaska,28,"        Apparel, leather, and allied product manufacturing",(T),(T),245,177
2000,Alaska,29,        Paper manufacturing,(T),(T),(D),(D)
2000,Alaska,30,        Printing and related support activities,17599,18011,18155,17969
2000,Alaska,31,        Petroleum and coal products manufacturing,44172,46334,51913,47636
2000,Alaska,32,        Chemical manufacturing,19232,16806,(D),(D)
2000,Alaska,33,        Plastics and rubber products manufacturing,(T),(T),(D),(D)
2000,Alaska,34,    Wholesale trade,288414,294251,313962,321916
2000,Alaska,35,    Retail trade,959498,959928,1016849,1096713
2000,Alaska,36,    Transportation and warehousing,958978,1028807,1081467,1120530
2000,Alaska,37,      Air transportation,348657,379974,397370,414277
2000,Alaska,38,      Rail transportation,(T),(T),0,0
2000,Alaska,39,      Water transportation,38039,44153,47837,51462
2000,Alaska,40,      Truck transportation,120635,124105,138552,149156
2000,Alaska,41,      Transit and ground passenger transportation,44129,43634,38221,39899
2000,Alaska,42,      Pipeline transportation,114394,124074,(D),(D)
2000,Alaska,43,      Other transportation and support activities,277312,301006,(D),(D)
2000,Alaska,44,      Warehousing and storage,15811,11860,12363,9239
2000,Alaska,45,    Information,351500,399610,395248,405980
2000,Alaska,46,      Publishing industries (except Internet),43928,42984,51388,(D)
2000,Alaska,47,      Motion picture and sound recording industries,8510,9897,7249,7600
2000,Alaska,48,      Broadcasting (except Internet) and telecommunications,282566,330857,324569,332959
2000,Alaska,49,"      Data processing, hosting, and other information services",16496,15871,12042,(D)
2000,Alaska,50,"    Finance, insurance, real estate, rental, and leasing",579960,617227,560556,556834
2000,Alaska,51,      Finance and insurance,452733,477976,408621,390338
2000,Alaska,52,"        Monetary Authorities- central bank, credit intermediation, and related services",175591,178286,205662,219628
2000,Alaska,53,"        Securities, commodity contracts, and other financial investments and related activities",169858,186009,(D),42474
2000,Alaska,54,        Insurance carriers and related activities,97891,104226,(D),119888
2000,Alaska,55,"        Funds, trusts, and other financial vehicles",9393,9456,(D),8348
2000,Alaska,56,      Real estate and rental and leasing,127227,139251,151936,166496
2000,Alaska,57,        Real estate,90101,99708,109474,(D)
2000,Alaska,58,        Rental and leasing services and lessors of nonfinancial intangible assets,37126,39543,42462,(D)
2000,Alaska,59,    Professional and business services,976782,1037033,1191888,1209097
2000,Alaska,60,"      Professional, scientific, and technical services",495160,515677,595728,621630
2000,Alaska,61,        Legal services,81732,83340,86443,90457
2000,Alaska,62,        Computer systems design and related services,40020,40332,50361,57085
2000,Alaska,63,"        Miscellaneous professional, scientific, and technical services",373407,392005,458925,474088
2000,Alaska,64,      Management of companies and enterprises,149304,172983,214923,188896
2000,Alaska,65,      Administrative and support and waste management and remediation services,332319,348373,381237,398572
2000,Alaska,66,        Administrative and support services,281480,290807,316688,324126
2000,Alaska,67,        Waste management and remediation services,50839,57566,64549,74446
2000,Alaska,68,"    Educational services, health care, and social assistance",905819,1025985,1220642,1368240
2000,Alaska,69,      Educational services,70845,73174,82307,96779
2000,Alaska,70,      Health care and social assistance,834974,952811,1138335,1271461
2000,Alaska,71,        Ambulatory health care services,371835,428056,469424,546261
2000,Alaska,72,        Hospitals,291841,337021,427981,454081
2000,Alaska,73,        Nursing and residential care facilities,42433,50060,67222,74413
2000,Alaska,74,        Social assistance,128865,137674,173708,196705
2000,Alaska,75,"    Arts, entertainment, recreation, accommodation, and food services",524719,561726,603653,647927
2000,Alaska,76,"      Arts, entertainment, and recreation",59494,67902,74539,81185
2000,Alaska,77,"        Performing arts, spectator sports, museums, and related activities",14947,18505,21627,24430
2000,Alaska,78,"        Amusement, gambling, and recreation industries",44548,49398,52912,56756
2000,Alaska,79,      Accommodation and food services,465225,493824,529114,566742
2000,Alaska,80,        Accommodation,171092,173512,197809,207955
2000,Alaska,81,        Food services and drinking places,294133,320311,331305,358787
2000,Alaska,82,    Other services (except government and government enterprises),347556,365593,(D),420320
2000,Alaska,83,  Government and government enterprises,4777586,4979002,5260100,5700539
2000,Alaska,84,    Federal civilian,1021735,1099828,1114121,1167377
2000,Alaska,85,    Military,822003,860119,937511,1106380
2000,Alaska,86,    State and local,2933848,3019055,3208468,3426782
2000,Alaska,,Addenda:,,,,
2000,Alaska,87,Natural resources and mining,1014762,1161017,(D),1164822
2000,Alaska,88,Trade,1247912,1254179,1330812,1418629
2000,Alaska,89,Transportation and utilities,1076988,1152883,1213672,1271798
2000,Alaska,90,Private goods-producing industries 2/,2339015,2499919,(D),2704355
2000,Alaska,91,Private services-providing industries 3/,6011236,6414237,(D),7298826
4000,Arizona,1,All industry total,82848954,91204904,95475405,98041544
4000,Arizona,2,  Private industries,67755636,75078353,77602828,78756667
4000,Arizona,3,"    Agriculture, forestry, fishing, and hunting",563937,582041,607358,667619
4000,Arizona,4,      Farms,333529,367458,373962,422662
4000,Arizona,5,"      Forestry, fishing, and related activities",230408,214583,233396,244957
4000,Arizona,6,"    Mining, quarrying, and oil and gas extraction",658596,559307,539660,479990
4000,Arizona,7,      Oil and gas extraction,(T),(T),226,186
4000,Arizona,8,      Mining (except oil and gas),639247,537551,530544,468509
4000,Arizona,9,      Support activities for mining,17073,18609,8889,11295
4000,Arizona,10,    Utilities,823009,869915,964528,1021974
4000,Arizona,11,    Construction,6193944,6879026,7306845,7328262
4000,Arizona,12,    Manufacturing,11114184,12449831,11880994,11192686
4000,Arizona,13,      Durable goods manufacturing,9497179,10741020,10312700,9709157
4000,Arizona,14,        Wood product manufacturing,270789,263357,265632,250359
4000,Arizona,15,        Nonmetallic mineral product manufacturing,387972,419926,396549,389786
4000,Arizona,16,        Primary metal manufacturing,276439,286139,266805,228900
4000,Arizona,17,        Fabricated metal product manufacturing,831620,888335,862667,802564
4000,Arizona,18,        Machinery manufacturing,432712,468002,439393,425059
4000,Arizona,19,        Computer and electronic product manufacturing,4206755,5029504,4618780,4230658
4000,Arizona,20,"        Electrical equipment, appliance, and component manufacturing",128467,162704,146646,124969
4000,Arizona,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",281434,275780,268389,(D)
4000,Arizona,22,        Other transportation equipment manufacturing,2020966,2240858,2345156,(D)
4000,Arizona,23,        Furniture and related product manufacturing,272749,282361,279048,279475
4000,Arizona,24,        Miscellaneous manufacturing,387278,424053,423635,431437
4000,Arizona,25,      Nondurable goods manufacturing,1617005,1708811,1568294,1483529
4000,Arizona,26,        Food and beverage and tobacco products manufacturing,450849,498152,456054,476041
4000,Arizona,27,        Textile mills and textile product mills,63827,69108,67256,60880
4000,Arizona,28,"        Apparel, leather, and allied product manufacturing",44163,47560,28998,38221
4000,Arizona,29,        Paper manufacturing,145464,162642,132057,134659
4000,Arizona,30,        Printing and related support activities,340299,351074,335418,306585
4000,Arizona,31,        Petroleum and coal products manufacturing,11583,15766,11225,9705
4000,Arizona,32,        Chemical manufacturing,267951,277340,253289,202828
4000,Arizona,33,        Plastics and rubber products manufacturing,292871,287169,283996,254609
4000,Arizona,34,    Wholesale trade,4741878,5253063,5460833,5420222
4000,Arizona,35,    Retail trade,6974682,7590205,7845320,8103266
4000,Arizona,36,    Transportation and warehousing,2858330,3000220,3065481,3129740
4000,Arizona,37,      Air transportation,965131,931246,912062,928390
4000,Arizona,38,      Rail transportation,221082,228396,225994,218735
4000,Arizona,39,      Water transportation,(T),(T),(D),(D)
4000,Arizona,40,      Truck transportation,701956,751535,795020,836610
4000,Arizona,41,      Transit and ground passenger transportation,159566,157490,176603,186051
4000,Arizona,42,      Pipeline transportation,20357,21240,24629,23063
4000,Arizona,43,      Other transportation and support activities,588708,669961,(D),(D)
4000,Arizona,44,      Warehousing and storage,200828,239679,258278,290030
4000,Arizona,45,    Information,2449876,2955702,2834245,2742100
4000,Arizona,46,      Publishing industries (except Internet),651636,862442,746654,706958
4000,Arizona,47,      Motion picture and sound recording industries,98324,86030,78633,81966
4000,Arizona,48,      Broadcasting (except Internet) and telecommunications,1256002,1404636,1483944,1449407
4000,Arizona,49,"      Data processing, hosting, and other information services",443913,602594,525015,503769
4000,Arizona,50,"    Finance, insurance, real estate, rental, and leasing",6655020,7269092,7988517,8362141
4000,Arizona,51,      Finance and insurance,5193909,5680778,6351638,6612271
4000,Arizona,52,"        Monetary Authorities- central bank, credit intermediation, and related services",2818638,2958028,(D),(D)
4000,Arizona,53,"        Securities, commodity contracts, and other financial investments and related activities",723075,929835,952117,895685
4000,Arizona,54,        Insurance carriers and related activities,1626004,1766635,1956593,2068551
4000,Arizona,55,"        Funds, trusts, and other financial vehicles",26191,26279,(D),(D)
4000,Arizona,56,      Real estate and rental and leasing,1461111,1588314,1636879,1749870
4000,Arizona,57,        Real estate,959281,1046100,1074168,1165737
4000,Arizona,58,        Rental and leasing services and lessors of nonfinancial intangible assets,501830,542215,562712,584133
4000,Arizona,59,    Professional and business services,10778736,12586956,13095260,13096758
4000,Arizona,60,"      Professional, scientific, and technical services",5181043,5966025,6143508,6120259
4000,Arizona,61,        Legal services,878249,965027,1015026,1117066
4000,Arizona,62,        Computer systems design and related services,853051,1012370,998806,898858
4000,Arizona,63,"        Miscellaneous professional, scientific, and technical services",3449742,3988628,4129676,4104336
4000,Arizona,64,      Management of companies and enterprises,1076647,1279522,1455733,1439645
4000,Arizona,65,      Administrative and support and waste management and remediation services,4521047,5341409,5496019,5536854
4000,Arizona,66,        Administrative and support services,4385705,5185878,5342252,5379904
4000,Arizona,67,        Waste management and remediation services,135342,155530,153767,156950
4000,Arizona,68,"    Educational services, health care, and social assistance",7611921,8145734,8861755,9813047
4000,Arizona,69,      Educational services,631380,730258,778313,980272
4000,Arizona,70,      Health care and social assistance,6980541,7415477,8083441,8832775
4000,Arizona,71,        Ambulatory health care services,3603235,3926814,4293784,4660486
4000,Arizona,72,        Hospitals,2176211,2178237,2353795,2607284
4000,Arizona,73,        Nursing and residential care facilities,699565,756216,825175,883642
4000,Arizona,74,        Social assistance,501531,554210,610688,681363
4000,Arizona,75,"    Arts, entertainment, recreation, accommodation, and food services",4065176,4456634,4626886,4740785
4000,Arizona,76,"      Arts, entertainment, and recreation",825024,969362,1033420,1077382
4000,Arizona,77,"        Performing arts, spectator sports, museums, and related activities",429303,509283,554016,586806
4000,Arizona,78,"        Amusement, gambling, and recreation industries",395721,460079,479404,490576
4000,Arizona,79,      Accommodation and food services,3240151,3487272,3593466,3663403
4000,Arizona,80,        Accommodation,1071869,1164273,1144364,1115279
4000,Arizona,81,        Food services and drinking places,2168282,2322999,2449101,2548124
4000,Arizona,82,    Other services (except government and government enterprises),2266345,2480627,2525146,2658077
4000,Arizona,83,  Government and government enterprises,15093318,16126551,17872578,19284877
4000,Arizona,84,    Federal civilian,2567862,2794181,2962751,3136384
4000,Arizona,85,    Military,1027058,1093346,1170018,1359290
4000,Arizona,86,    State and local,11498398,12239024,13739809,14789203
4000,Arizona,,Addenda:,,,,
4000,Arizona,87,Natural resources and mining,1222534,1141348,1147017,1147609
4000,Arizona,88,Trade,11716561,12843268,13306153,13523488
4000,Arizona,89,Transportation and utilities,3681340,3870135,4030010,4151714
4000,Arizona,90,Private goods-producing industries 2/,18530662,20470205,20334856,19668557
4000,Arizona,91,Private services-providing industries 3/,49224973,54608148,57267972,59088110
5000,Arkansas,1,All industry total,36740868,38766851,40397095,41661974
5000,Arkansas,2,  Private industries,30008583,31673797,32715040,33600418
5000,Arkansas,3,"    Agriculture, forestry, fishing, and hunting",499238,492660,515285,518212
5000,Arkansas,4,      Farms,271835,269558,291599,287135
5000,Arkansas,5,"      Forestry, fishing, and related activities",227403,223102,223687,231077
5000,Arkansas,6,"    Mining, quarrying, and oil and gas extraction",146045,149533,180197,164533
5000,Arkansas,7,      Oil and gas extraction,17277,18475,22256,20472
5000,Arkansas,8,      Mining (except oil and gas),89575,83521,91252,90242
5000,Arkansas,9,      Support activities for mining,39192,47537,66688,53820
5000,Arkansas,10,    Utilities,462317,469541,500358,516879
5000,Arkansas,11,    Construction,1679701,1850446,1938324,2054309
5000,Arkansas,12,    Manufacturing,8428326,8686039,8567999,8389865
5000,Arkansas,13,      Durable goods manufacturing,4773924,4961263,4775718,4643504
5000,Arkansas,14,        Wood product manufacturing,526750,528192,508148,509196
5000,Arkansas,15,        Nonmetallic mineral product manufacturing,183108,188175,194160,193988
5000,Arkansas,16,        Primary metal manufacturing,428449,457315,450356,442780
5000,Arkansas,17,        Fabricated metal product manufacturing,806770,831396,771666,755386
5000,Arkansas,18,        Machinery manufacturing,634236,665890,634659,606618
5000,Arkansas,19,        Computer and electronic product manufacturing,246869,258793,274670,244284
5000,Arkansas,20,"        Electrical equipment, appliance, and component manufacturing",593263,609434,617741,618803
5000,Arkansas,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",425832,450795,392753,390316
5000,Arkansas,22,        Other transportation equipment manufacturing,305885,330200,329637,295755
5000,Arkansas,23,        Furniture and related product manufacturing,348134,353369,318605,306255
5000,Arkansas,24,        Miscellaneous manufacturing,274628,287704,283322,280122
5000,Arkansas,25,      Nondurable goods manufacturing,3654403,3724776,3792281,3746360
5000,Arkansas,26,        Food and beverage and tobacco products manufacturing,1558703,1563607,1632189,1676863
5000,Arkansas,27,        Textile mills and textile product mills,84597,89955,86861,83042
5000,Arkansas,28,"        Apparel, leather, and allied product manufacturing",180206,165861,156715,116225
5000,Arkansas,29,        Paper manufacturing,737015,767203,763988,731538
5000,Arkansas,30,        Printing and related support activities,193896,197878,186702,183682
5000,Arkansas,31,        Petroleum and coal products manufacturing,52549,53908,58838,60831
5000,Arkansas,32,        Chemical manufacturing,324115,328011,345686,324863
5000,Arkansas,33,        Plastics and rubber products manufacturing,523320,558354,561302,569318
5000,Arkansas,34,    Wholesale trade,1839040,1963937,2030575,2099912
5000,Arkansas,35,    Retail trade,2693993,2777693,2835736,2931827
5000,Arkansas,36,    Transportation and warehousing,2260779,2302700,2406450,2540639
5000,Arkansas,37,      Air transportation,72938,81070,78756,83096
5000,Arkansas,38,      Rail transportation,294352,285639,(D),268798
5000,Arkansas,39,      Water transportation,(T),(T),(D),(D)
5000,Arkansas,40,      Truck transportation,1242124,1250068,1348633,1487491
5000,Arkansas,41,      Transit and ground passenger transportation,21948,23128,20627,(D)
5000,Arkansas,42,      Pipeline transportation,54198,52010,58934,58683
5000,Arkansas,43,      Other transportation and support activities,257112,274771,297597,(D)
5000,Arkansas,44,      Warehousing and storage,311819,330013,318205,317624
5000,Arkansas,45,    Information,810457,857849,910397,911703
5000,Arkansas,46,      Publishing industries (except Internet),211659,226935,(D),(D)
5000,Arkansas,47,      Motion picture and sound recording industries,20928,20446,22320,23475
5000,Arkansas,48,      Broadcasting (except Internet) and telecommunications,475494,515264,557337,570455
5000,Arkansas,49,"      Data processing, hosting, and other information services",102376,95203,(D),(D)
5000,Arkansas,50,"    Finance, insurance, real estate, rental, and leasing",1814857,1893223,2005398,2102108
5000,Arkansas,51,      Finance and insurance,1482165,1553317,1661688,1732730
5000,Arkansas,52,"        Monetary Authorities- central bank, credit intermediation, and related services",697070,723931,(D),(D)
5000,Arkansas,53,"        Securities, commodity contracts, and other financial investments and related activities",254798,278338,292038,278105
5000,Arkansas,54,        Insurance carriers and related activities,527820,548503,581949,603134
5000,Arkansas,55,"        Funds, trusts, and other financial vehicles",(T),(T),(D),(D)
5000,Arkansas,56,      Real estate and rental and leasing,332693,339905,343710,369378
5000,Arkansas,57,        Real estate,202319,207971,214609,233365
5000,Arkansas,58,        Rental and leasing services and lessors of nonfinancial intangible assets,130373,131934,129101,136013
5000,Arkansas,59,    Professional and business services,3312129,3823176,4077479,4171997
5000,Arkansas,60,"      Professional, scientific, and technical services",1209980,1326345,1436734,1534915
5000,Arkansas,61,        Legal services,239674,260967,299379,308800
5000,Arkansas,62,        Computer systems design and related services,393220,440234,455528,511136
5000,Arkansas,63,"        Miscellaneous professional, scientific, and technical services",577087,625144,681827,714979
5000,Arkansas,64,      Management of companies and enterprises,1241400,1520398,1644281,1610436
5000,Arkansas,65,      Administrative and support and waste management and remediation services,860749,976433,996464,1026645
5000,Arkansas,66,        Administrative and support services,791910,895376,895793,905467
5000,Arkansas,67,        Waste management and remediation services,68838,81057,100671,121178
5000,Arkansas,68,"    Educational services, health care, and social assistance",3892538,4132429,4387882,4711614
5000,Arkansas,69,      Educational services,211418,226159,235349,282413
5000,Arkansas,70,      Health care and social assistance,3681120,3906270,4152533,4429202
5000,Arkansas,71,        Ambulatory health care services,1668296,1753576,1893783,1984586
5000,Arkansas,72,        Hospitals,1285701,1364200,1449838,1543993
5000,Arkansas,73,        Nursing and residential care facilities,403272,421806,453490,513129
5000,Arkansas,74,        Social assistance,323851,366689,355422,387493
5000,Arkansas,75,"    Arts, entertainment, recreation, accommodation, and food services",1086635,1136579,1189147,1228585
5000,Arkansas,76,"      Arts, entertainment, and recreation",150225,160650,160876,167209
5000,Arkansas,77,"        Performing arts, spectator sports, museums, and related activities",47922,50283,45211,47155
5000,Arkansas,78,"        Amusement, gambling, and recreation industries",102303,110367,115665,120054
5000,Arkansas,79,      Accommodation and food services,936410,975929,1028271,1061376
5000,Arkansas,80,        Accommodation,173362,179506,181599,183892
5000,Arkansas,81,        Food services and drinking places,763048,796423,846672,877485
5000,Arkansas,82,    Other services (except government and government enterprises),1082526,1137992,1169814,1258235
5000,Arkansas,83,  Government and government enterprises,6732285,7093054,7682055,8061555
5000,Arkansas,84,    Federal civilian,1109255,1207271,1231349,1269055
5000,Arkansas,85,    Military,386636,401734,431892,540499
5000,Arkansas,86,    State and local,5236394,5484049,6018814,6252001
5000,Arkansas,,Addenda:,,,,
5000,Arkansas,87,Natural resources and mining,645283,642192,695482,682745
5000,Arkansas,88,Trade,4533033,4741630,4866311,5031739
5000,Arkansas,89,Transportation and utilities,2723096,2772241,2906808,3057518
5000,Arkansas,90,Private goods-producing industries 2/,10753311,11178678,11201805,11126919
5000,Arkansas,91,Private services-providing industries 3/,19255272,20495119,21513235,22473500
6000,California,1,All industry total,681073125,768199671,786781181,793667838
6000,California,2,  Private industries,557140881,633063406,638168903,634149364
6000,California,3,"    Agriculture, forestry, fishing, and hunting",8153443,8226978,8308079,8162810
6000,California,4,      Farms,5179270,5263102,5256151,4976350
6000,California,5,"      Forestry, fishing, and related activities",2974174,2963876,3051929,3186460
6000,California,6,"    Mining, quarrying, and oil and gas extraction",1711719,1794629,2015310,1802142
6000,California,7,      Oil and gas extraction,718202,771996,921275,898483
6000,California,8,      Mining (except oil and gas),498150,483111,480143,432684
6000,California,9,      Support activities for mining,495367,539522,613892,470976
6000,California,10,    Utilities,4652987,4906372,5132357,5297057
6000,California,11,    Construction,31937006,36996525,40813467,41100986
6000,California,12,    Manufacturing,108794860,124725555,112816648,104513155
6000,California,13,      Durable goods manufacturing,80224805,94452115,83131360,75545829
6000,California,14,        Wood product manufacturing,1634202,1694688,1687857,1697226
6000,California,15,        Nonmetallic mineral product manufacturing,2152275,2329215,2404057,2411393
