SAGDP4N Compensation of employees 1/,,,,,
(Thousands of dollars) ,,,,,
Bureau of Economic Analysis ,,,,,
State or DC,,,,,
GeoFips,GeoName,LineCode,Description,1997,1998
2000,Alaska,70,      Health care and social assistance,737953,785149
2000,Alaska,71,        Ambulatory health care services,332616,347103
2000,Alaska,72,        Hospitals,265095,284693
2000,Alaska,73,        Nursing and residential care facilities,31642,37264
2000,Alaska,74,        Social assistance,108600,116089
2000,Alaska,75,"    Arts, entertainment, recreation, accommodation, and food services",445718,486715
2000,Alaska,76,"      Arts, entertainment, and recreation",59056,58262
2000,Alaska,77,"        Performing arts, spectator sports, museums, and related activities",9919,12629
2000,Alaska,78,"        Amusement, gambling, and recreation industries",49137,45632
2000,Alaska,79,      Accommodation and food services,386662,428453
2000,Alaska,80,        Accommodation,151222,153299
2000,Alaska,81,        Food services and drinking places,235440,275154
2000,Alaska,82,    Other services (except government and government enterprises),315321,335055
2000,Alaska,83,  Government and government enterprises,4601624,4656492
2000,Alaska,84,    Federal civilian,1003770,1025086
2000,Alaska,85,    Military,789450,805903
2000,Alaska,86,    State and local,2808404,2825503
2000,Alaska,,Addenda:,,
2000,Alaska,87,Natural resources and mining,1090503,1148446
2000,Alaska,88,Trade,1155925,1216261
2000,Alaska,89,Transportation and utilities,961312,1052548
2000,Alaska,90,Private goods-producing industries 2/,2363814,2463445
2000,Alaska,91,Private services-providing industries 3/,5381965,5769940
4000,Arizona,1,All industry total,69878019,77165474
4000,Arizona,2,  Private industries,56519323,62963092
4000,Arizona,3,"    Agriculture, forestry, fishing, and hunting",532565,543044
4000,Arizona,4,      Farms,337116,331833
4000,Arizona,5,"      Forestry, fishing, and related activities",195449,211211
4000,Arizona,6,"    Mining, quarrying, and oil and gas extraction",745321,712095
4000,Arizona,7,      Oil and gas extraction,1569,(T)
4000,Arizona,8,      Mining (except oil and gas),724269,693262
4000,Arizona,9,      Support activities for mining,19483,16091
4000,Arizona,10,    Utilities,709533,716098
4000,Arizona,11,    Construction,4909185,5533071
4000,Arizona,12,    Manufacturing,9845385,10902669
4000,Arizona,13,      Durable goods manufacturing,8347325,9363175
4000,Arizona,14,        Wood product manufacturing,210586,236884
4000,Arizona,15,        Nonmetallic mineral product manufacturing,297198,344916
4000,Arizona,16,        Primary metal manufacturing,266594,285672
4000,Arizona,17,        Fabricated metal product manufacturing,750751,814913
4000,Arizona,18,        Machinery manufacturing,415395,435251
4000,Arizona,19,        Computer and electronic product manufacturing,3763719,4320310
4000,Arizona,20,"        Electrical equipment, appliance, and component manufacturing",106286,124171
4000,Arizona,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",279871,326859
4000,Arizona,22,        Other transportation equipment manufacturing,1672318,1824687
4000,Arizona,23,        Furniture and related product manufacturing,225690,249243
4000,Arizona,24,        Miscellaneous manufacturing,358916,400269
4000,Arizona,25,      Nondurable goods manufacturing,1498061,1539494
4000,Arizona,26,        Food and beverage and tobacco products manufacturing,381486,403674
4000,Arizona,27,        Textile mills and textile product mills,57422,62116
4000,Arizona,28,"        Apparel, leather, and allied product manufacturing",50269,47538
4000,Arizona,29,        Paper manufacturing,147132,139735
4000,Arizona,30,        Printing and related support activities,328735,325378
4000,Arizona,31,        Petroleum and coal products manufacturing,10856,11159
4000,Arizona,32,        Chemical manufacturing,267506,274945
4000,Arizona,33,        Plastics and rubber products manufacturing,254654,274949
4000,Arizona,34,    Wholesale trade,3926989,4439047
4000,Arizona,35,    Retail trade,5996606,6552042
4000,Arizona,36,    Transportation and warehousing,2293281,2595839
4000,Arizona,37,      Air transportation,730647,850032
4000,Arizona,38,      Rail transportation,190931,208338
4000,Arizona,39,      Water transportation,(T),(T)
4000,Arizona,40,      Truck transportation,586726,633725
4000,Arizona,41,      Transit and ground passenger transportation,120243,136215
4000,Arizona,42,      Pipeline transportation,11351,16864
4000,Arizona,43,      Other transportation and support activities,489886,552780
4000,Arizona,44,      Warehousing and storage,163141,196500
4000,Arizona,45,    Information,1803905,2106356
4000,Arizona,46,      Publishing industries (except Internet),519027,584852
4000,Arizona,47,      Motion picture and sound recording industries,87341,94010
4000,Arizona,48,      Broadcasting (except Internet) and telecommunications,983354,1106610
4000,Arizona,49,"      Data processing, hosting, and other information services",214184,320885
4000,Arizona,50,"    Finance, insurance, real estate, rental, and leasing",5267165,6129963
4000,Arizona,51,      Finance and insurance,4114053,4827871
4000,Arizona,52,"        Monetary Authorities- central bank, credit intermediation, and related services",2197759,2635275
4000,Arizona,53,"        Securities, commodity contracts, and other financial investments and related activities",499820,596303
4000,Arizona,54,        Insurance carriers and related activities,1397309,1573542
4000,Arizona,55,"        Funds, trusts, and other financial vehicles",19166,22750
4000,Arizona,56,      Real estate and rental and leasing,1153112,1302092
4000,Arizona,57,        Real estate,778209,873563
4000,Arizona,58,        Rental and leasing services and lessors of nonfinancial intangible assets,374903,428529
4000,Arizona,59,    Professional and business services,8580180,9674770
4000,Arizona,60,"      Professional, scientific, and technical services",4226922,4702646
4000,Arizona,61,        Legal services,802488,844469
4000,Arizona,62,        Computer systems design and related services,567470,735037
4000,Arizona,63,"        Miscellaneous professional, scientific, and technical services",2856964,3123140
4000,Arizona,64,      Management of companies and enterprises,909042,1044899
4000,Arizona,65,      Administrative and support and waste management and remediation services,3444216,3927225
4000,Arizona,66,        Administrative and support services,3331799,3800472
4000,Arizona,67,        Waste management and remediation services,112418,126753
4000,Arizona,68,"    Educational services, health care, and social assistance",6635974,7138712
4000,Arizona,69,      Educational services,504873,606835
4000,Arizona,70,      Health care and social assistance,6131101,6531877
4000,Arizona,71,        Ambulatory health care services,3191145,3389695
4000,Arizona,72,        Hospitals,1884394,2041015
4000,Arizona,73,        Nursing and residential care facilities,650242,660642
4000,Arizona,74,        Social assistance,405319,440525
4000,Arizona,75,"    Arts, entertainment, recreation, accommodation, and food services",3323367,3757034
4000,Arizona,76,"      Arts, entertainment, and recreation",608080,733178
4000,Arizona,77,"        Performing arts, spectator sports, museums, and related activities",297233,376995
4000,Arizona,78,"        Amusement, gambling, and recreation industries",310847,356184
4000,Arizona,79,      Accommodation and food services,2715288,3023856
4000,Arizona,80,        Accommodation,933982,1052550
4000,Arizona,81,        Food services and drinking places,1781306,1971306
4000,Arizona,82,    Other services (except government and government enterprises),1949866,2162351
4000,Arizona,83,  Government and government enterprises,13358696,14202383
4000,Arizona,84,    Federal civilian,2262061,2374585
4000,Arizona,85,    Military,1006825,1003568
4000,Arizona,86,    State and local,10089810,10824230
4000,Arizona,,Addenda:,,
4000,Arizona,87,Natural resources and mining,1277886,1255138
4000,Arizona,88,Trade,9923596,10991088
4000,Arizona,89,Transportation and utilities,3002814,3311937
4000,Arizona,90,Private goods-producing industries 2/,16032457,17690879
4000,Arizona,91,Private services-providing industries 3/,40486866,45272213
5000,Arkansas,1,All industry total,32715617,34880969
5000,Arkansas,2,  Private industries,26570617,28469059
5000,Arkansas,3,"    Agriculture, forestry, fishing, and hunting",459483,474527
5000,Arkansas,4,      Farms,254198,264683
5000,Arkansas,5,"      Forestry, fishing, and related activities",205285,209844
5000,Arkansas,6,"    Mining, quarrying, and oil and gas extraction",149215,152717
5000,Arkansas,7,      Oil and gas extraction,18872,18890
5000,Arkansas,8,      Mining (except oil and gas),81237,87686
5000,Arkansas,9,      Support activities for mining,49107,46141
5000,Arkansas,10,    Utilities,410101,439792
5000,Arkansas,11,    Construction,1463149,1549129
5000,Arkansas,12,    Manufacturing,7713671,8134396
5000,Arkansas,13,      Durable goods manufacturing,4265838,4594215
5000,Arkansas,14,        Wood product manufacturing,466467,496409
5000,Arkansas,15,        Nonmetallic mineral product manufacturing,165195,184984
5000,Arkansas,16,        Primary metal manufacturing,403824,415332
5000,Arkansas,17,        Fabricated metal product manufacturing,731048,782005
5000,Arkansas,18,        Machinery manufacturing,583202,615098
5000,Arkansas,19,        Computer and electronic product manufacturing,199329,229857
5000,Arkansas,20,"        Electrical equipment, appliance, and component manufacturing",567474,581169
5000,Arkansas,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",385746,437354
5000,Arkansas,22,        Other transportation equipment manufacturing,220201,252889
5000,Arkansas,23,        Furniture and related product manufacturing,299537,343465
5000,Arkansas,24,        Miscellaneous manufacturing,243815,255654
5000,Arkansas,25,      Nondurable goods manufacturing,3447833,3540181
5000,Arkansas,26,        Food and beverage and tobacco products manufacturing,1440731,1486056
5000,Arkansas,27,        Textile mills and textile product mills,76674,83783
5000,Arkansas,28,"        Apparel, leather, and allied product manufacturing",229042,213928
5000,Arkansas,29,        Paper manufacturing,678967,705180
5000,Arkansas,30,        Printing and related support activities,179718,189084
5000,Arkansas,31,        Petroleum and coal products manufacturing,56540,52819
5000,Arkansas,32,        Chemical manufacturing,318151,315106
5000,Arkansas,33,        Plastics and rubber products manufacturing,468010,494225
5000,Arkansas,34,    Wholesale trade,1646791,1789687
5000,Arkansas,35,    Retail trade,2455080,2592442
5000,Arkansas,36,    Transportation and warehousing,1990019,2132548
5000,Arkansas,37,      Air transportation,64382,65138
5000,Arkansas,38,      Rail transportation,275339,296381
5000,Arkansas,39,      Water transportation,(T),(T)
5000,Arkansas,40,      Truck transportation,1053208,1127431
5000,Arkansas,41,      Transit and ground passenger transportation,20203,19695
5000,Arkansas,42,      Pipeline transportation,51653,55352
5000,Arkansas,43,      Other transportation and support activities,212737,242717
5000,Arkansas,44,      Warehousing and storage,306671,320252
5000,Arkansas,45,    Information,696555,746665
5000,Arkansas,46,      Publishing industries (except Internet),195372,202959
5000,Arkansas,47,      Motion picture and sound recording industries,16184,19385
5000,Arkansas,48,      Broadcasting (except Internet) and telecommunications,425695,447879
5000,Arkansas,49,"      Data processing, hosting, and other information services",59303,76442
5000,Arkansas,50,"    Finance, insurance, real estate, rental, and leasing",1595962,1735721
5000,Arkansas,51,      Finance and insurance,1317664,1423334
5000,Arkansas,52,"        Monetary Authorities- central bank, credit intermediation, and related services",620933,689143
5000,Arkansas,53,"        Securities, commodity contracts, and other financial investments and related activities",213612,230724
5000,Arkansas,54,        Insurance carriers and related activities,480662,500804
5000,Arkansas,55,"        Funds, trusts, and other financial vehicles",2457,(T)
5000,Arkansas,56,      Real estate and rental and leasing,278298,312388
5000,Arkansas,57,        Real estate,167153,192752
5000,Arkansas,58,        Rental and leasing services and lessors of nonfinancial intangible assets,111145,119635
5000,Arkansas,59,    Professional and business services,2622462,2979761
5000,Arkansas,60,"      Professional, scientific, and technical services",1005696,1114940
5000,Arkansas,61,        Legal services,220029,231938
5000,Arkansas,62,        Computer systems design and related services,286340,347690
5000,Arkansas,63,"        Miscellaneous professional, scientific, and technical services",499326,535313
5000,Arkansas,64,      Management of companies and enterprises,875116,1061683
5000,Arkansas,65,      Administrative and support and waste management and remediation services,741650,803139
5000,Arkansas,66,        Administrative and support services,682643,740226
5000,Arkansas,67,        Waste management and remediation services,59008,62913
5000,Arkansas,68,"    Educational services, health care, and social assistance",3507130,3700629
5000,Arkansas,69,      Educational services,181790,196247
5000,Arkansas,70,      Health care and social assistance,3325340,3504381
5000,Arkansas,71,        Ambulatory health care services,1542602,1599984
5000,Arkansas,72,        Hospitals,1161526,1234943
5000,Arkansas,73,        Nursing and residential care facilities,370384,383287
5000,Arkansas,74,        Social assistance,250827,286167
5000,Arkansas,75,"    Arts, entertainment, recreation, accommodation, and food services",920381,1007753
5000,Arkansas,76,"      Arts, entertainment, and recreation",127868,141400
5000,Arkansas,77,"        Performing arts, spectator sports, museums, and related activities",42208,44852
5000,Arkansas,78,"        Amusement, gambling, and recreation industries",85660,96548
5000,Arkansas,79,      Accommodation and food services,792513,866352
5000,Arkansas,80,        Accommodation,148313,160752
5000,Arkansas,81,        Food services and drinking places,644200,705600
5000,Arkansas,82,    Other services (except government and government enterprises),940619,1033292
5000,Arkansas,83,  Government and government enterprises,6145000,6411910
5000,Arkansas,84,    Federal civilian,1047886,1083393
5000,Arkansas,85,    Military,366947,379076
5000,Arkansas,86,    State and local,4730167,4949441
5000,Arkansas,,Addenda:,,
5000,Arkansas,87,Natural resources and mining,608698,627244
5000,Arkansas,88,Trade,4101871,4382129
5000,Arkansas,89,Transportation and utilities,2400120,2572340
5000,Arkansas,90,Private goods-producing industries 2/,9785517,10310769
5000,Arkansas,91,Private services-providing industries 3/,16785100,18158290
6000,California,1,All industry total,574424285,625414217
6000,California,2,  Private industries,464085471,508873163
6000,California,3,"    Agriculture, forestry, fishing, and hunting",6797996,7139897
6000,California,4,      Farms,4196265,4471714
6000,California,5,"      Forestry, fishing, and related activities",2601731,2668184
6000,California,6,"    Mining, quarrying, and oil and gas extraction",1900107,1815758
6000,California,7,      Oil and gas extraction,879931,771819
6000,California,8,      Mining (except oil and gas),464935,468104
6000,California,9,      Support activities for mining,555240,575835
6000,California,10,    Utilities,4119828,4337537
6000,California,11,    Construction,24159034,27923161
6000,California,12,    Manufacturing,92354949,99184679
6000,California,13,      Durable goods manufacturing,67302148,72439496
6000,California,14,        Wood product manufacturing,1417983,1520631
6000,California,15,        Nonmetallic mineral product manufacturing,1856142,2001047
6000,California,16,        Primary metal manufacturing,1417358,1459172
6000,California,17,        Fabricated metal product manufacturing,6957599,7342097
6000,California,18,        Machinery manufacturing,5949047,6417415
6000,California,19,        Computer and electronic product manufacturing,31713971,33542772
6000,California,20,"        Electrical equipment, appliance, and component manufacturing",1832351,2035286
6000,California,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",1740374,1979819
6000,California,22,        Other transportation equipment manufacturing,8028754,8601411
6000,California,23,        Furniture and related product manufacturing,2014665,2290396
6000,California,24,        Miscellaneous manufacturing,4373906,5249448
6000,California,25,      Nondurable goods manufacturing,25052801,26745183
6000,California,26,        Food and beverage and tobacco products manufacturing,6666443,7371796
6000,California,27,        Textile mills and textile product mills,1037094,1123682
6000,California,28,"        Apparel, leather, and allied product manufacturing",2870731,3058050
6000,California,29,        Paper manufacturing,1769962,1835352
6000,California,30,        Printing and related support activities,3411190,3634639
6000,California,31,        Petroleum and coal products manufacturing,1914648,1870540
6000,California,32,        Chemical manufacturing,4845583,5149491
6000,California,33,        Plastics and rubber products manufacturing,2537151,2701632
6000,California,34,    Wholesale trade,30266971,33157759
6000,California,35,    Retail trade,39805234,43144174
6000,California,36,    Transportation and warehousing,18048496,19276699
6000,California,37,      Air transportation,3664020,3822037
6000,California,38,      Rail transportation,958242,1015855
6000,California,39,      Water transportation,380670,339430
6000,California,40,      Truck transportation,4162719,4470245
6000,California,41,      Transit and ground passenger transportation,796018,881030
6000,California,42,      Pipeline transportation,181462,202177
6000,California,43,      Other transportation and support activities,5549959,6060543
6000,California,44,      Warehousing and storage,2355407,2485383
6000,California,45,    Information,29247367,31821086
6000,California,46,      Publishing industries (except Internet),6111711,7216684
6000,California,47,      Motion picture and sound recording industries,11073340,10918838
6000,California,48,      Broadcasting (except Internet) and telecommunications,9985972,10882067
6000,California,49,"      Data processing, hosting, and other information services",2076343,2803498
6000,California,50,"    Finance, insurance, real estate, rental, and leasing",42217550,48140680
6000,California,51,      Finance and insurance,33329483,38136217
6000,California,52,"        Monetary Authorities- central bank, credit intermediation, and related services",11303359,13276252
6000,California,53,"        Securities, commodity contracts, and other financial investments and related activities",8998572,10778438
6000,California,54,        Insurance carriers and related activities,12929919,13971502
6000,California,55,"        Funds, trusts, and other financial vehicles",97633,110025
6000,California,56,      Real estate and rental and leasing,8888067,10004463
6000,California,57,        Real estate,6313930,7155275
6000,California,58,        Rental and leasing services and lessors of nonfinancial intangible assets,2574137,2849188
6000,California,59,    Professional and business services,86747695,97945885
6000,California,60,"      Professional, scientific, and technical services",47993329,53620701
6000,California,61,        Legal services,8247777,8798587
6000,California,62,        Computer systems design and related services,10749963,12433458
6000,California,63,"        Miscellaneous professional, scientific, and technical services",28995589,32388657
6000,California,64,      Management of companies and enterprises,17541716,20639198
6000,California,65,      Administrative and support and waste management and remediation services,21212649,23685985
6000,California,66,        Administrative and support services,19834978,22201201
6000,California,67,        Waste management and remediation services,1377671,1484785
6000,California,68,"    Educational services, health care, and social assistance",47957064,50896213
6000,California,69,      Educational services,6223051,6675706
6000,California,70,      Health care and social assistance,41734013,44220507
6000,California,71,        Ambulatory health care services,20799473,21563559
6000,California,72,        Hospitals,12965181,14147107
6000,California,73,        Nursing and residential care facilities,4281557,4522777
6000,California,74,        Social assistance,3687802,3987065
6000,California,75,"    Arts, entertainment, recreation, accommodation, and food services",23404847,25703013
6000,California,76,"      Arts, entertainment, and recreation",7589830,8028948
6000,California,77,"        Performing arts, spectator sports, museums, and related activities",4813185,4923719
6000,California,78,"        Amusement, gambling, and recreation industries",2776645,3105229
6000,California,79,      Accommodation and food services,15815017,17674066
6000,California,80,        Accommodation,4090484,4528746
6000,California,81,        Food services and drinking places,11724533,13145320
6000,California,82,    Other services (except government and government enterprises),17058334,18386620
6000,California,83,  Government and government enterprises,110338815,116541054
6000,California,84,    Federal civilian,15588626,15960565
6000,California,85,    Military,7293258,7251852
6000,California,86,    State and local,87456931,93328637
6000,California,,Addenda:,,
6000,California,87,Natural resources and mining,8698103,8955655
6000,California,88,Trade,70072205,76301934
6000,California,89,Transportation and utilities,22168324,23614236
6000,California,90,Private goods-producing industries 2/,125212086,136063495
6000,California,91,Private services-providing industries 3/,338873385,372809668
8000,Colorado,1,All industry total,75821386,83882335
8000,Colorado,2,  Private industries,61616313,69101990
8000,Colorado,3,"    Agriculture, forestry, fishing, and hunting",409588,400069
8000,Colorado,4,      Farms,348170,341391
8000,Colorado,5,"      Forestry, fishing, and related activities",61418,58678
8000,Colorado,6,"    Mining, quarrying, and oil and gas extraction",886453,921187
8000,Colorado,7,      Oil and gas extraction,363578,365852
8000,Colorado,8,      Mining (except oil and gas),384381,404561
8000,Colorado,9,      Support activities for mining,138494,150774
8000,Colorado,10,    Utilities,553527,543664
8000,Colorado,11,    Construction,4694019,5588880
8000,Colorado,12,    Manufacturing,8708446,9414620
8000,Colorado,13,      Durable goods manufacturing,6301847,6922523
8000,Colorado,14,        Wood product manufacturing,141392,155816
8000,Colorado,15,        Nonmetallic mineral product manufacturing,406117,443988
8000,Colorado,16,        Primary metal manufacturing,129767,113336
8000,Colorado,17,        Fabricated metal product manufacturing,693133,752643
