SAEXP2 Per capita personal consumption expenditures (PCE) by state 1/,,,,,,,,
(Dollars) ,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,
State or DC,,,,,,,,
GeoFips,GeoName,LineCode,Description,1997,1998,1999,2000,2001
2000,Alaska,13,  Services,14159,14842,15678,17118,18296
2000,Alaska,14,    Household consumption expenditures (for services),13456,14006,14792,16081,17178
2000,Alaska,15,    Housing and utilities,3832,4015,4229,4443,4726
2000,Alaska,16,    Health care,2804,2938,3190,3720,4275
2000,Alaska,17,    Transportation services,738,780,833,933,975
2000,Alaska,18,    Recreation services,636,638,683,745,761
2000,Alaska,19,    Food services and accommodations,1777,1798,1881,2010,2046
2000,Alaska,20,    Financial services and insurance,1669,1713,1793,1920,1875
2000,Alaska,21,    Other services,1999,2124,2183,2310,2519
2000,Alaska,22,  Final consumption expenditures of nonprofit institutions serving households (NPISHs),703,836,887,1037,1119
2000,Alaska,23,  Gross output of nonprofit institutions,2277,2502,2587,2843,2982
2000,Alaska,24,  Less: Receipts from sales of goods and services by nonprofit institutions,1574,1666,1700,1806,1864
4000,Arizona,1,Per capita personal consumption expenditures,19416,20274,21392,22579,23118
4000,Arizona,2,  Goods,7275,7495,7994,8501,8601
4000,Arizona,3,    Durable goods,2713,2918,3108,3357,3406
4000,Arizona,4,      Motor vehicles and parts,1121,1201,1287,1335,1400
4000,Arizona,5,      Furnishings and durable household equipment,645,694,723,790,797
4000,Arizona,6,      Recreational goods and vehicles,618,679,734,836,818
4000,Arizona,7,      Other durable goods,329,343,364,395,391
4000,Arizona,8,    Nondurable goods,4561,4577,4885,5145,5195
4000,Arizona,9,      Food and beverages purchased for off-premises consumption,1716,1732,1823,1826,1884
4000,Arizona,10,      Clothing and footwear,765,767,798,835,835
4000,Arizona,11,      Gasoline and other energy goods,621,542,589,719,670
4000,Arizona,12,      Other nondurable goods,1460,1535,1676,1764,1805
4000,Arizona,13,  Services,12141,12780,13398,14078,14518
4000,Arizona,14,    Household consumption expenditures (for services),11944,12566,13146,13798,14216
4000,Arizona,15,    Housing and utilities,3511,3649,3753,3920,4119
4000,Arizona,16,    Health care,2393,2450,2524,2668,2863
4000,Arizona,17,    Transportation services,742,797,851,894,868
4000,Arizona,18,    Recreation services,714,765,836,839,859
4000,Arizona,19,    Food services and accommodations,1423,1467,1535,1612,1605
4000,Arizona,20,    Financial services and insurance,1796,1919,2069,2251,2199
4000,Arizona,21,    Other services,1365,1519,1579,1614,1702
4000,Arizona,22,  Final consumption expenditures of nonprofit institutions serving households (NPISHs),197,214,252,280,302
4000,Arizona,23,  Gross output of nonprofit institutions,1353,1467,1529,1588,1666
4000,Arizona,24,  Less: Receipts from sales of goods and services by nonprofit institutions,1156,1252,1277,1308,1365
5000,Arkansas,1,Per capita personal consumption expenditures,15785,16547,17556,18556,19204
5000,Arkansas,2,  Goods,6601,6764,7285,7766,7765
5000,Arkansas,3,    Durable goods,2285,2411,2585,2666,2724
5000,Arkansas,4,      Motor vehicles and parts,1053,1115,1193,1188,1244
5000,Arkansas,5,      Furnishings and durable household equipment,504,521,553,592,589
5000,Arkansas,6,      Recreational goods and vehicles,425,464,506,531,554
5000,Arkansas,7,      Other durable goods,303,311,333,354,337
5000,Arkansas,8,    Nondurable goods,4317,4353,4701,5100,5042
5000,Arkansas,9,      Food and beverages purchased for off-premises consumption,1518,1525,1617,1703,1688
5000,Arkansas,10,      Clothing and footwear,784,817,866,913,872
5000,Arkansas,11,      Gasoline and other energy goods,629,568,644,830,788
5000,Arkansas,12,      Other nondurable goods,1385,1443,1573,1654,1693
5000,Arkansas,13,  Services,9183,9783,10271,10790,11439
5000,Arkansas,14,    Household consumption expenditures (for services),9006,9530,9961,10468,11078
5000,Arkansas,15,    Housing and utilities,2547,2665,2751,2915,3109
5000,Arkansas,16,    Health care,2520,2656,2736,2879,3152
5000,Arkansas,17,    Transportation services,434,452,495,511,518
5000,Arkansas,18,    Recreation services,437,470,508,504,538
5000,Arkansas,19,    Food services and accommodations,904,936,970,1022,1056
5000,Arkansas,20,    Financial services and insurance,1070,1148,1241,1357,1304
5000,Arkansas,21,    Other services,1093,1203,1261,1280,1402
5000,Arkansas,22,  Final consumption expenditures of nonprofit institutions serving households (NPISHs),178,253,310,323,361
5000,Arkansas,23,  Gross output of nonprofit institutions,1271,1410,1519,1570,1683
5000,Arkansas,24,  Less: Receipts from sales of goods and services by nonprofit institutions,1093,1157,1210,1248,1322
6000,California,1,Per capita personal consumption expenditures,21212,22150,23411,25112,25915
6000,California,2,  Goods,6866,7154,7735,8439,8638
6000,California,3,    Durable goods,2500,2740,3044,3390,3488
6000,California,4,      Motor vehicles and parts,864,973,1098,1156,1233
6000,California,5,      Furnishings and durable household equipment,538,584,655,735,776
6000,California,6,      Recreational goods and vehicles,793,857,937,1118,1113
6000,California,7,      Other durable goods,305,326,353,382,365
6000,California,8,    Nondurable goods,4367,4415,4691,5049,5150
6000,California,9,      Food and beverages purchased for off-premises consumption,1684,1692,1788,1873,1957
6000,California,10,      Clothing and footwear,942,972,1009,1059,1014
6000,California,11,      Gasoline and other energy goods,450,392,420,514,494
6000,California,12,      Other nondurable goods,1291,1359,1474,1603,1685
6000,California,13,  Services,14346,14996,15676,16673,17276
6000,California,14,    Household consumption expenditures (for services),14039,14682,15301,16215,16722
6000,California,15,    Housing and utilities,4603,4810,4993,5242,5566
6000,California,16,    Health care,2878,2948,2972,3074,3199
6000,California,17,    Transportation services,876,909,956,1044,1025
6000,California,18,    Recreation services,733,745,840,889,912
6000,California,19,    Food services and accommodations,1340,1414,1455,1557,1596
6000,California,20,    Financial services and insurance,1973,2119,2191,2347,2227
6000,California,21,    Other services,1637,1736,1894,2062,2198
6000,California,22,  Final consumption expenditures of nonprofit institutions serving households (NPISHs),307,315,375,458,554
6000,California,23,  Gross output of nonprofit institutions,1715,1758,1884,2064,2291
6000,California,24,  Less: Receipts from sales of goods and services by nonprofit institutions,1408,1443,1509,1607,1737
8000,Colorado,1,Per capita personal consumption expenditures,22266,23506,25122,27042,27847
8000,Colorado,2,  Goods,7900,8274,8995,9608,9745
8000,Colorado,3,    Durable goods,3010,3283,3587,3883,3907
8000,Colorado,4,      Motor vehicles and parts,1058,1149,1274,1353,1427
8000,Colorado,5,      Furnishings and durable household equipment,749,805,870,945,969
8000,Colorado,6,      Recreational goods and vehicles,816,917,998,1100,1053
8000,Colorado,7,      Other durable goods,388,413,446,485,457
8000,Colorado,8,    Nondurable goods,4890,4991,5408,5725,5838
8000,Colorado,9,      Food and beverages purchased for off-premises consumption,1806,1853,2001,2060,2159
8000,Colorado,10,      Clothing and footwear,926,962,1011,1031,1025
8000,Colorado,11,      Gasoline and other energy goods,588,513,563,705,688
8000,Colorado,12,      Other nondurable goods,1569,1663,1833,1929,1965
8000,Colorado,13,  Services,14366,15231,16127,17434,18102
8000,Colorado,14,    Household consumption expenditures (for services),14138,14961,15786,17021,17627
8000,Colorado,15,    Housing and utilities,4712,4899,5069,5292,5619
8000,Colorado,16,    Health care,2568,2687,2782,2998,3293
8000,Colorado,17,    Transportation services,1129,1147,1179,1256,1194
8000,Colorado,18,    Recreation services,931,1040,1148,1271,1267
8000,Colorado,19,    Food services and accommodations,1674,1707,1774,1911,1946
8000,Colorado,20,    Financial services and insurance,1466,1602,1753,1974,1875
8000,Colorado,21,    Other services,1658,1880,2081,2319,2434
8000,Colorado,22,  Final consumption expenditures of nonprofit institutions serving households (NPISHs),228,270,341,413,475
8000,Colorado,23,  Gross output of nonprofit institutions,1686,1830,1973,2130,2287
8000,Colorado,24,  Less: Receipts from sales of goods and services by nonprofit institutions,1458,1560,1632,1717,1813
9000,Connecticut,1,Per capita personal consumption expenditures,25439,26943,28492,29902,30987
9000,Connecticut,2,  Goods,8601,8886,9456,9863,10117
9000,Connecticut,3,    Durable goods,2824,3063,3290,3430,3550
9000,Connecticut,4,      Motor vehicles and parts,1094,1182,1286,1296,1366
9000,Connecticut,5,      Furnishings and durable household equipment,654,703,742,834,882
9000,Connecticut,6,      Recreational goods and vehicles,681,758,818,828,853
9000,Connecticut,7,      Other durable goods,395,420,444,473,450
9000,Connecticut,8,    Nondurable goods,5776,5824,6166,6433,6567
9000,Connecticut,9,      Food and beverages purchased for off-premises consumption,1979,1996,2069,2117,2232
9000,Connecticut,10,      Clothing and footwear,1139,1143,1161,1196,1150
9000,Connecticut,11,      Gasoline and other energy goods,703,584,614,753,729
9000,Connecticut,12,      Other nondurable goods,1955,2101,2321,2367,2455
9000,Connecticut,13,  Services,16839,18056,19036,20038,20870
9000,Connecticut,14,    Household consumption expenditures (for services),16332,17390,18299,19222,19991
9000,Connecticut,15,    Housing and utilities,5010,5256,5523,5789,6149
9000,Connecticut,16,    Health care,3566,3736,3863,4000,4315
9000,Connecticut,17,    Transportation services,1043,1063,1197,1240,1275
9000,Connecticut,18,    Recreation services,785,949,1054,1121,1127
9000,Connecticut,19,    Food services and accommodations,1189,1238,1333,1428,1433
9000,Connecticut,20,    Financial services and insurance,2294,2388,2536,2782,2648
9000,Connecticut,21,    Other services,2444,2761,2793,2861,3044
9000,Connecticut,22,  Final consumption expenditures of nonprofit institutions serving households (NPISHs),507,666,737,816,879
9000,Connecticut,23,  Gross output of nonprofit institutions,2547,2766,2927,3107,3295
9000,Connecticut,24,  Less: Receipts from sales of goods and services by nonprofit institutions,2040,2100,2190,2291,2416
10000,Delaware,1,Per capita personal consumption expenditures,21592,22722,24142,25260,26368
10000,Delaware,2,  Goods,8037,8382,9225,9568,9819
10000,Delaware,3,    Durable goods,3296,3539,3889,3994,4094
10000,Delaware,4,      Motor vehicles and parts,1407,1523,1678,1705,1761
10000,Delaware,5,      Furnishings and durable household equipment,505,543,597,636,656
10000,Delaware,6,      Recreational goods and vehicles,929,983,1075,1086,1121
10000,Delaware,7,      Other durable goods,455,489,539,566,556
10000,Delaware,8,    Nondurable goods,4741,4843,5336,5574,5725
10000,Delaware,9,      Food and beverages purchased for off-premises consumption,2094,2127,2332,2368,2474
10000,Delaware,10,      Clothing and footwear,957,997,1074,1090,1106
10000,Delaware,11,      Gasoline and other energy goods,496,425,476,587,550
10000,Delaware,12,      Other nondurable goods,1195,1293,1454,1530,1595
10000,Delaware,13,  Services,13554,14341,14917,15692,16549
10000,Delaware,14,    Household consumption expenditures (for services),13119,13797,14357,15083,15836
10000,Delaware,15,    Housing and utilities,3926,4088,4280,4442,4705
10000,Delaware,16,    Health care,3048,3183,3316,3467,3798
10000,Delaware,17,    Transportation services,731,775,814,882,895
10000,Delaware,18,    Recreation services,805,820,880,931,962
10000,Delaware,19,    Food services and accommodations,1443,1478,1543,1622,1639
10000,Delaware,20,    Financial services and insurance,1268,1371,1449,1600,1544
10000,Delaware,21,    Other services,1898,2083,2075,2140,2293
10000,Delaware,22,  Final consumption expenditures of nonprofit institutions serving households (NPISHs),435,544,560,609,713
10000,Delaware,23,  Gross output of nonprofit institutions,2160,2333,2361,2456,2710
10000,Delaware,24,  Less: Receipts from sales of goods and services by nonprofit institutions,1725,1790,1801,1846,1997
11000,District of Columbia,1,Per capita personal consumption expenditures,31919,32455,33796,35744,37573
11000,District of Columbia,2,  Goods,9095,8957,9273,9557,9828
11000,District of Columbia,3,    Durable goods,2930,3054,3190,3270,3431
11000,District of Columbia,4,      Motor vehicles and parts,1227,1214,1167,1227,1252
11000,District of Columbia,5,      Furnishings and durable household equipment,551,604,688,734,725
11000,District of Columbia,6,      Recreational goods and vehicles,669,730,792,762,907
11000,District of Columbia,7,      Other durable goods,483,506,543,547,546
11000,District of Columbia,8,    Nondurable goods,6165,5903,6083,6287,6397
11000,District of Columbia,9,      Food and beverages purchased for off-premises consumption,2129,2141,2178,2258,2395
11000,District of Columbia,10,      Clothing and footwear,1326,1308,1335,1321,1244
11000,District of Columbia,11,      Gasoline and other energy goods,1002,733,722,854,745
11000,District of Columbia,12,      Other nondurable goods,1708,1722,1848,1855,2013
11000,District of Columbia,13,  Services,22824,23497,24524,26187,27745
11000,District of Columbia,14,    Household consumption expenditures (for services),22383,22953,23852,25321,26632
11000,District of Columbia,15,    Housing and utilities,4607,4801,4997,5287,5566
11000,District of Columbia,16,    Health care,5203,5305,5346,5369,5965
11000,District of Columbia,17,    Transportation services,1024,1107,1127,1244,1245
11000,District of Columbia,18,    Recreation services,885,954,962,1054,1115
11000,District of Columbia,19,    Food services and accommodations,1559,1514,1607,1969,1956
11000,District of Columbia,20,    Financial services and insurance,2519,2598,2615,2782,2545
11000,District of Columbia,21,    Other services,6585,6674,7197,7615,8241
11000,District of Columbia,22,  Final consumption expenditures of nonprofit institutions serving households (NPISHs),440,545,672,865,1112
11000,District of Columbia,23,  Gross output of nonprofit institutions,2635,2852,3104,3508,4028
11000,District of Columbia,24,  Less: Receipts from sales of goods and services by nonprofit institutions,2195,2307,2432,2643,2916
12000,Florida,1,Per capita personal consumption expenditures,20705,21701,22597,24092,24839
12000,Florida,2,  Goods,7556,7913,8353,8850,9062
12000,Florida,3,    Durable goods,2926,3135,3300,3454,3552
12000,Florida,4,      Motor vehicles and parts,1219,1318,1382,1432,1466
12000,Florida,5,      Furnishings and durable household equipment,707,764,812,857,908
12000,Florida,6,      Recreational goods and vehicles,741,781,820,859,880
12000,Florida,7,      Other durable goods,260,272,286,307,298
12000,Florida,8,    Nondurable goods,4629,4778,5054,5396,5509
12000,Florida,9,      Food and beverages purchased for off-premises consumption,1903,1968,2026,2141,2204
12000,Florida,10,      Clothing and footwear,756,765,785,818,809
12000,Florida,11,      Gasoline and other energy goods,463,428,469,550,535
12000,Florida,12,      Other nondurable goods,1508,1617,1774,1887,1962
12000,Florida,13,  Services,13149,13788,14244,15242,15777
12000,Florida,14,    Household consumption expenditures (for services),13131,13719,14131,15083,15599
12000,Florida,15,    Housing and utilities,3825,3996,4127,4316,4578
12000,Florida,16,    Health care,3052,3139,3177,3379,3642
12000,Florida,17,    Transportation services,698,723,741,800,765
12000,Florida,18,    Recreation services,696,711,735,797,804
12000,Florida,19,    Food services and accommodations,1642,1668,1687,1762,1788
12000,Florida,20,    Financial services and insurance,1566,1701,1859,2065,1924
12000,Florida,21,    Other services,1652,1782,1806,1963,2098
12000,Florida,22,  Final consumption expenditures of nonprofit institutions serving households (NPISHs),18,69,113,159,179
12000,Florida,23,  Gross output of nonprofit institutions,1071,1149,1247,1356,1443
12000,Florida,24,  Less: Receipts from sales of goods and services by nonprofit institutions,1052,1080,1134,1197,1264
13000,Georgia,1,Per capita personal consumption expenditures,18899,19645,20777,22072,22699
13000,Georgia,2,  Goods,7589,7815,8447,8794,8909
13000,Georgia,3,    Durable goods,2831,3008,3283,3338,3404
13000,Georgia,4,      Motor vehicles and parts,1249,1351,1459,1459,1526
13000,Georgia,5,      Furnishings and durable household equipment,721,755,817,844,856
13000,Georgia,6,      Recreational goods and vehicles,539,564,641,663,660
13000,Georgia,7,      Other durable goods,322,339,367,372,362
13000,Georgia,8,    Nondurable goods,4758,4807,5164,5457,5505
13000,Georgia,9,      Food and beverages purchased for off-premises consumption,1725,1764,1844,1924,1961
13000,Georgia,10,      Clothing and footwear,955,971,1029,1006,996
13000,Georgia,11,      Gasoline and other energy goods,596,532,590,730,696
13000,Georgia,12,      Other nondurable goods,1482,1540,1701,1798,1852
13000,Georgia,13,  Services,11310,11831,12330,13277,13791
13000,Georgia,14,    Household consumption expenditures (for services),11246,11761,12218,13135,13585
13000,Georgia,15,    Housing and utilities,3341,3474,3544,3784,3967
13000,Georgia,16,    Health care,2750,2814,2812,2962,3132
13000,Georgia,17,    Transportation services,535,566,595,636,595
13000,Georgia,18,    Recreation services,570,592,655,697,711
13000,Georgia,19,    Food services and accommodations,1343,1387,1452,1556,1564
13000,Georgia,20,    Financial services and insurance,1155,1235,1349,1523,1482
13000,Georgia,21,    Other services,1551,1692,1811,1977,2135
13000,Georgia,22,  Final consumption expenditures of nonprofit institutions serving households (NPISHs),65,70,112,142,206
13000,Georgia,23,  Gross output of nonprofit institutions,1387,1507,1605,1694,1875
13000,Georgia,24,  Less: Receipts from sales of goods and services by nonprofit institutions,1322,1437,1492,1552,1670
15000,Hawaii,1,Per capita personal consumption expenditures,21366,21790,22699,24157,24885
15000,Hawaii,2,  Goods,7327,7235,7738,8215,8512
15000,Hawaii,3,    Durable goods,2230,2262,2490,2705,2871
15000,Hawaii,4,      Motor vehicles and parts,732,767,863,957,1033
15000,Hawaii,5,      Furnishings and durable household equipment,508,507,554,595,649
15000,Hawaii,6,      Recreational goods and vehicles,624,633,702,769,831
15000,Hawaii,7,      Other durable goods,366,355,370,384,358
15000,Hawaii,8,    Nondurable goods,5097,4974,5248,5510,5641
15000,Hawaii,9,      Food and beverages purchased for off-premises consumption,2163,2119,2227,2321,2436
15000,Hawaii,10,      Clothing and footwear,815,757,753,758,715
15000,Hawaii,11,      Gasoline and other energy goods,425,373,400,486,441
15000,Hawaii,12,      Other nondurable goods,1694,1724,1869,1945,2049
15000,Hawaii,13,  Services,14039,14555,14962,15942,16373
15000,Hawaii,14,    Household consumption expenditures (for services),13344,13746,14181,15060,15435
15000,Hawaii,15,    Housing and utilities,3912,4108,4350,4644,4898
15000,Hawaii,16,    Health care,3158,3184,3210,3289,3493
15000,Hawaii,17,    Transportation services,717,755,780,889,830
15000,Hawaii,18,    Recreation services,756,746,752,814,814
15000,Hawaii,19,    Food services and accommodations,1115,1091,1105,1214,1173
15000,Hawaii,20,    Financial services and insurance,1500,1583,1687,1851,1801
15000,Hawaii,21,    Other services,2187,2277,2297,2359,2427
15000,Hawaii,22,  Final consumption expenditures of nonprofit institutions serving households (NPISHs),695,809,781,883,939
15000,Hawaii,23,  Gross output of nonprofit institutions,2229,2424,2399,2578,2693
15000,Hawaii,24,  Less: Receipts from sales of goods and services by nonprofit institutions,1534,1615,1618,1695,1755
16000,Idaho,1,Per capita personal consumption expenditures,17192,17825,18844,20035,20548
16000,Idaho,2,  Goods,7164,7287,7771,8263,8256
16000,Idaho,3,    Durable goods,2777,2913,3081,3205,3186
16000,Idaho,4,      Motor vehicles and parts,1259,1315,1354,1311,1327
16000,Idaho,5,      Furnishings and durable household equipment,564,596,656,726,726
16000,Idaho,6,      Recreational goods and vehicles,666,709,762,834,816
16000,Idaho,7,      Other durable goods,288,294,309,334,317
16000,Idaho,8,    Nondurable goods,4386,4373,4690,5058,5070
16000,Idaho,9,      Food and beverages purchased for off-premises consumption,1860,1882,2019,2092,2100
16000,Idaho,10,      Clothing and footwear,630,625,635,667,671
16000,Idaho,11,      Gasoline and other energy goods,667,581,645,818,762
16000,Idaho,12,      Other nondurable goods,1229,1286,1393,1481,1537
16000,Idaho,13,  Services,10029,10538,11072,11772,12292
16000,Idaho,14,    Household consumption expenditures (for services),9785,10254,10735,11423,11889
16000,Idaho,15,    Housing and utilities,3116,3257,3397,3591,3812
16000,Idaho,16,    Health care,2152,2273,2371,2522,2728
16000,Idaho,17,    Transportation services,526,558,602,656,655
16000,Idaho,18,    Recreation services,602,596,640,672,658
16000,Idaho,19,    Food services and accommodations,1033,1080,1110,1190,1213
16000,Idaho,20,    Financial services and insurance,1246,1324,1419,1579,1541
16000,Idaho,21,    Other services,1110,1165,1198,1212,1282
16000,Idaho,22,  Final consumption expenditures of nonprofit institutions serving households (NPISHs),244,284,337,349,403
16000,Idaho,23,  Gross output of nonprofit institutions,1567,1653,1753,1796,1937
16000,Idaho,24,  Less: Receipts from sales of goods and services by nonprofit institutions,1323,1369,1416,1447,1534
17000,Illinois,1,Per capita personal consumption expenditures,21327,22370,23422,25187,25980
17000,Illinois,2,  Goods,7338,7548,7990,8615,8696
17000,Illinois,3,    Durable goods,2752,2912,3142,3350,3387
17000,Illinois,4,      Motor vehicles and parts,1140,1211,1327,1331,1403
17000,Illinois,5,      Furnishings and durable household equipment,602,626,660,749,756
17000,Illinois,6,      Recreational goods and vehicles,635,672,725,805,787
17000,Illinois,7,      Other durable goods,376,402,430,465,441
17000,Illinois,8,    Nondurable goods,4585,4636,4849,5265,5310
17000,Illinois,9,      Food and beverages purchased for off-premises consumption,1596,1600,1638,1763,1817
17000,Illinois,10,      Clothing and footwear,980,1016,1030,1090,1056
17000,Illinois,11,      Gasoline and other energy goods,446,390,423,515,485
17000,Illinois,12,      Other nondurable goods,1564,1630,1758,1898,1952
17000,Illinois,13,  Services,13989,14823,15432,16571,17284
17000,Illinois,14,    Household consumption expenditures (for services),13298,14005,14573,15606,16245
17000,Illinois,15,    Housing and utilities,3924,4051,4218,4502,4804
17000,Illinois,16,    Health care,2871,2974,3078,3265,3502
17000,Illinois,17,    Transportation services,939,985,1033,1091,1048
17000,Illinois,18,    Recreation services,816,852,887,935,949
17000,Illinois,19,    Food services and accommodations,1268,1356,1354,1450,1510
17000,Illinois,20,    Financial services and insurance,1434,1572,1730,1952,1881
17000,Illinois,21,    Other services,2045,2215,2274,2410,2551
17000,Illinois,22,  Final consumption expenditures of nonprofit institutions serving households (NPISHs),691,818,859,965,1039
17000,Illinois,23,  Gross output of nonprofit institutions,2540,2761,2843,3033,3210
17000,Illinois,24,  Less: Receipts from sales of goods and services by nonprofit institutions,1849,1943,1984,2068,2171
18000,Indiana,1,Per capita personal consumption expenditures,18675,19564,20666,21748,22539
18000,Indiana,2,  Goods,7370,7599,8148,8520,8651
18000,Indiana,3,    Durable goods,2615,2785,3006,3077,3104
18000,Indiana,4,      Motor vehicles and parts,1156,1233,1328,1304,1340
18000,Indiana,5,      Furnishings and durable household equipment,565,596,648,690,690
18000,Indiana,6,      Recreational goods and vehicles,598,643,694,728,731
18000,Indiana,7,      Other durable goods,296,313,337,354,342
18000,Indiana,8,    Nondurable goods,4756,4814,5141,5444,5547
18000,Indiana,9,      Food and beverages purchased for off-premises consumption,1799,1822,1881,1908,1930
18000,Indiana,10,      Clothing and footwear,795,814,858,867,863
18000,Indiana,11,      Gasoline and other energy goods,629,570,636,796,797
18000,Indiana,12,      Other nondurable goods,1533,1607,1766,1873,1956
18000,Indiana,13,  Services,11304,11964,12518,13228,13889
18000,Indiana,14,    Household consumption expenditures (for services),10815,11382,11904,12559,13179
18000,Indiana,15,    Housing and utilities,3058,3183,3337,3504,3766
18000,Indiana,16,    Health care,2690,2848,2945,3112,3353
18000,Indiana,17,    Transportation services,689,723,779,817,824
18000,Indiana,18,    Recreation services,869,883,908,944,946
18000,Indiana,19,    Food services and accommodations,1155,1205,1276,1325,1360
18000,Indiana,20,    Financial services and insurance,974,1064,1168,1297,1262
18000,Indiana,21,    Other services,1380,1476,1491,1561,1668
18000,Indiana,22,  Final consumption expenditures of nonprofit institutions serving households (NPISHs),490,583,614,669,710
18000,Indiana,23,  Gross output of nonprofit institutions,1893,2029,2094,2199,2311
18000,Indiana,24,  Less: Receipts from sales of goods and services by nonprofit institutions,1403,1447,1479,1530,1601
19000,Iowa,1,Per capita personal consumption expenditures,18569,19530,20625,21757,22364
19000,Iowa,2,  Goods,7198,7454,7986,8397,8452
19000,Iowa,3,    Durable goods,2655,2840,3036,3091,3124
19000,Iowa,4,      Motor vehicles and parts,1177,1266,1352,1331,1392
19000,Iowa,5,      Furnishings and durable household equipment,543,576,624,653,655
19000,Iowa,6,      Recreational goods and vehicles,603,652,694,721,711
19000,Iowa,7,      Other durable goods,332,346,366,385,367
19000,Iowa,8,    Nondurable goods,4543,4613,4950,5306,5328
19000,Iowa,9,      Food and beverages purchased for off-premises consumption,1616,1668,1756,1814,1862
19000,Iowa,10,      Clothing and footwear,739,760,796,810,796
19000,Iowa,11,      Gasoline and other energy goods,732,659,748,932,883
