"SAEXP2 Per capita personal consumption expenditures (PCE) by state 1/"
"(Dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2010","2011","2012","2013","2014","2015","2016","2017"
"04000","Arizona","10","      Clothing and footwear",974,999,1015,1027,1031,1045,1044,1061
"04000","Arizona","11","      Gasoline and other energy goods",1011,1237,1279,1263,1205,925,808,908
"04000","Arizona","12","      Other nondurable goods",2423,2498,2484,2475,2625,2663,2726,2814
"04000","Arizona","13","  Services",18973,19331,19656,20021,20658,21467,22096,22975
"04000","Arizona","14","    Household consumption expenditures (for services)",18480,18814,19107,19449,20076,20901,21492,22366
"04000","Arizona","15","    Housing and utilities",5748,5834,5871,5986,6212,6492,6695,6837
"04000","Arizona","16","    Health care",4722,4801,4914,4962,4993,5211,5391,5681
"04000","Arizona","17","    Transportation services",894,984,1023,1047,1100,1125,1153,1214
"04000","Arizona","18","    Recreation services",1131,1091,1124,1150,1196,1238,1267,1341
"04000","Arizona","19","    Food services and accommodations",2127,2198,2267,2339,2454,2611,2667,2795
"04000","Arizona","20","    Financial services and insurance",1722,1727,1703,1762,1850,1945,1951,2049
"04000","Arizona","21","    Other services",2136,2179,2205,2203,2271,2280,2368,2448
"04000","Arizona","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",492,517,549,573,582,565,604,608
"04000","Arizona","23","  Gross output of nonprofit institutions",2592,2654,2730,2797,2878,2938,3066,3143
"04000","Arizona","24","  Less: Receipts from sales of goods and services by nonprofit institutions",2100,2136,2181,2224,2296,2372,2462,2535
"05000","Arkansas","1","Per capita personal consumption expenditures",26356,27438,28212,28846,29824,30649,31695,32875
"05000","Arkansas","2","  Goods",10033,10595,10846,11110,11390,11431,11732,12082
"05000","Arkansas","3","    Durable goods",3147,3213,3311,3448,3588,3722,3836,3932
"05000","Arkansas","4","      Motor vehicles and parts",1171,1224,1320,1390,1462,1551,1594,1586
"05000","Arkansas","5","      Furnishings and durable household equipment",698,702,714,733,754,785,825,864
"05000","Arkansas","6","      Recreational goods and vehicles",792,791,781,812,833,836,857,902
"05000","Arkansas","7","      Other durable goods",486,496,496,514,539,549,559,580
"05000","Arkansas","8","    Nondurable goods",6885,7382,7535,7662,7801,7709,7896,8150
"05000","Arkansas","9","      Food and beverages purchased for off-premises consumption",2090,2186,2239,2314,2397,2503,2615,2642
"05000","Arkansas","10","      Clothing and footwear",883,915,945,949,968,990,1017,1038
"05000","Arkansas","11","      Gasoline and other energy goods",1367,1675,1713,1706,1550,1169,1041,1126
"05000","Arkansas","12","      Other nondurable goods",2545,2607,2639,2693,2887,3046,3224,3344
"05000","Arkansas","13","  Services",16323,16843,17367,17736,18434,19218,19963,20794
"05000","Arkansas","14","    Household consumption expenditures (for services)",15734,16219,16710,17049,17732,18520,19213,20028
"05000","Arkansas","15","    Housing and utilities",4256,4347,4440,4567,4728,4895,4971,5122
"05000","Arkansas","16","    Health care",4661,4767,4922,4914,5147,5431,5796,6117
"05000","Arkansas","17","    Transportation services",536,558,563,572,594,613,629,652
"05000","Arkansas","18","    Recreation services",909,912,920,950,968,996,1013,1037
"05000","Arkansas","19","    Food services and accommodations",1495,1554,1619,1646,1723,1844,1935,1971
"05000","Arkansas","20","    Financial services and insurance",1949,2123,2291,2442,2600,2741,2807,3033
"05000","Arkansas","21","    Other services",1927,1960,1955,1959,1973,2000,2063,2097
"05000","Arkansas","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",590,623,657,687,702,698,750,765
"05000","Arkansas","23","  Gross output of nonprofit institutions",2647,2752,2868,2933,2996,3094,3259,3375
"05000","Arkansas","24","  Less: Receipts from sales of goods and services by nonprofit institutions",2057,2128,2212,2245,2294,2396,2509,2609
"06000","California","1","Per capita personal consumption expenditures",34268,35585,36701,37419,38952,40719,42528,44366
"06000","California","2","  Goods",10161,10720,11097,11194,11541,11798,12017,12440
"06000","California","3","    Durable goods",3413,3533,3697,3754,3890,4129,4240,4401
"06000","California","4","      Motor vehicles and parts",917,986,1092,1151,1213,1317,1360,1417
"06000","California","5","      Furnishings and durable household equipment",762,773,775,775,800,832,834,863
"06000","California","6","      Recreational goods and vehicles",1214,1218,1241,1237,1263,1348,1409,1459
"06000","California","7","      Other durable goods",520,557,589,591,615,632,637,661
"06000","California","8","    Nondurable goods",6747,7187,7399,7440,7650,7669,7777,8040
"06000","California","9","      Food and beverages purchased for off-premises consumption",2493,2587,2654,2678,2771,2822,2857,2872
"06000","California","10","      Clothing and footwear",1086,1155,1219,1214,1252,1291,1313,1348
"06000","California","11","      Gasoline and other energy goods",854,1066,1088,1046,996,759,701,810
"06000","California","12","      Other nondurable goods",2314,2378,2438,2502,2631,2795,2907,3010
"06000","California","13","  Services",24107,24865,25604,26225,27412,28921,30511,31926
"06000","California","14","    Household consumption expenditures (for services)",23188,23895,24524,25097,26249,27763,29249,30638
"06000","California","15","    Housing and utilities",7859,8022,8153,8304,8620,9026,9380,9657
"06000","California","16","    Health care",5397,5581,5698,5798,5999,6419,6867,7203
"06000","California","17","    Transportation services",1175,1250,1316,1397,1480,1539,1650,1765
"06000","California","18","    Recreation services",1307,1306,1366,1394,1447,1535,1605,1712
"06000","California","19","    Food services and accommodations",2269,2361,2465,2558,2750,2990,3208,3295
"06000","California","20","    Financial services and insurance",2381,2486,2533,2650,2789,2958,3038,3280
"06000","California","21","    Other services",2799,2889,2992,2995,3164,3295,3501,3727
"06000","California","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",920,970,1079,1128,1163,1158,1261,1288
"06000","California","23","  Gross output of nonprofit institutions",3820,4025,4348,4454,4577,4730,5030,5204
"06000","California","24","  Less: Receipts from sales of goods and services by nonprofit institutions",2900,3056,3268,3326,3414,3573,3768,3916
"08000","Colorado","1","Per capita personal consumption expenditures",34232,35215,35938,36617,38049,39341,40638,42239
"08000","Colorado","2","  Goods",10590,11003,11272,11431,11769,11889,12145,12706
"08000","Colorado","3","    Durable goods",3574,3610,3704,3847,4001,4154,4255,4490
"08000","Colorado","4","      Motor vehicles and parts",1049,1051,1117,1177,1250,1330,1329,1377
"08000","Colorado","5","      Furnishings and durable household equipment",885,901,920,962,1010,1057,1110,1173
"08000","Colorado","6","      Recreational goods and vehicles",1060,1060,1067,1093,1101,1107,1136,1208
"08000","Colorado","7","      Other durable goods",581,597,601,615,640,660,680,732
"08000","Colorado","8","    Nondurable goods",7016,7393,7567,7584,7768,7735,7890,8216
"08000","Colorado","9","      Food and beverages purchased for off-premises consumption",2693,2782,2885,2899,3014,3077,3163,3203
"08000","Colorado","10","      Clothing and footwear",1013,1059,1073,1085,1097,1126,1147,1162
"08000","Colorado","11","      Gasoline and other energy goods",981,1177,1182,1141,1068,803,703,782
"08000","Colorado","12","      Other nondurable goods",2329,2375,2428,2460,2590,2729,2877,3070
"08000","Colorado","13","  Services",23642,24213,24666,25185,26280,27452,28493,29532
"08000","Colorado","14","    Household consumption expenditures (for services)",22929,23439,23806,24305,25354,26551,27561,28591
"08000","Colorado","15","    Housing and utilities",6969,7049,7096,7192,7445,7762,8074,8418
"08000","Colorado","16","    Health care",5067,5161,5244,5345,5655,6074,6378,6500
"08000","Colorado","17","    Transportation services",1261,1336,1407,1453,1514,1546,1607,1677
"08000","Colorado","18","    Recreation services",1750,1736,1813,1896,1987,2080,2124,2205
"08000","Colorado","19","    Food services and accommodations",2457,2599,2695,2795,2958,3163,3273,3387
"08000","Colorado","20","    Financial services and insurance",2258,2368,2362,2434,2468,2534,2527,2698
"08000","Colorado","21","    Other services",3167,3188,3188,3190,3328,3394,3577,3705
"08000","Colorado","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",713,774,860,880,926,901,932,942
"08000","Colorado","23","  Gross output of nonprofit institutions",3417,3549,3709,3758,3908,4057,4271,4385
"08000","Colorado","24","  Less: Receipts from sales of goods and services by nonprofit institutions",2705,2775,2849,2878,2982,3156,3339,3443
"09000","Connecticut","1","Per capita personal consumption expenditures",41640,42864,43786,44899,46656,47983,49160,50720
"09000","Connecticut","2","  Goods",12465,12962,13152,13552,14032,14176,14347,14768
"09000","Connecticut","3","    Durable goods",3859,3956,4049,4209,4373,4474,4570,4724
"09000","Connecticut","4","      Motor vehicles and parts",1220,1273,1333,1381,1438,1475,1497,1520
"09000","Connecticut","5","      Furnishings and durable household equipment",936,943,959,1011,1047,1063,1094,1124
"09000","Connecticut","6","      Recreational goods and vehicles",1066,1080,1082,1140,1191,1227,1267,1341
"09000","Connecticut","7","      Other durable goods",637,661,675,678,696,708,712,740
"09000","Connecticut","8","    Nondurable goods",8605,9006,9102,9343,9659,9702,9777,10044
"09000","Connecticut","9","      Food and beverages purchased for off-premises consumption",2851,2961,3034,3079,3181,3262,3308,3357
"09000","Connecticut","10","      Clothing and footwear",1200,1206,1242,1242,1258,1282,1300,1301
"09000","Connecticut","11","      Gasoline and other energy goods",1156,1364,1303,1291,1268,969,803,867
"09000","Connecticut","12","      Other nondurable goods",3399,3475,3524,3731,3953,4189,4366,4519
"09000","Connecticut","13","  Services",29175,29902,30634,31347,32623,33807,34814,35952
"09000","Connecticut","14","    Household consumption expenditures (for services)",27785,28470,29056,29719,30939,32113,33036,34123
"09000","Connecticut","15","    Housing and utilities",8480,8579,8671,8829,9220,9647,9946,10280
"09000","Connecticut","16","    Health care",6502,6673,6855,6986,7226,7317,7522,7667
"09000","Connecticut","17","    Transportation services",1413,1500,1515,1609,1684,1749,1769,1773
"09000","Connecticut","18","    Recreation services",1616,1622,1646,1703,1752,1835,1890,1944
"09000","Connecticut","19","    Food services and accommodations",2066,2133,2228,2282,2397,2531,2628,2663
"09000","Connecticut","20","    Financial services and insurance",3653,3836,3953,4108,4251,4472,4449,4790
"09000","Connecticut","21","    Other services",4054,4128,4188,4202,4409,4563,4833,5006
"09000","Connecticut","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",1390,1432,1578,1628,1684,1694,1777,1828
"09000","Connecticut","23","  Gross output of nonprofit institutions",5456,5622,5899,6030,6251,6231,6440,6703
"09000","Connecticut","24","  Less: Receipts from sales of goods and services by nonprofit institutions",4066,4190,4321,4401,4567,4537,4663,4874
"10000","Delaware","1","Per capita personal consumption expenditures",35569,36835,37479,38174,39410,40504,41307,42351
"10000","Delaware","2","  Goods",11595,12124,12248,12477,12719,12744,12807,12921
"10000","Delaware","3","    Durable goods",4213,4380,4476,4558,4697,4830,4913,4956
"10000","Delaware","4","      Motor vehicles and parts",1493,1586,1660,1704,1793,1863,1873,1878
"10000","Delaware","5","      Furnishings and durable household equipment",628,630,645,663,675,709,740,750
"10000","Delaware","6","      Recreational goods and vehicles",1373,1390,1385,1398,1412,1418,1451,1479
"10000","Delaware","7","      Other durable goods",720,773,786,793,816,841,848,849
"10000","Delaware","8","    Nondurable goods",7382,7744,7773,7918,8022,7913,7895,7965
"10000","Delaware","9","      Food and beverages purchased for off-premises consumption",3131,3151,3155,3226,3293,3301,3284,3280
"10000","Delaware","10","      Clothing and footwear",1036,1109,1146,1141,1140,1144,1151,1148
"10000","Delaware","11","      Gasoline and other energy goods",1076,1300,1278,1263,1192,938,843,920
"10000","Delaware","12","      Other nondurable goods",2139,2184,2193,2289,2397,2531,2617,2617
"10000","Delaware","13","  Services",23974,24711,25230,25698,26692,27760,28500,29430
"10000","Delaware","14","    Household consumption expenditures (for services)",22852,23551,24023,24440,25413,26488,27183,28090
"10000","Delaware","15","    Housing and utilities",6385,6525,6666,6791,7060,7370,7575,7806
"10000","Delaware","16","    Health care",6696,6957,7086,7210,7550,7936,8212,8481
"10000","Delaware","17","    Transportation services",856,889,898,937,975,994,1022,1063
"10000","Delaware","18","    Recreation services",1154,1164,1171,1206,1232,1243,1236,1266
"10000","Delaware","19","    Food services and accommodations",2368,2407,2449,2487,2581,2758,2789,2808
"10000","Delaware","20","    Financial services and insurance",2146,2311,2390,2475,2659,2821,2909,3112
"10000","Delaware","21","    Other services",3246,3298,3364,3333,3355,3366,3439,3554
"10000","Delaware","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",1121,1160,1207,1257,1279,1272,1317,1340
"10000","Delaware","23","  Gross output of nonprofit institutions",4125,4239,4367,4493,4721,4903,5109,5267
"10000","Delaware","24","  Less: Receipts from sales of goods and services by nonprofit institutions",3004,3079,3160,3236,3443,3631,3792,3927
"11000","District of Columbia","1","Per capita personal consumption expenditures",51644,52699,53294,54126,55729,57849,59094,60914
"11000","District of Columbia","2","  Goods",11518,11849,12057,12447,12750,13210,13523,14157
"11000","District of Columbia","3","    Durable goods",3704,3835,3894,4033,4152,4329,4444,4564
"11000","District of Columbia","4","      Motor vehicles and parts",1178,1211,1285,1287,1314,1394,1387,1390
"11000","District of Columbia","5","      Furnishings and durable household equipment",858,915,927,997,1054,1077,1122,1133
"11000","District of Columbia","6","      Recreational goods and vehicles",936,947,931,968,975,995,1029,1081
"11000","District of Columbia","7","      Other durable goods",731,763,751,781,808,863,905,959
"11000","District of Columbia","8","    Nondurable goods",7815,8014,8163,8414,8599,8881,9080,9593
"11000","District of Columbia","9","      Food and beverages purchased for off-premises consumption",3384,3441,3535,3695,3961,4267,4345,4577
"11000","District of Columbia","10","      Clothing and footwear",1401,1453,1426,1413,1432,1480,1491,1512
"11000","District of Columbia","11","      Gasoline and other energy goods",803,892,1009,1040,840,624,549,591
"11000","District of Columbia","12","      Other nondurable goods",2227,2227,2193,2265,2366,2510,2695,2913
"11000","District of Columbia","13","  Services",40125,40850,41237,41679,42979,44638,45571,46757
"11000","District of Columbia","14","    Household consumption expenditures (for services)",39031,39842,39850,40566,41686,43530,44494,45677
"11000","District of Columbia","15","    Housing and utilities",8034,8312,8476,8835,9508,10275,10650,11161
"11000","District of Columbia","16","    Health care",9177,9637,9555,9402,9479,9706,9831,10036
"11000","District of Columbia","17","    Transportation services",1518,1533,1586,1644,1715,1796,1890,1988
"11000","District of Columbia","18","    Recreation services",2061,1938,1937,1867,1830,1933,1933,2067
"11000","District of Columbia","19","    Food services and accommodations",3181,3270,3301,3444,3585,3819,3877,3891
"11000","District of Columbia","20","    Financial services and insurance",3617,3721,3834,4047,4195,4374,4315,4389
"11000","District of Columbia","21","    Other services",11444,11433,11161,11327,11374,11626,11996,12144
"11000","District of Columbia","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",1094,1008,1387,1113,1293,1108,1077,1080
"11000","District of Columbia","23","  Gross output of nonprofit institutions",5895,5867,6245,6158,6478,6549,6722,6900
"11000","District of Columbia","24","  Less: Receipts from sales of goods and services by nonprofit institutions",4801,4858,4858,5045,5186,5441,5645,5821
"12000","Florida","1","Per capita personal consumption expenditures",32351,33494,34396,34918,36332,37650,38441,39525
"12000","Florida","2","  Goods",10627,11147,11471,11750,12202,12438,12502,12833
"12000","Florida","3","    Durable goods",3596,3754,3917,4126,4343,4577,4673,4849
"12000","Florida","4","      Motor vehicles and parts",1174,1233,1330,1422,1515,1648,1656,1694
"12000","Florida","5","      Furnishings and durable household equipment",905,933,974,1030,1093,1147,1187,1235
"12000","Florida","6","      Recreational goods and vehicles",1064,1106,1117,1165,1202,1234,1279,1365
"12000","Florida","7","      Other durable goods",452,483,495,509,532,548,550,555
"12000","Florida","8","    Nondurable goods",7032,7393,7554,7624,7859,7862,7830,7984
"12000","Florida","9","      Food and beverages purchased for off-premises consumption",2679,2753,2797,2854,2946,3019,3059,3087
"12000","Florida","10","      Clothing and footwear",904,948,997,1006,1023,1035,1025,1027
"12000","Florida","11","      Gasoline and other energy goods",845,1023,1065,1039,985,740,640,709
"12000","Florida","12","      Other nondurable goods",2604,2669,2695,2724,2905,3067,3106,3160
"12000","Florida","13","  Services",21723,22347,22925,23168,24130,25212,25939,26692
"12000","Florida","14","    Household consumption expenditures (for services)",21566,22192,22745,23001,23954,25054,25784,26544
"12000","Florida","15","    Housing and utilities",6339,6441,6516,6568,6792,7034,7263,7448
"12000","Florida","16","    Health care",5462,5566,5748,5747,6009,6401,6601,6787
"12000","Florida","17","    Transportation services",784,841,869,913,983,1034,1074,1106
"12000","Florida","18","    Recreation services",1077,1072,1105,1118,1183,1254,1299,1350
"12000","Florida","19","    Food services and accommodations",2437,2577,2725,2847,3004,3185,3265,3253
"12000","Florida","20","    Financial services and insurance",2810,3002,3061,3118,3184,3324,3341,3566
"12000","Florida","21","    Other services",2657,2694,2720,2691,2800,2822,2941,3035
"12000","Florida","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",157,154,181,167,176,158,155,148
"12000","Florida","23","  Gross output of nonprofit institutions",2198,2225,2284,2295,2380,2461,2572,2636
"12000","Florida","24","  Less: Receipts from sales of goods and services by nonprofit institutions",2041,2071,2103,2129,2203,2303,2417,2488
"13000","Georgia","1","Per capita personal consumption expenditures",28485,29552,30234,30922,32071,32879,33851,35028
"13000","Georgia","2","  Goods",10081,10591,10849,11061,11422,11477,11561,12010
"13000","Georgia","3","    Durable goods",3104,3181,3314,3436,3592,3822,3968,4132
"13000","Georgia","4","      Motor vehicles and parts",1103,1156,1239,1307,1363,1465,1514,1532
"13000","Georgia","5","      Furnishings and durable household equipment",760,756,768,811,859,898,945,999
"13000","Georgia","6","      Recreational goods and vehicles",749,750,780,776,800,856,896,957
"13000","Georgia","7","      Other durable goods",493,520,527,542,570,603,613,643
"13000","Georgia","8","    Nondurable goods",6976,7410,7536,7625,7830,7655,7593,7878
"13000","Georgia","9","      Food and beverages purchased for off-premises consumption",2448,2558,2642,2672,2778,2795,2828,2872
"13000","Georgia","10","      Clothing and footwear",977,997,1009,1032,1055,1077,1085,1092
"13000","Georgia","11","      Gasoline and other energy goods",1134,1386,1377,1345,1283,968,827,920
"13000","Georgia","12","      Other nondurable goods",2417,2470,2508,2575,2713,2814,2853,2995
"13000","Georgia","13","  Services",18404,18961,19385,19861,20649,21402,22290,23018
"13000","Georgia","14","    Household consumption expenditures (for services)",18143,18673,19065,19519,20293,21079,21952,22683
"13000","Georgia","15","    Housing and utilities",5285,5358,5353,5423,5621,5797,6076,6303
"13000","Georgia","16","    Health care",4348,4457,4668,4807,4978,5325,5611,5802
"13000","Georgia","17","    Transportation services",657,719,723,758,814,856,877,904
"13000","Georgia","18","    Recreation services",999,1019,1076,1117,1150,1186,1228,1286
"13000","Georgia","19","    Food services and accommodations",1958,2028,2097,2166,2288,2337,2418,2462
"13000","Georgia","20","    Financial services and insurance",2138,2215,2202,2235,2303,2413,2443,2499
"13000","Georgia","21","    Other services",2758,2877,2946,3013,3140,3165,3299,3426
"13000","Georgia","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",262,288,319,342,356,322,338,335
"13000","Georgia","23","  Gross output of nonprofit institutions",2695,2744,2809,2907,2987,3118,3321,3418
"13000","Georgia","24","  Less: Receipts from sales of goods and services by nonprofit institutions",2433,2456,2490,2565,2631,2796,2982,3084
"15000","Hawaii","1","Per capita personal consumption expenditures",35340,36722,38078,38973,40727,42148,43961,46071
"15000","Hawaii","2","  Goods",11388,11820,12104,12377,12780,12948,13396,14057
"15000","Hawaii","3","    Durable goods",3539,3673,3850,3975,4121,4277,4424,4677
"15000","Hawaii","4","      Motor vehicles and parts",907,964,1029,1091,1145,1220,1249,1282
"15000","Hawaii","5","      Furnishings and durable household equipment",818,822,835,854,884,912,954,1007
"15000","Hawaii","6","      Recreational goods and vehicles",1303,1302,1370,1405,1449,1490,1568,1673
"15000","Hawaii","7","      Other durable goods",511,584,616,625,643,654,653,715
"15000","Hawaii","8","    Nondurable goods",7849,8147,8254,8402,8660,8672,8972,9380
"15000","Hawaii","9","      Food and beverages purchased for off-premises consumption",3338,3453,3446,3562,3675,3751,3903,4081
"15000","Hawaii","10","      Clothing and footwear",733,795,844,828,833,833,851,896
"15000","Hawaii","11","      Gasoline and other energy goods",735,844,828,778,716,521,497,549
"15000","Hawaii","12","      Other nondurable goods",3043,3055,3135,3234,3436,3567,3722,3854
"15000","Hawaii","13","  Services",23952,24902,25974,26596,27947,29200,30565,32014
"15000","Hawaii","14","    Household consumption expenditures (for services)",22391,23309,24235,24874,26118,27373,28581,29963
"15000","Hawaii","15","    Housing and utilities",7395,7786,8053,8289,8727,9126,9495,9847
"15000","Hawaii","16","    Health care",5100,5113,5335,5391,5630,6029,6471,6905
"15000","Hawaii","17","    Transportation services",1008,1125,1192,1265,1308,1326,1361,1431
"15000","Hawaii","18","    Recreation services",1133,1141,1293,1364,1405,1429,1427,1474
