SAINC7N Wages and Salaries by NAICS Industry 1/,,,,,,,
(Thousands of dollars) ,,,,,,,
Bureau of Economic Analysis ,,,,,,,
State or DC,,,,,,,
GeoFips,GeoName,LineCode,Description,2014,2015,2016,2017
1000,Alabama,522,          Miscellaneous manufacturing,278291,285481,298694,311913
1000,Alabama,530,        Nondurable goods manufacturing,4292018,4381005,4507369,4678762
1000,Alabama,531,          Food manufacturing,992149,1016181,1063470,1122069
1000,Alabama,532,          Beverage and tobacco product manufacturing,111077,119366,145102,133211
1000,Alabama,533,          Textile mills,242380,228421,224163,222660
1000,Alabama,534,          Textile product mills,126648,126861,133490,134861
1000,Alabama,535,          Apparel manufacturing,86325,82936,79384,80251
1000,Alabama,536,          Leather and allied product manufacturing,1250,1186,1066,1093
1000,Alabama,537,          Paper manufacturing,932673,877648,876895,908891
1000,Alabama,538,          Printing and related support activities,137775,141698,137696,137148
1000,Alabama,539,          Petroleum and coal products manufacturing,144770,172179,183887,193044
1000,Alabama,541,          Chemical manufacturing,806029,838125,850744,892500
1000,Alabama,542,          Plastics and rubber products manufacturing,710942,776404,811472,853034
1000,Alabama,600,      Wholesale trade,4385586,4591567,4650818,4764773
1000,Alabama,700,      Retail trade,5921960,6158969,6330409,6419216
1000,Alabama,701,        Motor vehicle and parts dealers,1267372,1338381,1393007,1429003
1000,Alabama,702,        Furniture and home furnishings stores,175243,187335,194189,201940
1000,Alabama,703,        Electronics and appliance stores,248090,249973,267245,264454
1000,Alabama,704,        Building material and garden equipment and supplies dealers,558650,586413,626121,640752
1000,Alabama,705,        Food and beverage stores,632236,652761,675757,681713
1000,Alabama,706,        Health and personal care stores,634163,644270,627250,627312
1000,Alabama,707,        Gasoline stations,318200,332632,341652,352257
1000,Alabama,708,        Clothing and clothing accessories stores,277504,285651,286026,287086
1000,Alabama,709,"        Sporting goods, hobby, musical instrument, and book stores",181805,196042,194467,189614
1000,Alabama,711,        General merchandise stores,1275535,1331866,1363019,1374629
1000,Alabama,712,        Miscellaneous store retailers,237000,246758,248821,250453
1000,Alabama,713,        Nonstore retailers,116162,106887,112855,120003
1000,Alabama,800,      Transportation and warehousing,2730163,2830636,2847067,2975334
1000,Alabama,801,        Air transportation,46077,48758,46522,47986
1000,Alabama,802,        Rail transportation,291846,308507,268440,277121
1000,Alabama,803,        Water transportation,82358,72179,58295,47249
1000,Alabama,804,        Truck transportation,1147702,1207040,1236614,1301366
1000,Alabama,805,        Transit and ground passenger transportation,58190,57886,57461,58808
1000,Alabama,806,        Pipeline transportation,49280,50190,65179,66798
1000,Alabama,807,        Scenic and sightseeing transportation,2461,2534,3564,3859
1000,Alabama,808,        Support activities for transportation,350235,360590,364915,394918
1000,Alabama,809,        Couriers and messengers,230740,245695,254119,269690
1000,Alabama,811,        Warehousing and storage,471274,477257,491958,507539
1000,Alabama,900,      Information,1184246,1201480,1181921,1225562
1000,Alabama,901,        Publishing industries (except Internet),260344,269862,265113,276688
1000,Alabama,902,        Motion picture and sound recording industries,31831,37983,37254,43149
1000,Alabama,903,        Broadcasting (except Internet),167985,170405,170525,178334
1000,Alabama,904,        Internet publishing and broadcasting 2/,(NA),(NA),(NA),(NA)
1000,Alabama,905,        Telecommunications,629678,625888,616785,598832
1000,Alabama,906,"        Data processing, hosting, and related services",71644,69360,61890,95011
1000,Alabama,907,        Other information services 2/,22764,27982,30354,33548
1000,Alabama,1000,      Finance and insurance,5048082,5367956,5338071,5646488
1000,Alabama,1001,        Monetary Authorities-central bank,(D),(D),(D),(D)
1000,Alabama,1002,        Credit intermediation and related activities,2321318,2416810,2476529,2593643
1000,Alabama,1003,"        Securities, commodity contracts, and other financial investments and related activities",589828,610585,574973,607621
1000,Alabama,1004,        Insurance carriers and related activities,2132494,2335144,2277806,2438350
1000,Alabama,1005,"        Funds, trusts, and other financial vehicles",(D),(D),(D),(D)
1000,Alabama,1100,      Real estate and rental and leasing,882604,928355,964553,1019089
1000,Alabama,1101,        Real estate,583272,620854,652898,692269
1000,Alabama,1102,        Rental and leasing services,289458,297771,300646,318475
1000,Alabama,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),9874,9730,11009,8345
1000,Alabama,1200,"      Professional, scientific, and technical services",6817334,7105029,7388919,7801982
1000,Alabama,1300,      Management of companies and enterprises,1291714,1350803,1500843,1647153
1000,Alabama,1400,      Administrative and support and waste management and remediation services,3081093,3233372,3332453,3495637
1000,Alabama,1401,        Administrative and support services,2825355,2993903,3093105,3233494
1000,Alabama,1402,        Waste management and remediation services,255738,239469,239348,262143
1000,Alabama,1500,      Educational services,772900,798317,830390,829387
1000,Alabama,1600,      Health care and social assistance,9062993,9535717,9794508,10140480
1000,Alabama,1601,        Ambulatory health care services,5227391,5518431,5726971,5922204
1000,Alabama,1602,        Hospitals,2210211,2331584,2324738,2422349
1000,Alabama,1603,        Nursing and residential care facilities,1108757,1145812,1187482,1214831
1000,Alabama,1604,        Social assistance,516634,539890,555317,581096
1000,Alabama,1700,"      Arts, entertainment, and recreation",345387,362126,391263,409150
1000,Alabama,1701,"        Performing arts, spectator sports, and related industries",67903,77396,75268,70943
1000,Alabama,1702,"        Museums, historical sites, and similar institutions",28738,29611,32527,34500
1000,Alabama,1703,"        Amusement, gambling, and recreation industries",248746,255119,283468,303707
1000,Alabama,1800,      Accommodation and food services,2793695,2967101,3151066,3308299
1000,Alabama,1801,        Accommodation,358616,378397,396634,421249
1000,Alabama,1802,        Food services and drinking places,2435079,2588704,2754432,2887050
1000,Alabama,1900,      Other services (except government and government enterprises),3122713,3242624,3307564,3436168
1000,Alabama,1901,        Repair and maintenance,797437,852756,885754,926845
1000,Alabama,1902,        Personal and laundry services,439726,456030,473016,484689
1000,Alabama,1903,"        Religious, grantmaking, civic, professional, and similar organizations",1732054,1777231,1802214,1888544
1000,Alabama,1904,        Private households,153496,156607,146580,136090
1000,Alabama,2000,    Government and government enterprises,18092844,18345781,18727211,19281615
1000,Alabama,2001,      Federal civilian,4168959,4220008,4276086,4361455
1000,Alabama,2002,      Military,1217448,1194329,1218653,1236859
1000,Alabama,2010,      State and local,12706437,12931444,13232472,13683301
1000,Alabama,2011,        State government,4598897,4683063,4798430,4959005
1000,Alabama,2012,        Local government,8107540,8248381,8434042,8724296
2000,Alaska,50,Wages and salaries by place of work (thousands of dollars),20625633,21213327,20475117,20346128
2000,Alaska,81,  Farm wages and salaries,16757,15755,16764,16607
2000,Alaska,82,  Nonfarm wages and salaries,20608876,21197572,20458353,20329521
2000,Alaska,90,    Private nonfarm wages and salaries,14466826,14972583,14228146,14058020
2000,Alaska,100,"      Forestry, fishing, and related activities",42429,42805,39531,38425
2000,Alaska,101,        Forestry and logging,18866,18436,18048,(D)
2000,Alaska,102,"        Fishing, hunting and trapping",19212,19321,16849,17538
2000,Alaska,103,        Support activities for agriculture and forestry,4351,5048,4634,(D)
2000,Alaska,200,"      Mining, quarrying, and oil and gas extraction",2418138,2403161,1930483,1742939
2000,Alaska,201,        Oil and gas extraction,937686,959260,830918,773382
2000,Alaska,202,        Mining (except oil and gas),313378,319854,322516,328719
2000,Alaska,203,        Support activities for mining,1167074,1124047,777049,640838
2000,Alaska,300,      Utilities,186723,199278,193240,196683
2000,Alaska,400,      Construction,1434660,1524612,1338311,1204980
2000,Alaska,401,        Construction of buildings,365961,372501,322766,301986
2000,Alaska,402,        Heavy and civil engineering construction,458305,521786,458276,403198
2000,Alaska,403,        Specialty trade contractors,610394,630325,557269,499796
2000,Alaska,500,      Manufacturing,656538,716874,699504,701618
2000,Alaska,510,        Durable goods manufacturing,123963,135260,119214,115302
2000,Alaska,511,          Wood product manufacturing,27659,32797,25482,20202
2000,Alaska,512,          Nonmetallic mineral product manufacturing,17061,18904,17345,17214
2000,Alaska,513,          Primary metal manufacturing,990,864,697,647
2000,Alaska,514,          Fabricated metal product manufacturing,29205,29084,22759,21850
2000,Alaska,515,          Machinery manufacturing,5145,7194,5494,5975
2000,Alaska,516,          Computer and electronic product manufacturing,(D),(D),(D),8360
2000,Alaska,517,"          Electrical equipment, appliance, and component manufacturing",(D),772,755,(D)
2000,Alaska,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",1722,1766,(D),1927
2000,Alaska,519,          Other transportation equipment manufacturing,19423,(D),(D),26600
2000,Alaska,521,          Furniture and related product manufacturing,(D),(D),(D),(D)
2000,Alaska,522,          Miscellaneous manufacturing,7872,7529,6750,7008
2000,Alaska,530,        Nondurable goods manufacturing,532575,581614,580290,586316
2000,Alaska,531,          Food manufacturing,446305,490173,487500,499160
2000,Alaska,532,          Beverage and tobacco product manufacturing,12923,14586,15621,16483
2000,Alaska,533,          Textile mills,(D),(D),(D),266
2000,Alaska,534,          Textile product mills,3087,3029,2653,2630
2000,Alaska,535,          Apparel manufacturing,162,204,227,(D)
2000,Alaska,536,          Leather and allied product manufacturing,291,439,546,647
2000,Alaska,537,          Paper manufacturing,(D),(D),(D),(D)
2000,Alaska,538,          Printing and related support activities,13916,13423,13444,13162
2000,Alaska,539,          Petroleum and coal products manufacturing,48303,51581,51711,45887
2000,Alaska,541,          Chemical manufacturing,2353,2885,2715,3529
2000,Alaska,542,          Plastics and rubber products manufacturing,(D),(D),(D),(D)
2000,Alaska,600,      Wholesale trade,376880,394414,387092,383894
2000,Alaska,700,      Retail trade,1201440,1242820,1230207,1228021
2000,Alaska,701,        Motor vehicle and parts dealers,206289,214557,210510,206777
2000,Alaska,702,        Furniture and home furnishings stores,30951,31195,30522,29144
2000,Alaska,703,        Electronics and appliance stores,24907,23566,24668,28111
2000,Alaska,704,        Building material and garden equipment and supplies dealers,146551,151250,139713,136492
2000,Alaska,705,        Food and beverage stores,174962,168838,167507,164914
2000,Alaska,706,        Health and personal care stores,47439,50834,52529,50597
2000,Alaska,707,        Gasoline stations,46808,48485,50099,51493
2000,Alaska,708,        Clothing and clothing accessories stores,43808,46531,47439,45784
2000,Alaska,709,"        Sporting goods, hobby, musical instrument, and book stores",51289,52538,48528,46437
2000,Alaska,711,        General merchandise stores,289557,313244,315990,323775
2000,Alaska,712,        Miscellaneous store retailers,66416,66561,67805,70065
2000,Alaska,713,        Nonstore retailers,72463,75221,74897,74432
2000,Alaska,800,      Transportation and warehousing,1293063,1320184,1323347,1355207
2000,Alaska,801,        Air transportation,341768,359758,368910,389298
2000,Alaska,802,        Rail transportation,0,0,0,0
2000,Alaska,803,        Water transportation,112256,111766,111756,117691
2000,Alaska,804,        Truck transportation,163348,169681,160153,151832
2000,Alaska,805,        Transit and ground passenger transportation,49467,49451,48192,51521
2000,Alaska,806,        Pipeline transportation,(D),(D),(D),(D)
2000,Alaska,807,        Scenic and sightseeing transportation,61897,65253,67212,70569
2000,Alaska,808,        Support activities for transportation,133698,138891,130653,130388
2000,Alaska,809,        Couriers and messengers,(D),(D),(D),(D)
2000,Alaska,811,        Warehousing and storage,32297,31040,28446,25821
2000,Alaska,900,      Information,411650,432073,417585,404002
2000,Alaska,901,        Publishing industries (except Internet),27826,28178,26456,24153
2000,Alaska,902,        Motion picture and sound recording industries,6677,8361,7921,9329
2000,Alaska,903,        Broadcasting (except Internet),42497,41863,40897,38453
2000,Alaska,904,        Internet publishing and broadcasting 2/,(NA),(NA),(NA),(NA)
2000,Alaska,905,        Telecommunications,324547,345333,333820,322675
2000,Alaska,906,"        Data processing, hosting, and related services",5128,4213,3700,4438
2000,Alaska,907,        Other information services 2/,4975,4125,4791,4954
2000,Alaska,1000,      Finance and insurance,482358,503838,512025,523299
2000,Alaska,1001,        Monetary Authorities-central bank,0,0,0,0
2000,Alaska,1002,        Credit intermediation and related activities,280814,297207,305839,307848
2000,Alaska,1003,"        Securities, commodity contracts, and other financial investments and related activities",64444,64444,63661,(D)
2000,Alaska,1004,        Insurance carriers and related activities,135418,140188,141075,142139
2000,Alaska,1005,"        Funds, trusts, and other financial vehicles",1682,1999,1450,(D)
2000,Alaska,1100,      Real estate and rental and leasing,216961,223103,224590,221922
2000,Alaska,1101,        Real estate,135545,137269,139595,142606
2000,Alaska,1102,        Rental and leasing services,(D),(D),(D),(D)
2000,Alaska,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),(D),(D),(D),(D)
2000,Alaska,1200,"      Professional, scientific, and technical services",1149056,1147488,1011832,983179
2000,Alaska,1300,      Management of companies and enterprises,262209,275794,258437,263046
2000,Alaska,1400,      Administrative and support and waste management and remediation services,569231,589501,583055,574048
2000,Alaska,1401,        Administrative and support services,458949,461472,453613,446051
2000,Alaska,1402,        Waste management and remediation services,110282,128029,129442,127997
2000,Alaska,1500,      Educational services,96271,98017,98859,105304
2000,Alaska,1600,      Health care and social assistance,2228057,2357255,2458408,2579109
2000,Alaska,1601,        Ambulatory health care services,1012534,1091657,1144169,1198307
2000,Alaska,1602,        Hospitals,751330,808979,847356,934664
2000,Alaska,1603,        Nursing and residential care facilities,151734,148245,147732,143026
2000,Alaska,1604,        Social assistance,312459,308374,319151,303112
2000,Alaska,1700,"      Arts, entertainment, and recreation",120253,121641,127973,133279
2000,Alaska,1701,"        Performing arts, spectator sports, and related industries",17457,16940,17436,16878
2000,Alaska,1702,"        Museums, historical sites, and similar institutions",13543,14311,13886,15520
2000,Alaska,1703,"        Amusement, gambling, and recreation industries",89253,90390,96651,100881
2000,Alaska,1800,      Accommodation and food services,789221,836999,848183,860996
2000,Alaska,1801,        Accommodation,280990,297253,295027,308590
2000,Alaska,1802,        Food services and drinking places,508231,539746,553156,552406
2000,Alaska,1900,      Other services (except government and government enterprises),531688,542726,545484,558069
2000,Alaska,1901,        Repair and maintenance,134936,139750,141952,142991
2000,Alaska,1902,        Personal and laundry services,67669,70389,69227,69368
2000,Alaska,1903,"        Religious, grantmaking, civic, professional, and similar organizations",301099,304060,307595,320972
2000,Alaska,1904,        Private households,27984,28527,26710,24738
2000,Alaska,2000,    Government and government enterprises,6142050,6224989,6230207,6271501
2000,Alaska,2001,      Federal civilian,1138882,1158265,1179410,1202579
2000,Alaska,2002,      Military,1424715,1424517,1403410,1447709
2000,Alaska,2010,      State and local,3578453,3642207,3647387,3621213
2000,Alaska,2011,        State government,1587112,1584384,1571325,1505723
2000,Alaska,2012,        Local government,1991341,2057823,2076062,2115490
4000,Arizona,50,Wages and salaries by place of work (thousands of dollars),127740732,134028793,139243494,147391459
4000,Arizona,81,  Farm wages and salaries,477014,403706,467373,470059
4000,Arizona,82,  Nonfarm wages and salaries,127263718,133625087,138776121,146921400
4000,Arizona,90,    Private nonfarm wages and salaries,106094452,111961661,116772861,124177654
4000,Arizona,100,"      Forestry, fishing, and related activities",314607,340244,364290,363822
4000,Arizona,101,        Forestry and logging,(D),(D),(D),(D)
4000,Arizona,102,"        Fishing, hunting and trapping",(D),(D),(D),(D)
4000,Arizona,103,        Support activities for agriculture and forestry,307947,330716,355688,356336
4000,Arizona,200,"      Mining, quarrying, and oil and gas extraction",974307,956169,872894,943732
4000,Arizona,201,        Oil and gas extraction,6529,5333,5207,4548
4000,Arizona,202,        Mining (except oil and gas),922443,907831,835961,900861
4000,Arizona,203,        Support activities for mining,45335,43005,31726,38323
4000,Arizona,300,      Utilities,1223865,1221519,1293887,1333570
4000,Arizona,400,      Construction,6351038,6589628,7162043,8112954
4000,Arizona,401,        Construction of buildings,1420787,1503615,1683571,1958287
4000,Arizona,402,        Heavy and civil engineering construction,1007767,961884,956009,1031116
4000,Arizona,403,        Specialty trade contractors,3922484,4124129,4522463,5123551
4000,Arizona,500,      Manufacturing,11264394,11586954,11765785,12271329
4000,Arizona,510,        Durable goods manufacturing,9751117,9947941,10020039,10394768
4000,Arizona,511,          Wood product manufacturing,149892,166774,183853,188601
4000,Arizona,512,          Nonmetallic mineral product manufacturing,352480,328785,363064,394559
4000,Arizona,513,          Primary metal manufacturing,278825,268595,232106,236042
4000,Arizona,514,          Fabricated metal product manufacturing,972057,1017842,1050631,1121529
4000,Arizona,515,          Machinery manufacturing,412887,448446,446500,493487
4000,Arizona,516,          Computer and electronic product manufacturing,3932641,3963168,3886587,3783323
4000,Arizona,517,"          Electrical equipment, appliance, and component manufacturing",135445,150579,157189,230624
4000,Arizona,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",180839,191693,162185,176604
4000,Arizona,519,          Other transportation equipment manufacturing,2542037,2564487,2667239,2825260
4000,Arizona,521,          Furniture and related product manufacturing,203215,224979,230322,243982
4000,Arizona,522,          Miscellaneous manufacturing,590799,622593,640363,700757
4000,Arizona,530,        Nondurable goods manufacturing,1513277,1639013,1745746,1876561
4000,Arizona,531,          Food manufacturing,407638,440977,494525,547788
4000,Arizona,532,          Beverage and tobacco product manufacturing,164239,172268,181141,196563
4000,Arizona,533,          Textile mills,23187,39190,25579,23710
4000,Arizona,534,          Textile product mills,24274,22299,24849,27271
4000,Arizona,535,          Apparel manufacturing,5611,13296,15148,12018
4000,Arizona,536,          Leather and allied product manufacturing,8276,8588,12759,11264
4000,Arizona,537,          Paper manufacturing,102373,107081,112654,117435
4000,Arizona,538,          Printing and related support activities,279761,296105,290285,291913
4000,Arizona,539,          Petroleum and coal products manufacturing,11979,12630,15092,12819
4000,Arizona,541,          Chemical manufacturing,297178,327084,358296,394091
4000,Arizona,542,          Plastics and rubber products manufacturing,188761,199495,215418,241689
4000,Arizona,600,      Wholesale trade,6910333,7151869,7335472,7666290
4000,Arizona,700,      Retail trade,9811874,10368726,10711659,11186288
4000,Arizona,701,        Motor vehicle and parts dealers,1998973,2174220,2239823,2346469
4000,Arizona,702,        Furniture and home furnishings stores,337382,354239,363913,384035
4000,Arizona,703,        Electronics and appliance stores,475999,498067,555814,591075
4000,Arizona,704,        Building material and garden equipment and supplies dealers,704352,735348,778728,827907
4000,Arizona,705,        Food and beverage stores,1543362,1627781,1639536,1737777
4000,Arizona,706,        Health and personal care stores,803612,788622,816318,837332
4000,Arizona,707,        Gasoline stations,382019,409717,427817,460770
4000,Arizona,708,        Clothing and clothing accessories stores,425717,444240,439339,454066
4000,Arizona,709,"        Sporting goods, hobby, musical instrument, and book stores",242096,248463,252228,261205
4000,Arizona,711,        General merchandise stores,1538826,1581024,1621581,1692560
4000,Arizona,712,        Miscellaneous store retailers,539559,568291,579126,590705
4000,Arizona,713,        Nonstore retailers,819977,938714,997436,1002387
4000,Arizona,800,      Transportation and warehousing,3842506,4214423,4399410,4744279
4000,Arizona,801,        Air transportation,946150,1048741,1102382,1134357
4000,Arizona,802,        Rail transportation,(D),(D),228903,236098
4000,Arizona,803,        Water transportation,(D),(D),(D),(D)
4000,Arizona,804,        Truck transportation,930105,1014952,1083816,1145893
4000,Arizona,805,        Transit and ground passenger transportation,301790,329106,362870,446254
4000,Arizona,806,        Pipeline transportation,27182,34629,35125,40546
4000,Arizona,807,        Scenic and sightseeing transportation,21880,24419,20979,21467
4000,Arizona,808,        Support activities for transportation,551358,632367,627842,652019
4000,Arizona,809,        Couriers and messengers,412979,442203,(D),(D)
4000,Arizona,811,        Warehousing and storage,411275,436937,476156,568928
4000,Arizona,900,      Information,2891602,3065875,3232189,3327069
4000,Arizona,901,        Publishing industries (except Internet),531286,635360,644928,632572
4000,Arizona,902,        Motion picture and sound recording industries,103587,118003,129148,136891
4000,Arizona,903,        Broadcasting (except Internet),272805,298295,286069,305065
4000,Arizona,904,        Internet publishing and broadcasting 2/,(NA),(NA),(NA),(NA)
4000,Arizona,905,        Telecommunications,1093525,1111123,1086242,1110358
4000,Arizona,906,"        Data processing, hosting, and related services",746732,733238,897610,920153
4000,Arizona,907,        Other information services 2/,143667,169856,188192,222030
4000,Arizona,1000,      Finance and insurance,9990196,10957127,11663610,12640887
4000,Arizona,1001,        Monetary Authorities-central bank,(D),(D),(D),5298
4000,Arizona,1002,        Credit intermediation and related activities,5086067,5605331,6102756,6452471
4000,Arizona,1003,"        Securities, commodity contracts, and other financial investments and related activities",1736908,1718172,1785054,1979013
4000,Arizona,1004,        Insurance carriers and related activities,3157703,3609303,3763596,4197242
4000,Arizona,1005,"        Funds, trusts, and other financial vehicles",(D),(D),(D),6863
4000,Arizona,1100,      Real estate and rental and leasing,2356439,2471625,2604455,2736744
4000,Arizona,1101,        Real estate,1619779,1743113,1851752,1931310
4000,Arizona,1102,        Rental and leasing services,625067,662321,683695,735099
4000,Arizona,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),111593,66191,69008,70335
4000,Arizona,1200,"      Professional, scientific, and technical services",9859007,10321005,10850661,11377573
4000,Arizona,1300,      Management of companies and enterprises,2739905,2821975,2814458,3007432
4000,Arizona,1400,      Administrative and support and waste management and remediation services,8115163,8727208,9148325,9640926
4000,Arizona,1401,        Administrative and support services,7805413,8470822,8873691,9325660
4000,Arizona,1402,        Waste management and remediation services,309750,256386,274634,315266
4000,Arizona,1500,      Educational services,2381412,2488149,2503879,2571502
4000,Arizona,1600,      Health care and social assistance,16381472,17379925,18229088,19465971
4000,Arizona,1601,        Ambulatory health care services,8574430,9025734,9445439,9973117
4000,Arizona,1602,        Hospitals,5161599,5473024,5691754,6198220
4000,Arizona,1603,        Nursing and residential care facilities,1493401,1590606,1703887,1813401
4000,Arizona,1604,        Social assistance,1152042,1290561,1388008,1481233
4000,Arizona,1700,"      Arts, entertainment, and recreation",1533496,1567470,1675967,1828958
4000,Arizona,1701,"        Performing arts, spectator sports, and related industries",790373,795945,879208,950907
4000,Arizona,1702,"        Museums, historical sites, and similar institutions",75842,79704,87382,96445
4000,Arizona,1703,"        Amusement, gambling, and recreation industries",667281,691821,709377,781606
4000,Arizona,1800,      Accommodation and food services,5478116,5901799,6197923,6786259
4000,Arizona,1801,        Accommodation,1446543,1564232,1602834,1632822
4000,Arizona,1802,        Food services and drinking places,4031573,4337567,4595089,5153437
4000,Arizona,1900,      Other services (except government and government enterprises),3674720,3829971,3946866,4172069
4000,Arizona,1901,        Repair and maintenance,1010163,1034466,1079602,1146973
4000,Arizona,1902,        Personal and laundry services,735435,781951,826413,945216
4000,Arizona,1903,"        Religious, grantmaking, civic, professional, and similar organizations",1480766,1551638,1603208,1667752
4000,Arizona,1904,        Private households,448356,461916,437643,412128
4000,Arizona,2000,    Government and government enterprises,21169266,21663426,22003260,22743746
4000,Arizona,2001,      Federal civilian,3862688,4001350,4047504,4154138
4000,Arizona,2002,      Military,1447139,1421783,1469997,1492151
4000,Arizona,2010,      State and local,15859439,16240293,16485759,17097457
4000,Arizona,2011,        State government,3943139,4081094,4126390,4318137
4000,Arizona,2012,        Local government,11916300,12159199,12359369,12779320
5000,Arkansas,50,Wages and salaries by place of work (thousands of dollars),50460522,52406186,53861461,55940608
5000,Arkansas,81,  Farm wages and salaries,243861,283931,306803,251052
5000,Arkansas,82,  Nonfarm wages and salaries,50216661,52122255,53554658,55689556
5000,Arkansas,90,    Private nonfarm wages and salaries,40945340,42735713,44072560,46045591
5000,Arkansas,100,"      Forestry, fishing, and related activities",281284,293600,311803,315926
5000,Arkansas,101,        Forestry and logging,(D),(D),105611,102287
5000,Arkansas,102,"        Fishing, hunting and trapping",(D),(D),773,613
5000,Arkansas,103,        Support activities for agriculture and forestry,186760,193235,205419,213026
5000,Arkansas,200,"      Mining, quarrying, and oil and gas extraction",481726,415816,275500,249719
5000,Arkansas,201,        Oil and gas extraction,130146,119876,87161,61876
5000,Arkansas,202,        Mining (except oil and gas),89995,89890,89070,95975
5000,Arkansas,203,        Support activities for mining,261585,206050,99269,91868
5000,Arkansas,300,      Utilities,653188,665660,665852,689284
5000,Arkansas,400,      Construction,2044228,2272819,2406192,2522185
5000,Arkansas,401,        Construction of buildings,458243,535066,551806,543700
5000,Arkansas,402,        Heavy and civil engineering construction,373726,389542,396147,501814
5000,Arkansas,403,        Specialty trade contractors,1212259,1348211,1458239,1476671
5000,Arkansas,500,      Manufacturing,7038098,7198362,7308172,7667632
5000,Arkansas,510,        Durable goods manufacturing,3679527,3683821,3660191,3865080
5000,Arkansas,511,          Wood product manufacturing,376724,393135,404021,433882
5000,Arkansas,512,          Nonmetallic mineral product manufacturing,172735,168323,173320,183736
5000,Arkansas,513,          Primary metal manufacturing,624804,559484,526629,574957
5000,Arkansas,514,          Fabricated metal product manufacturing,729517,749238,771866,809587
5000,Arkansas,515,          Machinery manufacturing,514864,518950,514176,555216
5000,Arkansas,516,          Computer and electronic product manufacturing,124053,126249,120099,113260
5000,Arkansas,517,"          Electrical equipment, appliance, and component manufacturing",281692,275211,258320,264497
5000,Arkansas,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",(D),(D),(D),(D)
5000,Arkansas,519,          Other transportation equipment manufacturing,(D),(D),(D),(D)
5000,Arkansas,521,          Furniture and related product manufacturing,124941,119223,127622,136607
5000,Arkansas,522,          Miscellaneous manufacturing,132349,135215,137617,139982
5000,Arkansas,530,        Nondurable goods manufacturing,3358571,3514541,3647981,3802552
5000,Arkansas,531,          Food manufacturing,1515983,1579106,1677436,1822660
5000,Arkansas,532,          Beverage and tobacco product manufacturing,47233,57667,66885,73483
5000,Arkansas,533,          Textile mills,2658,1677,6131,7001
5000,Arkansas,534,          Textile product mills,43308,42420,47862,50646
5000,Arkansas,535,          Apparel manufacturing,23085,25670,25783,25906
5000,Arkansas,536,          Leather and allied product manufacturing,30044,30392,32420,27866
5000,Arkansas,537,          Paper manufacturing,634012,628191,636335,633130
5000,Arkansas,538,          Printing and related support activities,130061,169293,180033,169361
5000,Arkansas,539,          Petroleum and coal products manufacturing,69452,77049,77600,85859
